prompt,clamp_value,word_category,word,token_id,logit_value,target_features
I think that,0.0,casual_high_emotion,honestly,14483,-2.793112277984619,[4284]
I think that,0.0,casual_high_emotion,really,1196,-1.337666630744934,[4284]
I think that,0.0,casual_high_emotion,absolutely,6270,-4.670576572418213,[4284]
I think that,0.0,casual_high_emotion,incredibly,9301,-5.105251789093018,[4284]
I think that,1.0,formal_low_emotion,perhaps,4153,0.2058122158050537,[4284]
I think that,1.0,formal_low_emotion,may,754,-2.8037004470825195,[4284]
I think that,1.0,formal_low_emotion,however,2480,-3.915515661239624,[4284]
I think that,1.0,formal_low_emotion,therefore,4320,-4.266677379608154,[4284]
I think that,1.0,formal_low_emotion,consequently,23995,-5.0176591873168945,[4284]
I think that,1.0,formal_low_emotion,moreover,541,-2.8419508934020996,[4284]
I think that,1.0,formal_low_emotion,accordingly,17159,-7.259634017944336,[4284]
I think that,1.0,formal_low_emotion,furthermore,2134,-3.0227437019348145,[4284]
I think that,1.0,formal_high_emotion,profoundly,29160,-7.630092144012451,[4284]
I think that,1.0,formal_high_emotion,devastated,27668,-8.46481704711914,[4284]
I think that,1.0,formal_high_emotion,magnificent,16773,-6.454354286193848,[4284]
I think that,1.0,formal_high_emotion,appalling,573,-4.783796787261963,[4284]
I think that,1.0,formal_high_emotion,extraordinary,10035,-4.591492176055908,[4284]
I think that,1.0,formal_high_emotion,overwhelming,11734,-5.379208087921143,[4284]
I think that,1.0,formal_high_emotion,catastrophic,24769,-7.234724044799805,[4284]
I think that,1.0,formal_high_emotion,triumphant,15511,-4.358185768127441,[4284]
I think that,1.0,casual_low_emotion,yeah,12191,-5.221872329711914,[4284]
I think that,1.0,casual_low_emotion,okay,10989,-4.08888053894043,[4284]
I think that,1.0,casual_low_emotion,kinda,21775,-3.7865092754364014,[4284]
I think that,1.0,casual_low_emotion,basically,8087,-4.468190670013428,[4284]
I think that,1.0,casual_low_emotion,anyway,8668,-1.9663965702056885,[4284]
I think that,1.0,casual_low_emotion,whatever,5193,-1.578244686126709,[4284]
I think that,1.0,casual_low_emotion,guess,5310,-7.473904132843018,[4284]
I think that,1.0,casual_low_emotion,stuff,4269,-4.813152313232422,[4284]
I think that,1.0,casual_high_emotion,OMG,21978,-4.02517032623291,[4284]
I think that,1.0,casual_high_emotion,totally,7110,-5.0995025634765625,[4284]
I think that,1.0,casual_high_emotion,literally,8642,-3.7345478534698486,[4284]
I think that,1.0,casual_high_emotion,seriously,7580,-5.117851734161377,[4284]
I think that,1.0,casual_high_emotion,honestly,14483,-2.7931108474731445,[4284]
I think that,1.0,casual_high_emotion,really,1196,-1.337662696838379,[4284]
I think that,1.0,casual_high_emotion,absolutely,6270,-4.670577526092529,[4284]
I think that,1.0,casual_high_emotion,incredibly,9301,-5.105256080627441,[4284]
I think that,4.0,formal_low_emotion,perhaps,4153,0.20581534504890442,[4284]
I think that,4.0,formal_low_emotion,may,754,-2.803696393966675,[4284]
I think that,4.0,formal_low_emotion,however,2480,-3.9155044555664062,[4284]
I think that,4.0,formal_low_emotion,therefore,4320,-4.26668643951416,[4284]
I think that,4.0,formal_low_emotion,consequently,23995,-5.017660617828369,[4284]
I think that,4.0,formal_low_emotion,moreover,541,-2.841970443725586,[4284]
I think that,4.0,formal_low_emotion,accordingly,17159,-7.2596259117126465,[4284]
I think that,4.0,formal_low_emotion,furthermore,2134,-3.0227537155151367,[4284]
I think that,4.0,formal_high_emotion,profoundly,29160,-7.630124092102051,[4284]
I think that,4.0,formal_high_emotion,devastated,27668,-8.464826583862305,[4284]
I think that,4.0,formal_high_emotion,magnificent,16773,-6.454349040985107,[4284]
I think that,4.0,formal_high_emotion,appalling,573,-4.783809661865234,[4284]
I think that,4.0,formal_high_emotion,extraordinary,10035,-4.591516494750977,[4284]
I think that,4.0,formal_high_emotion,overwhelming,11734,-5.379247665405273,[4284]
I think that,4.0,formal_high_emotion,catastrophic,24769,-7.234721660614014,[4284]
I think that,4.0,formal_high_emotion,triumphant,15511,-4.35817813873291,[4284]
I think that,4.0,casual_low_emotion,yeah,12191,-5.221884727478027,[4284]
I think that,4.0,casual_low_emotion,okay,10989,-4.088881969451904,[4284]
I think that,4.0,casual_low_emotion,kinda,21775,-3.7864785194396973,[4284]
I think that,4.0,casual_low_emotion,basically,8087,-4.468201160430908,[4284]
I think that,4.0,casual_low_emotion,anyway,8668,-1.9663937091827393,[4284]
I think that,4.0,casual_low_emotion,whatever,5193,-1.5782603025436401,[4284]
I think that,4.0,casual_low_emotion,guess,5310,-7.473902225494385,[4284]
I think that,4.0,casual_low_emotion,stuff,4269,-4.813174247741699,[4284]
I think that,4.0,casual_high_emotion,OMG,21978,-4.025184154510498,[4284]
I think that,4.0,casual_high_emotion,totally,7110,-5.099489688873291,[4284]
I think that,4.0,casual_high_emotion,literally,8642,-3.7345588207244873,[4284]
I think that,4.0,casual_high_emotion,seriously,7580,-5.117854118347168,[4284]
I think that,4.0,casual_high_emotion,honestly,14483,-2.7931010723114014,[4284]
I think that,4.0,casual_high_emotion,really,1196,-1.3376505374908447,[4284]
I think that,4.0,casual_high_emotion,absolutely,6270,-4.6705851554870605,[4284]
I think that,4.0,casual_high_emotion,incredibly,9301,-5.105268955230713,[4284]
The situation is,-4.0,formal_low_emotion,perhaps,4153,0.45974135398864746,[4284]
The situation is,-4.0,formal_low_emotion,may,754,0.1398150622844696,[4284]
The situation is,-4.0,formal_low_emotion,however,2480,0.1850162148475647,[4284]
The situation is,-4.0,formal_low_emotion,therefore,4320,-1.030421495437622,[4284]
The situation is,-4.0,formal_low_emotion,consequently,23995,-3.9952781200408936,[4284]
The situation is,-4.0,formal_low_emotion,moreover,541,2.656338691711426,[4284]
The situation is,-4.0,formal_low_emotion,accordingly,17159,-5.582113265991211,[4284]
The situation is,-4.0,formal_low_emotion,furthermore,2134,4.211299896240234,[4284]
The situation is,-4.0,formal_high_emotion,profoundly,29160,-4.748569965362549,[4284]
The situation is,-4.0,formal_high_emotion,devastated,27668,-3.7240982055664062,[4284]
The situation is,-4.0,formal_high_emotion,magnificent,16773,-6.0916337966918945,[4284]
The situation is,-4.0,formal_high_emotion,appalling,573,-0.3452828526496887,[4284]
The situation is,-4.0,formal_high_emotion,extraordinary,10035,-0.28882110118865967,[4284]
The situation is,-4.0,formal_high_emotion,overwhelming,11734,0.33996984362602234,[4284]
The situation is,-4.0,formal_high_emotion,catastrophic,24769,-1.110891580581665,[4284]
The situation is,-4.0,formal_high_emotion,triumphant,15511,-6.298646926879883,[4284]
The situation is,-4.0,casual_low_emotion,yeah,12191,-5.949637413024902,[4284]
The situation is,-4.0,casual_low_emotion,okay,10989,-0.13988757133483887,[4284]
The situation is,-4.0,casual_low_emotion,kinda,21775,-1.6276638507843018,[4284]
The situation is,-4.0,casual_low_emotion,basically,8087,-1.2644915580749512,[4284]
The situation is,-4.0,casual_low_emotion,anyway,8668,-2.030109405517578,[4284]
The situation is,-4.0,casual_low_emotion,whatever,5193,-7.1543121337890625,[4284]
The situation is,-4.0,casual_low_emotion,guess,5310,-2.4485461711883545,[4284]
The situation is,-4.0,casual_low_emotion,stuff,4269,-6.041143894195557,[4284]
The situation is,-4.0,casual_high_emotion,OMG,21978,-1.6247856616973877,[4284]
The situation is,-4.0,casual_high_emotion,totally,7110,1.113660454750061,[4284]
The situation is,-4.0,casual_high_emotion,literally,8642,0.3299342393875122,[4284]
The situation is,-4.0,casual_high_emotion,seriously,7580,0.1495518684387207,[4284]
The situation is,-4.0,casual_high_emotion,honestly,14483,-1.8232320547103882,[4284]
The situation is,-4.0,casual_high_emotion,really,1196,3.926934242248535,[4284]
The situation is,-4.0,casual_high_emotion,absolutely,6270,0.9095054864883423,[4284]
The situation is,-4.0,casual_high_emotion,incredibly,9301,1.370661973953247,[4284]
The situation is,0.0,formal_low_emotion,perhaps,4153,0.4596536159515381,[4284]
The situation is,0.0,formal_low_emotion,may,754,0.1397530734539032,[4284]
The situation is,0.0,formal_low_emotion,however,2480,0.18501076102256775,[4284]
The situation is,0.0,formal_low_emotion,therefore,4320,-1.0304861068725586,[4284]
The situation is,0.0,formal_low_emotion,consequently,23995,-3.9954090118408203,[4284]
The situation is,0.0,formal_low_emotion,moreover,541,2.6562793254852295,[4284]
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.582050323486328,[4284]
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211299896240234,[4284]
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.7485222816467285,[4284]
The situation is,0.0,formal_high_emotion,devastated,27668,-3.724191665649414,[4284]
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091675281524658,[4284]
The situation is,0.0,formal_high_emotion,appalling,573,-0.3454951047897339,[4284]
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.28901898860931396,[4284]
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.3397819995880127,[4284]
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.1110541820526123,[4284]
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298609733581543,[4284]
The situation is,0.0,casual_low_emotion,yeah,12191,-5.949731349945068,[4284]
The situation is,0.0,casual_low_emotion,okay,10989,-0.13986614346504211,[4284]
The situation is,0.0,casual_low_emotion,kinda,21775,-1.6276679039001465,[4284]
The situation is,0.0,casual_low_emotion,basically,8087,-1.2645089626312256,[4284]
The situation is,0.0,casual_low_emotion,anyway,8668,-2.030076265335083,[4284]
The situation is,0.0,casual_low_emotion,whatever,5193,-7.154354095458984,[4284]
The situation is,0.0,casual_low_emotion,guess,5310,-2.448655843734741,[4284]
The situation is,0.0,casual_low_emotion,stuff,4269,-6.0411200523376465,[4284]
The situation is,0.0,casual_high_emotion,OMG,21978,-1.6249232292175293,[4284]
The situation is,0.0,casual_high_emotion,totally,7110,1.113600492477417,[4284]
The situation is,0.0,casual_high_emotion,literally,8642,0.3298724889755249,[4284]
The situation is,0.0,casual_high_emotion,seriously,7580,0.14957553148269653,[4284]
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8231804370880127,[4284]
The situation is,0.0,casual_high_emotion,really,1196,3.926849842071533,[4284]
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9093916416168213,[4284]
The situation is,0.0,casual_high_emotion,incredibly,9301,1.370398998260498,[4284]
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,[4284]
The situation is,1.0,formal_low_emotion,may,754,0.1397370994091034,[4284]
The situation is,1.0,formal_low_emotion,however,2480,0.18501636385917664,[4284]
The situation is,1.0,formal_low_emotion,therefore,4320,-1.0305018424987793,[4284]
The situation is,1.0,formal_low_emotion,consequently,23995,-3.9954416751861572,[4284]
The situation is,1.0,formal_low_emotion,moreover,541,2.6562626361846924,[4284]
The situation is,1.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[4284]
The situation is,1.0,formal_low_emotion,furthermore,2134,4.211295127868652,[4284]
The situation is,1.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[4284]
The situation is,1.0,formal_high_emotion,devastated,27668,-3.724219799041748,[4284]
The situation is,1.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[4284]
The situation is,1.0,formal_high_emotion,appalling,573,-0.3455497622489929,[4284]
The situation is,1.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[4284]
The situation is,1.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[4284]
The situation is,1.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[4284]
The situation is,1.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[4284]
The situation is,1.0,casual_low_emotion,yeah,12191,-5.949758529663086,[4284]
The situation is,1.0,casual_low_emotion,okay,10989,-0.139857679605484,[4284]
The situation is,1.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[4284]
The situation is,1.0,casual_low_emotion,basically,8087,-1.2645151615142822,[4284]
The situation is,1.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[4284]
The situation is,1.0,casual_low_emotion,whatever,5193,-7.154359340667725,[4284]
The situation is,1.0,casual_low_emotion,guess,5310,-2.4486775398254395,[4284]
The situation is,1.0,casual_low_emotion,stuff,4269,-6.041114807128906,[4284]
The situation is,1.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[4284]
The situation is,1.0,casual_high_emotion,totally,7110,1.113581657409668,[4284]
The situation is,1.0,casual_high_emotion,literally,8642,0.32985711097717285,[4284]
The situation is,1.0,casual_high_emotion,seriously,7580,0.1495804488658905,[4284]
The situation is,1.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[4284]
The situation is,1.0,casual_high_emotion,really,1196,3.9268295764923096,[4284]
The situation is,1.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[4284]
The situation is,1.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[4284]
The situation is,4.0,formal_low_emotion,perhaps,4153,0.4595634937286377,[4284]
The situation is,4.0,formal_low_emotion,may,754,0.1397005021572113,[4284]
The situation is,4.0,formal_low_emotion,however,2480,0.18503069877624512,[4284]
The situation is,4.0,formal_low_emotion,therefore,4320,-1.0305359363555908,[4284]
The situation is,4.0,formal_low_emotion,consequently,23995,-3.995530843734741,[4284]
The situation is,4.0,formal_low_emotion,moreover,541,2.6562018394470215,[4284]
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.581976413726807,[4284]
The situation is,4.0,formal_low_emotion,furthermore,2134,4.211269855499268,[4284]
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.748486042022705,[4284]
The situation is,4.0,formal_high_emotion,devastated,27668,-3.724292516708374,[4284]
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.091688632965088,[4284]
The situation is,4.0,formal_high_emotion,appalling,573,-0.34571123123168945,[4284]
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.2892252802848816,[4284]
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.3395860493183136,[4284]
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.1112608909606934,[4284]
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.298569202423096,[4284]
The situation is,4.0,casual_low_emotion,yeah,12191,-5.949835777282715,[4284]
The situation is,4.0,casual_low_emotion,okay,10989,-0.13983193039894104,[4284]
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6276562213897705,[4284]
The situation is,4.0,casual_low_emotion,basically,8087,-1.2645289897918701,[4284]
The situation is,4.0,casual_low_emotion,anyway,8668,-2.0300393104553223,[4284]
The situation is,4.0,casual_low_emotion,whatever,5193,-7.1543731689453125,[4284]
The situation is,4.0,casual_low_emotion,guess,5310,-2.4487593173980713,[4284]
The situation is,4.0,casual_low_emotion,stuff,4269,-6.041110038757324,[4284]
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6250522136688232,[4284]
The situation is,4.0,casual_high_emotion,totally,7110,1.113513469696045,[4284]
The situation is,4.0,casual_high_emotion,literally,8642,0.3297908306121826,[4284]
The situation is,4.0,casual_high_emotion,seriously,7580,0.14959973096847534,[4284]
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8231405019760132,[4284]
The situation is,4.0,casual_high_emotion,really,1196,3.926764726638794,[4284]
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9092466831207275,[4284]
The situation is,4.0,casual_high_emotion,incredibly,9301,1.3701422214508057,[4284]
My opinion on this is,-4.0,formal_low_emotion,perhaps,4153,-0.6531180739402771,[4284]
My opinion on this is,-4.0,formal_low_emotion,may,754,-1.0665777921676636,[4284]
My opinion on this is,-4.0,formal_low_emotion,however,2480,0.2788137197494507,[4284]
My opinion on this is,-4.0,formal_low_emotion,therefore,4320,-1.4930559396743774,[4284]
My opinion on this is,-4.0,formal_low_emotion,consequently,23995,-5.661154747009277,[4284]
My opinion on this is,-4.0,formal_low_emotion,moreover,541,2.1856088638305664,[4284]
My opinion on this is,-4.0,formal_low_emotion,accordingly,17159,-5.066027641296387,[4284]
My opinion on this is,-4.0,formal_low_emotion,furthermore,2134,1.6188850402832031,[4284]
My opinion on this is,-4.0,formal_high_emotion,profoundly,29160,-3.5846335887908936,[4284]
My opinion on this is,-4.0,formal_high_emotion,devastated,27668,-6.053500175476074,[4284]
My opinion on this is,-4.0,formal_high_emotion,magnificent,16773,-7.637163162231445,[4284]
My opinion on this is,-4.0,formal_high_emotion,appalling,573,-2.1582603454589844,[4284]
My opinion on this is,-4.0,formal_high_emotion,extraordinary,10035,-6.54047155380249,[4284]
My opinion on this is,-4.0,formal_high_emotion,overwhelming,11734,-2.5242903232574463,[4284]
My opinion on this is,-4.0,formal_high_emotion,catastrophic,24769,-8.417144775390625,[4284]
My opinion on this is,-4.0,formal_high_emotion,triumphant,15511,-7.07364559173584,[4284]
My opinion on this is,-4.0,casual_low_emotion,yeah,12191,-1.991782546043396,[4284]
My opinion on this is,-4.0,casual_low_emotion,okay,10989,2.4672491550445557,[4284]
My opinion on this is,-4.0,casual_low_emotion,kinda,21775,2.3702468872070312,[4284]
My opinion on this is,-4.0,casual_low_emotion,basically,8087,3.0031261444091797,[4284]
My opinion on this is,-4.0,casual_low_emotion,anyway,8668,-0.7725465297698975,[4284]
My opinion on this is,-4.0,casual_low_emotion,whatever,5193,-0.585893988609314,[4284]
My opinion on this is,-4.0,casual_low_emotion,guess,5310,-0.9407544732093811,[4284]
My opinion on this is,-4.0,casual_low_emotion,stuff,4269,-4.390061378479004,[4284]
My opinion on this is,-4.0,casual_high_emotion,OMG,21978,-4.685030937194824,[4284]
My opinion on this is,-4.0,casual_high_emotion,totally,7110,3.845135450363159,[4284]
My opinion on this is,-4.0,casual_high_emotion,literally,8642,-1.3285484313964844,[4284]
My opinion on this is,-4.0,casual_high_emotion,seriously,7580,-0.6704647541046143,[4284]
My opinion on this is,-4.0,casual_high_emotion,honestly,14483,1.4640170335769653,[4284]
My opinion on this is,-4.0,casual_high_emotion,really,1196,3.114421844482422,[4284]
My opinion on this is,-4.0,casual_high_emotion,absolutely,6270,-0.478908896446228,[4284]
My opinion on this is,-4.0,casual_high_emotion,incredibly,9301,-2.041743278503418,[4284]
My opinion on this is,0.0,formal_low_emotion,perhaps,4153,-0.6530710458755493,[4284]
My opinion on this is,0.0,formal_low_emotion,may,754,-1.0665403604507446,[4284]
My opinion on this is,0.0,formal_low_emotion,however,2480,0.2789152264595032,[4284]
My opinion on this is,0.0,formal_low_emotion,therefore,4320,-1.493133306503296,[4284]
My opinion on this is,0.0,formal_low_emotion,consequently,23995,-5.661348342895508,[4284]
My opinion on this is,0.0,formal_low_emotion,moreover,541,2.1856207847595215,[4284]
My opinion on this is,0.0,formal_low_emotion,accordingly,17159,-5.066068649291992,[4284]
My opinion on this is,0.0,formal_low_emotion,furthermore,2134,1.6189723014831543,[4284]
My opinion on this is,0.0,formal_high_emotion,profoundly,29160,-3.5844006538391113,[4284]
My opinion on this is,0.0,formal_high_emotion,devastated,27668,-6.053280353546143,[4284]
My opinion on this is,0.0,formal_high_emotion,magnificent,16773,-7.636950492858887,[4284]
My opinion on this is,0.0,formal_high_emotion,appalling,573,-2.158303737640381,[4284]
My opinion on this is,0.0,formal_high_emotion,extraordinary,10035,-6.540294647216797,[4284]
My opinion on this is,0.0,formal_high_emotion,overwhelming,11734,-2.5243401527404785,[4284]
My opinion on this is,0.0,formal_high_emotion,catastrophic,24769,-8.417074203491211,[4284]
My opinion on this is,0.0,formal_high_emotion,triumphant,15511,-7.07368803024292,[4284]
My opinion on this is,0.0,casual_low_emotion,yeah,12191,-1.9917287826538086,[4284]
My opinion on this is,0.0,casual_low_emotion,okay,10989,2.4674887657165527,[4284]
My opinion on this is,0.0,casual_low_emotion,kinda,21775,2.3701910972595215,[4284]
My opinion on this is,0.0,casual_low_emotion,basically,8087,3.003063201904297,[4284]
My opinion on this is,0.0,casual_low_emotion,anyway,8668,-0.7723575830459595,[4284]
My opinion on this is,0.0,casual_low_emotion,whatever,5193,-0.5858480930328369,[4284]
My opinion on this is,0.0,casual_low_emotion,guess,5310,-0.9407593011856079,[4284]
My opinion on this is,0.0,casual_low_emotion,stuff,4269,-4.390278339385986,[4284]
My opinion on this is,0.0,casual_high_emotion,OMG,21978,-4.685054302215576,[4284]
My opinion on this is,0.0,casual_high_emotion,totally,7110,3.845196008682251,[4284]
My opinion on this is,0.0,casual_high_emotion,literally,8642,-1.3283907175064087,[4284]
My opinion on this is,0.0,casual_high_emotion,seriously,7580,-0.6703915596008301,[4284]
My opinion on this is,0.0,casual_high_emotion,honestly,14483,1.464231014251709,[4284]
My opinion on this is,0.0,casual_high_emotion,really,1196,3.1145129203796387,[4284]
My opinion on this is,0.0,casual_high_emotion,absolutely,6270,-0.47877955436706543,[4284]
My opinion on this is,0.0,casual_high_emotion,incredibly,9301,-2.0418639183044434,[4284]
My opinion on this is,1.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,[4284]
My opinion on this is,1.0,formal_low_emotion,may,754,-1.0665335655212402,[4284]
My opinion on this is,1.0,formal_low_emotion,however,2480,0.27894127368927,[4284]
My opinion on this is,1.0,formal_low_emotion,therefore,4320,-1.493159532546997,[4284]
My opinion on this is,1.0,formal_low_emotion,consequently,23995,-5.66140079498291,[4284]
My opinion on this is,1.0,formal_low_emotion,moreover,541,2.185621976852417,[4284]
My opinion on this is,1.0,formal_low_emotion,accordingly,17159,-5.066076278686523,[4284]
My opinion on this is,1.0,formal_low_emotion,furthermore,2134,1.6190004348754883,[4284]
My opinion on this is,1.0,formal_high_emotion,profoundly,29160,-3.5843353271484375,[4284]
My opinion on this is,1.0,formal_high_emotion,devastated,27668,-6.053213596343994,[4284]
My opinion on this is,1.0,formal_high_emotion,magnificent,16773,-7.636904239654541,[4284]
My opinion on this is,1.0,formal_high_emotion,appalling,573,-2.1583240032196045,[4284]
My opinion on this is,1.0,formal_high_emotion,extraordinary,10035,-6.540251731872559,[4284]
My opinion on this is,1.0,formal_high_emotion,overwhelming,11734,-2.524343252182007,[4284]
My opinion on this is,1.0,formal_high_emotion,catastrophic,24769,-8.417057991027832,[4284]
My opinion on this is,1.0,formal_high_emotion,triumphant,15511,-7.073696136474609,[4284]
My opinion on this is,1.0,casual_low_emotion,yeah,12191,-1.9917230606079102,[4284]
My opinion on this is,1.0,casual_low_emotion,okay,10989,2.4675450325012207,[4284]
My opinion on this is,1.0,casual_low_emotion,kinda,21775,2.370185136795044,[4284]
My opinion on this is,1.0,casual_low_emotion,basically,8087,3.003045082092285,[4284]
My opinion on this is,1.0,casual_low_emotion,anyway,8668,-0.7723385691642761,[4284]
My opinion on this is,1.0,casual_low_emotion,whatever,5193,-0.5858461856842041,[4284]
My opinion on this is,1.0,casual_low_emotion,guess,5310,-0.9407533407211304,[4284]
My opinion on this is,1.0,casual_low_emotion,stuff,4269,-4.390328407287598,[4284]
My opinion on this is,1.0,casual_high_emotion,OMG,21978,-4.685068130493164,[4284]
My opinion on this is,1.0,casual_high_emotion,totally,7110,3.8451995849609375,[4284]
My opinion on this is,1.0,casual_high_emotion,literally,8642,-1.328357219696045,[4284]
My opinion on this is,1.0,casual_high_emotion,seriously,7580,-0.6703555583953857,[4284]
