prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
The situation is,casual_high_emotion,absolutely,6270,0.9093612432479858,-7.957220077514648e-06,2.3472521769091625e-05,-4.45246696472168e-05,2.0384788513183594e-05,6.490945816040039e-05,4.45246696472168e-05,1.8149614334106445e-05,6.490945816040039e-05,4,
The situation is,casual_low_emotion,anyway,8668,-2.0300707817077637,8.404254913330078e-06,2.327811307713082e-05,-2.0503997802734375e-05,4.38690185546875e-05,6.437301635742188e-05,4.38690185546875e-05,1.8656253814697266e-05,-6.437301635742188e-05,4,
The situation is,formal_low_emotion,accordingly,17159,-5.582033157348633,6.318092346191406e-06,2.315822631586902e-05,-2.193450927734375e-05,4.2438507080078125e-05,6.437301635742188e-05,4.2438507080078125e-05,1.728534698486328e-05,-6.437301635742188e-05,4,
I think that,formal_low_emotion,therefore,4320,-4.266677379608154,-9.179115295410156e-06,2.3217061187892133e-05,-4.482269287109375e-05,1.9073486328125e-05,6.389617919921875e-05,4.482269287109375e-05,1.8715858459472656e-05,6.389617919921875e-05,4,
The situation is,casual_high_emotion,literally,8642,0.32985711097717285,-8.851289749145508e-06,2.3139867314860634e-05,-4.4465065002441406e-05,1.9311904907226562e-05,6.377696990966797e-05,4.4465065002441406e-05,1.850724220275879e-05,6.377696990966797e-05,4,
It seems to me that,casual_low_emotion,guess,5310,-10.813848495483398,2.86102294921875e-06,2.198627831153584e-05,-2.765655517578125e-05,3.4332275390625e-05,6.198883056640625e-05,3.4332275390625e-05,1.6689300537109375e-05,-6.198883056640625e-05,4,
I think that,formal_high_emotion,extraordinary,10035,-4.591492176055908,-6.4373016357421875e-06,2.2420221965585562e-05,-4.1961669921875e-05,2.002716064453125e-05,6.198883056640625e-05,4.1961669921875e-05,1.6450881958007812e-05,6.198883056640625e-05,4,
The situation is,formal_low_emotion,furthermore,2134,4.211295127868652,2.7418136596679688e-06,2.1506294158122167e-05,-2.765655517578125e-05,3.2901763916015625e-05,6.0558319091796875e-05,3.2901763916015625e-05,1.6570091247558594e-05,-6.0558319091796875e-05,4,
The situation is,casual_high_emotion,seriously,7580,0.1495804488658905,6.690621376037598e-06,2.1425532943424657e-05,-2.0712614059448242e-05,3.889203071594238e-05,5.9604644775390625e-05,3.889203071594238e-05,1.704692840576172e-05,-5.9604644775390625e-05,4,
I think that,formal_low_emotion,however,2480,-3.915515661239624,-6.556510925292969e-06,2.134778442512977e-05,-3.7670135498046875e-05,2.1696090698242188e-05,5.936622619628906e-05,3.7670135498046875e-05,1.7404556274414062e-05,5.936622619628906e-05,4,
I think that,formal_high_emotion,devastated,27668,-8.46481704711914,-6.198883056640625e-06,2.1212555331740594e-05,-3.814697265625e-05,2.09808349609375e-05,5.91278076171875e-05,3.814697265625e-05,1.6689300537109375e-05,5.91278076171875e-05,4,
The best approach would be,formal_high_emotion,devastated,27668,-11.786552429199219,5.7220458984375e-06,2.090483686140344e-05,-2.288818359375e-05,3.528594970703125e-05,5.817413330078125e-05,3.528594970703125e-05,1.71661376953125e-05,-5.817413330078125e-05,4,
It seems to me that,casual_high_emotion,totally,7110,-7.296827793121338,-5.364418029785156e-06,1.9834290788453643e-05,-3.5762786865234375e-05,1.9550323486328125e-05,5.53131103515625e-05,3.5762786865234375e-05,1.5139579772949219e-05,5.53131103515625e-05,4,
The situation is,casual_high_emotion,really,1196,3.9268295764923096,2.7418136596679688e-06,1.9217853761369526e-05,-2.4080276489257812e-05,3.0040740966796875e-05,5.412101745605469e-05,3.0040740966796875e-05,1.4781951904296875e-05,-5.412101745605469e-05,4,
It seems to me that,casual_low_emotion,basically,8087,-7.1929497718811035,5.364418029785156e-06,1.9143022502753166e-05,-2.002716064453125e-05,3.337860107421875e-05,5.340576171875e-05,3.337860107421875e-05,1.537799835205078e-05,-5.340576171875e-05,4,
The situation is,formal_low_emotion,therefore,4320,-1.0305018424987793,-4.947185516357422e-06,1.913921757230643e-05,-3.075599670410156e-05,2.2172927856445312e-05,5.2928924560546875e-05,3.075599670410156e-05,1.6033649444580078e-05,5.2928924560546875e-05,4,
The best approach would be,formal_low_emotion,may,754,-5.634313583374023,-2.5033950805664062e-06,1.8348551960791093e-05,-3.0517578125e-05,2.09808349609375e-05,5.14984130859375e-05,3.0517578125e-05,1.2993812561035156e-05,5.14984130859375e-05,4,
I think that,casual_high_emotion,absolutely,6270,-4.670577526092529,-7.033348083496094e-06,1.8496657191733003e-05,-3.528594970703125e-05,1.5735626220703125e-05,5.1021575927734375e-05,3.528594970703125e-05,1.4901161193847656e-05,5.1021575927734375e-05,4,
It seems to me that,formal_high_emotion,profoundly,29160,-8.294178009033203,-5.4836273193359375e-06,1.78208917053927e-05,-3.24249267578125e-05,1.71661376953125e-05,4.9591064453125e-05,3.24249267578125e-05,1.4066696166992188e-05,4.9591064453125e-05,4,
The best approach would be,formal_high_emotion,triumphant,15511,-9.740233421325684,2.6226043701171875e-06,1.6931076791363708e-05,-2.002716064453125e-05,2.765655517578125e-05,4.76837158203125e-05,2.765655517578125e-05,1.2636184692382812e-05,-4.76837158203125e-05,4,
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815947532653809,-3.5762786865234375e-06,1.698470932099224e-05,-2.86102294921875e-05,1.9073486328125e-05,4.76837158203125e-05,2.86102294921875e-05,1.3113021850585938e-05,4.76837158203125e-05,4,
The situation is,formal_high_emotion,profoundly,29160,-4.748511791229248,-5.0067901611328125e-06,1.6961265956718836e-05,-3.0994415283203125e-05,1.621246337890625e-05,4.7206878662109375e-05,3.0994415283203125e-05,1.3113021850585938e-05,4.7206878662109375e-05,4,
I think that,formal_high_emotion,profoundly,29160,-7.630092144012451,4.410743713378906e-06,1.6402002640332953e-05,-1.7642974853515625e-05,2.8133392333984375e-05,4.57763671875e-05,2.8133392333984375e-05,1.3232231140136719e-05,-4.57763671875e-05,4,
It seems to me that,casual_high_emotion,absolutely,6270,-6.861181259155273,-2.7418136596679688e-06,1.57586384611157e-05,-2.574920654296875e-05,1.8596649169921875e-05,4.4345855712890625e-05,2.574920654296875e-05,1.2040138244628906e-05,4.4345855712890625e-05,4,
The situation is,formal_low_emotion,however,2480,0.18501636385917664,-4.3138861656188965e-06,1.5837801713352905e-05,-2.7567148208618164e-05,1.665949821472168e-05,4.4226646423339844e-05,2.7567148208618164e-05,1.2643635272979736e-05,4.4226646423339844e-05,4,
I think that,formal_high_emotion,magnificent,16773,-6.454354286193848,6.9141387939453125e-06,1.5938420213087338e-05,-1.3828277587890625e-05,2.956390380859375e-05,4.3392181396484375e-05,2.956390380859375e-05,1.3828277587890625e-05,-4.3392181396484375e-05,4,
The situation is,formal_low_emotion,moreover,541,2.6562626361846924,2.2649765014648438e-06,1.531688612261872e-05,-1.8835067749023438e-05,2.4318695068359375e-05,4.315376281738281e-05,2.4318695068359375e-05,1.1682510375976562e-05,-4.315376281738281e-05,4,
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751513957977295,3.814697265625e-06,1.4790601660710752e-05,-1.6450881958007812e-05,2.47955322265625e-05,4.124641418457031e-05,2.47955322265625e-05,1.2040138244628906e-05,-4.124641418457031e-05,4,
The best approach would be,formal_low_emotion,moreover,541,-3.1680521965026855,3.337860107421875e-06,1.4375473879788017e-05,-1.5735626220703125e-05,2.4557113647460938e-05,4.029273986816406e-05,2.4557113647460938e-05,1.1205673217773438e-05,-4.029273986816406e-05,4,
I think that,casual_low_emotion,kinda,21775,-3.7865092754364014,-3.7550926208496094e-06,1.3910631040439067e-05,-2.4318695068359375e-05,1.4543533325195312e-05,3.886222839355469e-05,2.4318695068359375e-05,1.1026859283447266e-05,3.886222839355469e-05,4,
The situation is,casual_low_emotion,yeah,12191,-5.949758529663086,-2.384185791015625e-07,1.3510152403361501e-05,-2.002716064453125e-05,1.811981201171875e-05,3.814697265625e-05,2.002716064453125e-05,9.775161743164062e-06,3.814697265625e-05,4,
It seems to me that,formal_low_emotion,accordingly,17159,-9.591421127319336,1.9073486328125e-06,1.3436320117574092e-05,-1.811981201171875e-05,1.9073486328125e-05,3.719329833984375e-05,1.9073486328125e-05,1.0967254638671875e-05,-3.719329833984375e-05,4,
The situation is,formal_high_emotion,appalling,573,-0.3455497622489929,2.637505531311035e-06,1.3169954466380437e-05,-1.4126300811767578e-05,2.276897430419922e-05,3.68952751159668e-05,2.276897430419922e-05,9.700655937194824e-06,-3.68952751159668e-05,4,
I think that,formal_high_emotion,triumphant,15511,-4.358185768127441,-4.76837158203125e-06,1.2953832347112774e-05,-2.574920654296875e-05,9.5367431640625e-06,3.528594970703125e-05,2.574920654296875e-05,9.5367431640625e-06,3.528594970703125e-05,4,
I think that,casual_low_emotion,whatever,5193,-1.578244686126709,1.519918441772461e-06,1.2254626544214078e-05,-1.6808509826660156e-05,1.71661376953125e-05,3.3974647521972656e-05,1.71661376953125e-05,9.924173355102539e-06,-3.3974647521972656e-05,4,
It seems to me that,casual_high_emotion,literally,8642,-6.132267951965332,2.86102294921875e-06,1.1930461886593632e-05,-1.33514404296875e-05,2.002716064453125e-05,3.337860107421875e-05,2.002716064453125e-05,9.5367431640625e-06,-3.337860107421875e-05,4,
The situation is,casual_high_emotion,totally,7110,1.113581657409668,2.8014183044433594e-06,1.1890342335183875e-05,-1.3828277587890625e-05,1.9311904907226562e-05,3.314018249511719e-05,1.9311904907226562e-05,9.715557098388672e-06,-3.314018249511719e-05,4,
It seems to me that,formal_high_emotion,devastated,27668,-11.011892318725586,-7.152557373046875e-06,1.2240884449952541e-05,-2.6702880859375e-05,5.7220458984375e-06,3.24249267578125e-05,2.6702880859375e-05,1.0013580322265625e-05,3.24249267578125e-05,4,
I think that,formal_low_emotion,perhaps,4153,0.2058122158050537,2.3692846298217773e-06,1.1566401878835373e-05,-1.3828277587890625e-05,1.8537044525146484e-05,3.236532211303711e-05,1.8537044525146484e-05,9.28342342376709e-06,-3.236532211303711e-05,4,
The situation is,casual_low_emotion,guess,5310,-2.4486775398254395,-1.3709068298339844e-06,1.1201075107633181e-05,-1.8835067749023438e-05,1.239776611328125e-05,3.123283386230469e-05,1.8835067749023438e-05,8.046627044677734e-06,-3.123283386230469e-05,4,
The situation is,formal_high_emotion,devastated,27668,-3.724219799041748,3.635883331298828e-06,1.0156428588040806e-05,-8.106231689453125e-06,1.9788742065429688e-05,2.7894973754882812e-05,1.9788742065429688e-05,7.68899917602539e-06,-2.7894973754882812e-05,4,
It seems to me that,casual_low_emotion,whatever,5193,-1.9221572875976562,4.738569259643555e-06,1.0038517585816967e-05,-7.033348083496094e-06,2.0265579223632812e-05,2.7298927307128906e-05,2.0265579223632812e-05,8.255243301391602e-06,-2.7298927307128906e-05,4,
The situation is,formal_high_emotion,triumphant,15511,-6.298599720001221,-5.960464477539062e-07,9.005628676536571e-06,-1.430511474609375e-05,1.0967254638671875e-05,2.5272369384765625e-05,1.430511474609375e-05,6.556510925292969e-06,2.5272369384765625e-05,4,
The best approach would be,formal_low_emotion,perhaps,4153,-2.6340599060058594,1.4901161193847656e-06,8.500508426742684e-06,-1.049041748046875e-05,1.33514404296875e-05,2.384185791015625e-05,1.33514404296875e-05,6.735324859619141e-06,-2.384185791015625e-05,4,
It seems to me that,formal_low_emotion,furthermore,2134,-5.53042459487915,4.0531158447265625e-06,8.782739856907779e-06,-7.152557373046875e-06,1.6689300537109375e-05,2.384185791015625e-05,1.6689300537109375e-05,7.62939453125e-06,-2.384185791015625e-05,4,
It seems to me that,casual_high_emotion,seriously,7580,-7.758991241455078,-3.4570693969726562e-06,8.87849148815414e-06,-1.811981201171875e-05,5.7220458984375e-06,2.384185791015625e-05,1.811981201171875e-05,6.318092346191406e-06,2.384185791015625e-05,4,
I think that,casual_low_emotion,anyway,8668,-1.9663965702056885,-2.9206275939941406e-06,8.520545993437758e-06,-1.5974044799804688e-05,7.62939453125e-06,2.3603439331054688e-05,1.5974044799804688e-05,6.735324859619141e-06,2.3603439331054688e-05,4,
It seems to me that,casual_low_emotion,anyway,8668,-3.6882853507995605,-2.2649765014648438e-06,8.377792754561472e-06,-1.430511474609375e-05,9.059906005859375e-06,2.3365020751953125e-05,1.430511474609375e-05,6.794929504394531e-06,2.3365020751953125e-05,4,
It seems to me that,casual_high_emotion,OMG,21978,-5.621413230895996,2.0265579223632812e-06,8.234074802078783e-06,-9.5367431640625e-06,1.33514404296875e-05,2.288818359375e-05,1.33514404296875e-05,6.794929504394531e-06,-2.288818359375e-05,4,
The situation is,casual_high_emotion,honestly,14483,-1.8231734037399292,7.748603820800781e-07,8.063387193712575e-06,-1.0251998901367188e-05,1.2516975402832031e-05,2.276897430419922e-05,1.2516975402832031e-05,5.900859832763672e-06,2.276897430419922e-05,4,
The situation is,casual_high_emotion,OMG,21978,-1.6249549388885498,1.4007091522216797e-06,7.921982009421074e-06,-8.225440979003906e-06,1.3828277587890625e-05,2.205371856689453e-05,1.3828277587890625e-05,5.513429641723633e-06,-2.205371856689453e-05,4,
I think that,formal_low_emotion,may,754,-2.8037004470825195,-2.2649765014648438e-06,7.879544672804231e-06,-1.3589859008789062e-05,8.344650268554688e-06,2.193450927734375e-05,1.3589859008789062e-05,6.4373016357421875e-06,2.193450927734375e-05,4,
The situation is,casual_low_emotion,stuff,4269,-6.041114807128906,2.384185791015625e-07,7.580811069290469e-06,-1.1444091796875e-05,9.5367431640625e-06,2.09808349609375e-05,1.1444091796875e-05,5.9604644775390625e-06,-2.09808349609375e-05,4,
The situation is,casual_high_emotion,incredibly,9301,1.3703346252441406,-1.7881393432617188e-06,7.497401938403831e-06,-1.1801719665527344e-05,8.940696716308594e-06,2.0742416381835938e-05,1.1801719665527344e-05,6.258487701416016e-06,2.0742416381835938e-05,4,
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896245956420898,-1.430511474609375e-06,7.152557373046875e-06,-1.239776611328125e-05,7.62939453125e-06,2.002716064453125e-05,1.239776611328125e-05,5.245208740234375e-06,2.002716064453125e-05,4,
It seems to me that,casual_high_emotion,incredibly,9301,-6.716452598571777,3.6954879760742188e-06,5.997305501988061e-06,-2.384185791015625e-06,1.33514404296875e-05,1.5735626220703125e-05,1.33514404296875e-05,4.887580871582031e-06,-1.5735626220703125e-05,4,
It seems to me that,casual_low_emotion,stuff,4269,-6.969966888427734,4.410743713378906e-06,6.119281181197452e-06,-1.9073486328125e-06,1.3828277587890625e-05,1.5735626220703125e-05,1.3828277587890625e-05,5.364418029785156e-06,-1.5735626220703125e-05,4,
I think that,casual_high_emotion,literally,8642,-3.7345478534698486,4.76837158203125e-07,5.689668447390425e-06,-8.344650268554688e-06,7.152557373046875e-06,1.5497207641601562e-05,8.344650268554688e-06,4.649162292480469e-06,-1.5497207641601562e-05,4,
The best approach would be,casual_high_emotion,honestly,14483,-3.365665912628174,-2.1457672119140625e-06,5.634452008293378e-06,-1.0967254638671875e-05,4.5299530029296875e-06,1.5497207641601562e-05,1.0967254638671875e-05,4.410743713378906e-06,1.5497207641601562e-05,4,
The situation is,formal_high_emotion,magnificent,16773,-6.091681957244873,9.5367431640625e-07,5.4472254079799e-06,-4.291534423828125e-06,1.0013580322265625e-05,1.430511474609375e-05,1.0013580322265625e-05,4.0531158447265625e-06,1.430511474609375e-05,4,
The best approach would be,casual_low_emotion,guess,5310,-8.073022842407227,7.152557373046875e-07,5.107947656066072e-06,-6.67572021484375e-06,7.62939453125e-06,1.430511474609375e-05,7.62939453125e-06,4.0531158447265625e-06,-1.430511474609375e-05,4,
It seems to me that,formal_high_emotion,magnificent,16773,-9.347652435302734,2.384185791015625e-07,5.152269073718622e-06,-7.62939453125e-06,6.67572021484375e-06,1.430511474609375e-05,7.62939453125e-06,4.0531158447265625e-06,-1.430511474609375e-05,4,
The situation is,formal_high_emotion,overwhelming,11734,0.3397325277328491,1.1920928955078125e-06,5.285524005550229e-06,-4.351139068603516e-06,9.894371032714844e-06,1.424551010131836e-05,9.894371032714844e-06,3.7550926208496094e-06,-1.424551010131836e-05,4,
I think that,casual_low_emotion,stuff,4269,-4.813152313232422,1.1920928955078125e-06,4.833492024591754e-06,-5.7220458984375e-06,7.62939453125e-06,1.33514404296875e-05,7.62939453125e-06,4.0531158447265625e-06,-1.33514404296875e-05,4,
The best approach would be,casual_high_emotion,incredibly,9301,-8.792519569396973,7.152557373046875e-07,4.880306599249535e-06,-6.67572021484375e-06,6.67572021484375e-06,1.33514404296875e-05,6.67572021484375e-06,4.0531158447265625e-06,1.33514404296875e-05,4,
It seems to me that,formal_low_emotion,consequently,23995,-7.577548027038574,2.384185791015625e-06,4.9209040261626945e-06,-4.291534423828125e-06,8.58306884765625e-06,1.2874603271484375e-05,8.58306884765625e-06,4.5299530029296875e-06,-1.2874603271484375e-05,4,
The best approach would be,casual_low_emotion,whatever,5193,-3.5527169704437256,1.7881393432617188e-07,4.5623841841839814e-06,-5.9604644775390625e-06,6.9141387939453125e-06,1.2874603271484375e-05,6.9141387939453125e-06,3.2782554626464844e-06,-1.2874603271484375e-05,4,
It seems to me that,casual_low_emotion,kinda,21775,-6.989842414855957,2.384185791015625e-07,4.579871347498547e-06,-5.7220458984375e-06,7.152557373046875e-06,1.2874603271484375e-05,7.152557373046875e-06,3.337860107421875e-06,-1.2874603271484375e-05,4,
I think that,casual_high_emotion,seriously,7580,-5.117851734161377,2.2649765014648438e-06,4.269956276076392e-06,-2.384185791015625e-06,9.059906005859375e-06,1.1444091796875e-05,9.059906005859375e-06,3.4570693969726562e-06,-1.1444091796875e-05,4,
I think that,formal_low_emotion,moreover,541,-2.8419508934020996,5.364418029785156e-07,4.286150071226787e-06,-6.198883056640625e-06,5.0067901611328125e-06,1.1205673217773438e-05,6.198883056640625e-06,3.635883331298828e-06,-1.1205673217773438e-05,4,
I think that,formal_high_emotion,overwhelming,11734,-5.379208087921143,-2.5033950805664062e-06,4.2298305032754356e-06,-9.5367431640625e-06,1.430511474609375e-06,1.0967254638671875e-05,9.5367431640625e-06,3.2186508178710938e-06,1.0967254638671875e-05,4,
