prompt,clamp_value,word_category,word,token_id,logit_value,baseline_logit,logit_difference,baseline_type,formality,emotion
I think that,-4.0,casual_low_emotion,okay,10989,-4.08894681930542,-4.08888053894043,-6.628036499023438e-05,pipeline,casual,low
I think that,-4.0,casual_low_emotion,kinda,21775,-3.7865335941314697,-3.7865092754364014,-2.4318695068359375e-05,pipeline,casual,low
I think that,-4.0,casual_low_emotion,basically,8087,-4.468191623687744,-4.468190670013428,-9.5367431640625e-07,pipeline,casual,low
I think that,-4.0,casual_low_emotion,anyway,8668,-1.9664125442504883,-1.9663965702056885,-1.5974044799804688e-05,pipeline,casual,low
I think that,-4.0,casual_low_emotion,whatever,5193,-1.5782275199890137,-1.578244686126709,1.71661376953125e-05,pipeline,casual,low
I think that,-4.0,casual_low_emotion,guess,5310,-7.473895072937012,-7.473904132843018,9.059906005859375e-06,pipeline,casual,low
I think that,-4.0,casual_low_emotion,stuff,4269,-4.813144683837891,-4.813152313232422,7.62939453125e-06,pipeline,casual,low
I think that,-4.0,casual_high_emotion,OMG,21978,-4.025224685668945,-4.02517032623291,-5.435943603515625e-05,pipeline,casual,high
I think that,-4.0,casual_high_emotion,totally,7110,-5.099564552307129,-5.0995025634765625,-6.198883056640625e-05,pipeline,casual,high
I think that,-4.0,casual_high_emotion,literally,8642,-3.7345407009124756,-3.7345478534698486,7.152557373046875e-06,pipeline,casual,high
I think that,-4.0,casual_high_emotion,seriously,7580,-5.117842674255371,-5.117851734161377,9.059906005859375e-06,pipeline,casual,high
I think that,-4.0,casual_high_emotion,honestly,14483,-2.79319429397583,-2.7931108474731445,-8.344650268554688e-05,pipeline,casual,high
I think that,-4.0,casual_high_emotion,really,1196,-1.337725281715393,-1.337662696838379,-6.258487701416016e-05,pipeline,casual,high
I think that,-4.0,casual_high_emotion,absolutely,6270,-4.670612812042236,-4.670577526092529,-3.528594970703125e-05,pipeline,casual,high
I think that,-4.0,casual_high_emotion,incredibly,9301,-5.105260848999023,-5.105256080627441,-4.76837158203125e-06,pipeline,casual,high
I think that,0.0,formal_low_emotion,perhaps,4153,0.20581698417663574,0.2058122158050537,4.76837158203125e-06,pipeline,formal,low
I think that,0.0,formal_low_emotion,may,754,-2.803704261779785,-2.8037004470825195,-3.814697265625e-06,pipeline,formal,low
I think that,0.0,formal_low_emotion,however,2480,-3.9155259132385254,-3.915515661239624,-1.0251998901367188e-05,pipeline,formal,low
I think that,0.0,formal_low_emotion,therefore,4320,-4.266688346862793,-4.266677379608154,-1.0967254638671875e-05,pipeline,formal,low
I think that,0.0,formal_low_emotion,consequently,23995,-5.017660140991211,-5.0176591873168945,-9.5367431640625e-07,pipeline,formal,low
I think that,0.0,formal_low_emotion,moreover,541,-2.841947555541992,-2.8419508934020996,3.337860107421875e-06,pipeline,formal,low
I think that,0.0,formal_low_emotion,accordingly,17159,-7.259649276733398,-7.259634017944336,-1.52587890625e-05,pipeline,formal,low
I think that,0.0,formal_low_emotion,furthermore,2134,-3.0227465629577637,-3.0227437019348145,-2.86102294921875e-06,pipeline,formal,low
I think that,0.0,formal_high_emotion,profoundly,29160,-7.630084991455078,-7.630092144012451,7.152557373046875e-06,pipeline,formal,high
I think that,0.0,formal_high_emotion,devastated,27668,-8.464824676513672,-8.46481704711914,-7.62939453125e-06,pipeline,formal,high
I think that,0.0,formal_high_emotion,magnificent,16773,-6.454342365264893,-6.454354286193848,1.1920928955078125e-05,pipeline,formal,high
I think that,0.0,formal_high_emotion,appalling,573,-4.783780097961426,-4.783796787261963,1.6689300537109375e-05,pipeline,formal,high
I think that,0.0,formal_high_emotion,extraordinary,10035,-4.591495990753174,-4.591492176055908,-3.814697265625e-06,pipeline,formal,high
I think that,0.0,formal_high_emotion,overwhelming,11734,-5.379209995269775,-5.379208087921143,-1.9073486328125e-06,pipeline,formal,high
I think that,0.0,formal_high_emotion,catastrophic,24769,-7.234720706939697,-7.234724044799805,3.337860107421875e-06,pipeline,formal,high
I think that,0.0,formal_high_emotion,triumphant,15511,-4.358188629150391,-4.358185768127441,-2.86102294921875e-06,pipeline,formal,high
I think that,0.0,casual_low_emotion,yeah,12191,-5.221887111663818,-5.221872329711914,-1.4781951904296875e-05,pipeline,casual,low
I think that,0.0,casual_low_emotion,okay,10989,-4.088890075683594,-4.08888053894043,-9.5367431640625e-06,pipeline,casual,low
I think that,0.0,casual_low_emotion,kinda,21775,-3.7865145206451416,-3.7865092754364014,-5.245208740234375e-06,pipeline,casual,low
I think that,0.0,casual_low_emotion,basically,8087,-4.468190670013428,-4.468190670013428,0.0,pipeline,casual,low
I think that,0.0,casual_low_emotion,anyway,8668,-1.966399908065796,-1.9663965702056885,-3.337860107421875e-06,pipeline,casual,low
I think that,0.0,casual_low_emotion,whatever,5193,-1.5782389640808105,-1.578244686126709,5.7220458984375e-06,pipeline,casual,low
I think that,0.0,casual_low_emotion,guess,5310,-7.473899841308594,-7.473904132843018,4.291534423828125e-06,pipeline,casual,low
I think that,0.0,casual_low_emotion,stuff,4269,-4.813149452209473,-4.813152313232422,2.86102294921875e-06,pipeline,casual,low
I think that,0.0,casual_high_emotion,OMG,21978,-4.025179862976074,-4.02517032623291,-9.5367431640625e-06,pipeline,casual,high
I think that,0.0,casual_high_emotion,totally,7110,-5.099513053894043,-5.0995025634765625,-1.049041748046875e-05,pipeline,casual,high
I think that,0.0,casual_high_emotion,literally,8642,-3.7345447540283203,-3.7345478534698486,3.0994415283203125e-06,pipeline,casual,high
I think that,0.0,casual_high_emotion,seriously,7580,-5.117849349975586,-5.117851734161377,2.384185791015625e-06,pipeline,casual,high
I think that,0.0,casual_high_emotion,honestly,14483,-2.7931244373321533,-2.7931108474731445,-1.3589859008789062e-05,pipeline,casual,high
I think that,0.0,casual_high_emotion,really,1196,-1.3376768827438354,-1.337662696838379,-1.4185905456542969e-05,pipeline,casual,high
I think that,0.0,casual_high_emotion,absolutely,6270,-4.670586109161377,-4.670577526092529,-8.58306884765625e-06,pipeline,casual,high
I think that,0.0,casual_high_emotion,incredibly,9301,-5.105257987976074,-5.105256080627441,-1.9073486328125e-06,pipeline,casual,high
I think that,1.0,formal_low_emotion,perhaps,4153,0.2058122158050537,0.2058122158050537,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,may,754,-2.8037004470825195,-2.8037004470825195,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,however,2480,-3.915515661239624,-3.915515661239624,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,therefore,4320,-4.266677379608154,-4.266677379608154,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,consequently,23995,-5.0176591873168945,-5.0176591873168945,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,moreover,541,-2.8419508934020996,-2.8419508934020996,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,accordingly,17159,-7.259634017944336,-7.259634017944336,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,furthermore,2134,-3.0227437019348145,-3.0227437019348145,0.0,pipeline,formal,low
I think that,1.0,formal_high_emotion,profoundly,29160,-7.630092144012451,-7.630092144012451,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,devastated,27668,-8.46481704711914,-8.46481704711914,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,magnificent,16773,-6.454354286193848,-6.454354286193848,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,appalling,573,-4.783796787261963,-4.783796787261963,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,extraordinary,10035,-4.591492176055908,-4.591492176055908,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,overwhelming,11734,-5.379208087921143,-5.379208087921143,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,catastrophic,24769,-7.234724044799805,-7.234724044799805,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,triumphant,15511,-4.358185768127441,-4.358185768127441,0.0,pipeline,formal,high
I think that,1.0,casual_low_emotion,yeah,12191,-5.221872329711914,-5.221872329711914,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,okay,10989,-4.08888053894043,-4.08888053894043,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,kinda,21775,-3.7865092754364014,-3.7865092754364014,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,basically,8087,-4.468190670013428,-4.468190670013428,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,anyway,8668,-1.9663965702056885,-1.9663965702056885,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,whatever,5193,-1.578244686126709,-1.578244686126709,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,guess,5310,-7.473904132843018,-7.473904132843018,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,stuff,4269,-4.813152313232422,-4.813152313232422,0.0,pipeline,casual,low
I think that,1.0,casual_high_emotion,OMG,21978,-4.02517032623291,-4.02517032623291,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,totally,7110,-5.0995025634765625,-5.0995025634765625,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,literally,8642,-3.7345478534698486,-3.7345478534698486,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,seriously,7580,-5.117851734161377,-5.117851734161377,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,honestly,14483,-2.7931108474731445,-2.7931108474731445,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,really,1196,-1.337662696838379,-1.337662696838379,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,absolutely,6270,-4.670577526092529,-4.670577526092529,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,incredibly,9301,-5.105256080627441,-5.105256080627441,0.0,pipeline,casual,high
I think that,4.0,formal_low_emotion,perhaps,4153,0.20579838752746582,0.2058122158050537,-1.3828277587890625e-05,pipeline,formal,low
I think that,4.0,formal_low_emotion,may,754,-2.803692102432251,-2.8037004470825195,8.344650268554688e-06,pipeline,formal,low
I think that,4.0,formal_low_emotion,however,2480,-3.915493965148926,-3.915515661239624,2.1696090698242188e-05,pipeline,formal,low
I think that,4.0,formal_low_emotion,therefore,4320,-4.266658306121826,-4.266677379608154,1.9073486328125e-05,pipeline,formal,low
I think that,4.0,formal_low_emotion,consequently,23995,-5.017658233642578,-5.0176591873168945,9.5367431640625e-07,pipeline,formal,low
I think that,4.0,formal_low_emotion,moreover,541,-2.8419570922851562,-2.8419508934020996,-6.198883056640625e-06,pipeline,formal,low
I think that,4.0,formal_low_emotion,accordingly,17159,-7.2596049308776855,-7.259634017944336,2.9087066650390625e-05,pipeline,formal,low
I think that,4.0,formal_low_emotion,furthermore,2134,-3.022745132446289,-3.0227437019348145,-1.430511474609375e-06,pipeline,formal,low
I think that,4.0,formal_high_emotion,profoundly,29160,-7.630109786987305,-7.630092144012451,-1.7642974853515625e-05,pipeline,formal,high
I think that,4.0,formal_high_emotion,devastated,27668,-8.46479606628418,-8.46481704711914,2.09808349609375e-05,pipeline,formal,high
I think that,4.0,formal_high_emotion,magnificent,16773,-6.4543681144714355,-6.454354286193848,-1.3828277587890625e-05,pipeline,formal,high
I think that,4.0,formal_high_emotion,appalling,573,-4.783843994140625,-4.783796787261963,-4.7206878662109375e-05,pipeline,formal,high
I think that,4.0,formal_high_emotion,extraordinary,10035,-4.591472148895264,-4.591492176055908,2.002716064453125e-05,pipeline,formal,high
I think that,4.0,formal_high_emotion,overwhelming,11734,-5.379206657409668,-5.379208087921143,1.430511474609375e-06,pipeline,formal,high
I think that,4.0,formal_high_emotion,catastrophic,24769,-7.234726428985596,-7.234724044799805,-2.384185791015625e-06,pipeline,formal,high
I think that,4.0,formal_high_emotion,triumphant,15511,-4.358176231384277,-4.358185768127441,9.5367431640625e-06,pipeline,formal,high
I think that,4.0,casual_low_emotion,yeah,12191,-5.221829414367676,-5.221872329711914,4.291534423828125e-05,pipeline,casual,low
I think that,4.0,casual_low_emotion,okay,10989,-4.088841438293457,-4.08888053894043,3.910064697265625e-05,pipeline,casual,low
I think that,4.0,casual_low_emotion,kinda,21775,-3.786494731903076,-3.7865092754364014,1.4543533325195312e-05,pipeline,casual,low
I think that,4.0,casual_low_emotion,basically,8087,-4.468191146850586,-4.468190670013428,-4.76837158203125e-07,pipeline,casual,low
I think that,4.0,casual_low_emotion,anyway,8668,-1.9663889408111572,-1.9663965702056885,7.62939453125e-06,pipeline,casual,low
I think that,4.0,casual_low_emotion,whatever,5193,-1.5782614946365356,-1.578244686126709,-1.6808509826660156e-05,pipeline,casual,low
I think that,4.0,casual_low_emotion,guess,5310,-7.473904609680176,-7.473904132843018,-4.76837158203125e-07,pipeline,casual,low
I think that,4.0,casual_low_emotion,stuff,4269,-4.81315803527832,-4.813152313232422,-5.7220458984375e-06,pipeline,casual,low
I think that,4.0,casual_high_emotion,OMG,21978,-4.025145530700684,-4.02517032623291,2.47955322265625e-05,pipeline,casual,high
I think that,4.0,casual_high_emotion,totally,7110,-5.099461555480957,-5.0995025634765625,4.100799560546875e-05,pipeline,casual,high
I think that,4.0,casual_high_emotion,literally,8642,-3.734556198120117,-3.7345478534698486,-8.344650268554688e-06,pipeline,casual,high
I think that,4.0,casual_high_emotion,seriously,7580,-5.117854118347168,-5.117851734161377,-2.384185791015625e-06,pipeline,casual,high
I think that,4.0,casual_high_emotion,honestly,14483,-2.7930610179901123,-2.7931108474731445,4.982948303222656e-05,pipeline,casual,high
I think that,4.0,casual_high_emotion,really,1196,-1.337627649307251,-1.337662696838379,3.504753112792969e-05,pipeline,casual,high
I think that,4.0,casual_high_emotion,absolutely,6270,-4.670561790466309,-4.670577526092529,1.5735626220703125e-05,pipeline,casual,high
I think that,4.0,casual_high_emotion,incredibly,9301,-5.105257034301758,-5.105256080627441,-9.5367431640625e-07,pipeline,casual,high
The situation is,-4.0,formal_low_emotion,perhaps,4153,0.45955586433410645,0.45963501930236816,-7.915496826171875e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,may,754,0.13978677988052368,0.1397370994091034,4.9680471420288086e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,however,2480,0.18498879671096802,0.18501636385917664,-2.7567148208618164e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,therefore,4320,-1.0305325984954834,-1.0305018424987793,-3.075599670410156e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,consequently,23995,-3.9954819679260254,-3.9954416751861572,-4.029273986816406e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,moreover,541,2.6562869548797607,2.6562626361846924,2.4318695068359375e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,accordingly,17159,-5.581990718841553,-5.582033157348633,4.2438507080078125e-05,pipeline,formal,low
The situation is,-4.0,formal_low_emotion,furthermore,2134,4.211328029632568,4.211295127868652,3.2901763916015625e-05,pipeline,formal,low
The situation is,-4.0,formal_high_emotion,profoundly,29160,-4.748542785644531,-4.748511791229248,-3.0994415283203125e-05,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,devastated,27668,-3.7242000102996826,-3.724219799041748,1.9788742065429688e-05,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,magnificent,16773,-6.091686248779297,-6.091681957244873,-4.291534423828125e-06,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,appalling,573,-0.3455269932746887,-0.3455497622489929,2.276897430419922e-05,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,extraordinary,10035,-0.2891702651977539,-0.2890723943710327,-9.78708267211914e-05,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,overwhelming,11734,0.33974242210388184,0.3397325277328491,9.894371032714844e-06,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,catastrophic,24769,-1.111108422279358,-1.111100673675537,-7.748603820800781e-06,pipeline,formal,high
The situation is,-4.0,formal_high_emotion,triumphant,15511,-6.298614025115967,-6.298599720001221,-1.430511474609375e-05,pipeline,formal,high
The situation is,-4.0,casual_low_emotion,yeah,12191,-5.9497785568237305,-5.949758529663086,-2.002716064453125e-05,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,okay,10989,-0.13979807496070862,-0.139857679605484,5.9604644775390625e-05,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,kinda,21775,-1.6276700496673584,-1.6276700496673584,0.0,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,basically,8087,-1.2644684314727783,-1.2645151615142822,4.673004150390625e-05,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,anyway,8668,-2.030026912689209,-2.0300707817077637,4.38690185546875e-05,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,whatever,5193,-7.154353618621826,-7.154359340667725,5.7220458984375e-06,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,guess,5310,-2.448665142059326,-2.4486775398254395,1.239776611328125e-05,pipeline,casual,low
The situation is,-4.0,casual_low_emotion,stuff,4269,-6.041105270385742,-6.041114807128906,9.5367431640625e-06,pipeline,casual,low
The situation is,-4.0,casual_high_emotion,OMG,21978,-1.624941110610962,-1.6249549388885498,1.3828277587890625e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,totally,7110,1.1136009693145752,1.113581657409668,1.9311904907226562e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,literally,8642,0.3298126459121704,0.32985711097717285,-4.4465065002441406e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,seriously,7580,0.14961934089660645,0.1495804488658905,3.889203071594238e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,honestly,14483,-1.8231836557388306,-1.8231734037399292,-1.0251998901367188e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,really,1196,3.9268596172332764,3.9268295764923096,3.0040740966796875e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,absolutely,6270,0.9093167185783386,0.9093612432479858,-4.45246696472168e-05,pipeline,casual,high
The situation is,-4.0,casual_high_emotion,incredibly,9301,1.370322823524475,1.3703346252441406,-1.1801719665527344e-05,pipeline,casual,high
The situation is,0.0,formal_low_emotion,perhaps,4153,0.45961910486221313,0.45963501930236816,-1.5914440155029297e-05,pipeline,formal,low
The situation is,0.0,formal_low_emotion,may,754,0.13974523544311523,0.1397370994091034,8.13603401184082e-06,pipeline,formal,low
The situation is,0.0,formal_low_emotion,however,2480,0.18501001596450806,0.18501636385917664,-6.3478946685791016e-06,pipeline,formal,low
The situation is,0.0,formal_low_emotion,therefore,4320,-1.030513048171997,-1.0305018424987793,-1.1205673217773438e-05,pipeline,formal,low
The situation is,0.0,formal_low_emotion,consequently,23995,-3.995452880859375,-3.9954416751861572,-1.1205673217773438e-05,pipeline,formal,low
The situation is,0.0,formal_low_emotion,moreover,541,2.656266212463379,2.6562626361846924,3.5762786865234375e-06,pipeline,formal,low
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.582028388977051,-5.582033157348633,4.76837158203125e-06,pipeline,formal,low
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211300849914551,4.211295127868652,5.7220458984375e-06,pipeline,formal,low
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.748517036437988,-4.748511791229248,-5.245208740234375e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,devastated,27668,-3.724216938018799,-3.724219799041748,2.86102294921875e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091683864593506,-6.091681957244873,-1.9073486328125e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,appalling,573,-0.3455478549003601,-0.3455497622489929,1.9073486328125e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.28909599781036377,-0.2890723943710327,-2.3603439331054688e-05,pipeline,formal,high
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.33973175287246704,0.3397325277328491,-7.748603820800781e-07,pipeline,formal,high
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.1111035346984863,-1.111100673675537,-2.86102294921875e-06,pipeline,formal,high
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298598766326904,-6.298599720001221,9.5367431640625e-07,pipeline,formal,high
The situation is,0.0,casual_low_emotion,yeah,12191,-5.9497575759887695,-5.949758529663086,9.5367431640625e-07,pipeline,casual,low
The situation is,0.0,casual_low_emotion,okay,10989,-0.13984417915344238,-0.139857679605484,1.3500452041625977e-05,pipeline,casual,low
The situation is,0.0,casual_low_emotion,kinda,21775,-1.6276705265045166,-1.6276700496673584,-4.76837158203125e-07,pipeline,casual,low
The situation is,0.0,casual_low_emotion,basically,8087,-1.2645034790039062,-1.2645151615142822,1.1682510375976562e-05,pipeline,casual,low
The situation is,0.0,casual_low_emotion,anyway,8668,-2.0300605297088623,-2.0300707817077637,1.0251998901367188e-05,pipeline,casual,low
The situation is,0.0,casual_low_emotion,whatever,5193,-7.154358863830566,-7.154359340667725,4.76837158203125e-07,pipeline,casual,low
The situation is,0.0,casual_low_emotion,guess,5310,-2.448676586151123,-2.4486775398254395,9.5367431640625e-07,pipeline,casual,low
The situation is,0.0,casual_low_emotion,stuff,4269,-6.041111946105957,-6.041114807128906,2.86102294921875e-06,pipeline,casual,low
The situation is,0.0,casual_high_emotion,OMG,21978,-1.6249549388885498,-1.6249549388885498,0.0,pipeline,casual,high
The situation is,0.0,casual_high_emotion,totally,7110,1.1135873794555664,1.113581657409668,5.7220458984375e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,literally,8642,0.3298468589782715,0.32985711097717285,-1.0251998901367188e-05,pipeline,casual,high
The situation is,0.0,casual_high_emotion,seriously,7580,0.14958903193473816,0.1495804488658905,8.58306884765625e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8231725692749023,-1.8231734037399292,8.344650268554688e-07,pipeline,casual,high
The situation is,0.0,casual_high_emotion,really,1196,3.9268345832824707,3.9268295764923096,5.0067901611328125e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9093535542488098,0.9093612432479858,-7.68899917602539e-06,pipeline,casual,high
The situation is,0.0,casual_high_emotion,incredibly,9301,1.3703303337097168,1.3703346252441406,-4.291534423828125e-06,pipeline,casual,high
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,0.45963501930236816,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,may,754,0.1397370994091034,0.1397370994091034,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,however,2480,0.18501636385917664,0.18501636385917664,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,therefore,4320,-1.0305018424987793,-1.0305018424987793,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,consequently,23995,-3.9954416751861572,-3.9954416751861572,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,moreover,541,2.6562626361846924,2.6562626361846924,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,accordingly,17159,-5.582033157348633,-5.582033157348633,0.0,pipeline,formal,low
The situation is,1.0,formal_low_emotion,furthermore,2134,4.211295127868652,4.211295127868652,0.0,pipeline,formal,low
The situation is,1.0,formal_high_emotion,profoundly,29160,-4.748511791229248,-4.748511791229248,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,devastated,27668,-3.724219799041748,-3.724219799041748,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,magnificent,16773,-6.091681957244873,-6.091681957244873,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,appalling,573,-0.3455497622489929,-0.3455497622489929,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,-0.2890723943710327,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,0.3397325277328491,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,-1.111100673675537,0.0,pipeline,formal,high
The situation is,1.0,formal_high_emotion,triumphant,15511,-6.298599720001221,-6.298599720001221,0.0,pipeline,formal,high
The situation is,1.0,casual_low_emotion,yeah,12191,-5.949758529663086,-5.949758529663086,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,okay,10989,-0.139857679605484,-0.139857679605484,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,kinda,21775,-1.6276700496673584,-1.6276700496673584,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,basically,8087,-1.2645151615142822,-1.2645151615142822,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,anyway,8668,-2.0300707817077637,-2.0300707817077637,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,whatever,5193,-7.154359340667725,-7.154359340667725,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,guess,5310,-2.4486775398254395,-2.4486775398254395,0.0,pipeline,casual,low
The situation is,1.0,casual_low_emotion,stuff,4269,-6.041114807128906,-6.041114807128906,0.0,pipeline,casual,low
The situation is,1.0,casual_high_emotion,OMG,21978,-1.6249549388885498,-1.6249549388885498,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,totally,7110,1.113581657409668,1.113581657409668,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,literally,8642,0.32985711097717285,0.32985711097717285,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,seriously,7580,0.1495804488658905,0.1495804488658905,0.0,pipeline,casual,high
The situation is,1.0,casual_high_emotion,honestly,14483,-1.8231734037399292,-1.8231734037399292,0.0,pipeline,casual,high
