prompt,clamp_value,word_category,word,token_id,logit_value,target_features
The situation is,-4.0,casual_high_emotion,honestly,14483,-1.8234959840774536,[4022]
The situation is,-4.0,casual_high_emotion,really,1196,3.927086353302002,[4022]
The situation is,-4.0,casual_high_emotion,absolutely,6270,0.9086066484451294,[4022]
The situation is,-4.0,casual_high_emotion,incredibly,9301,1.3702404499053955,[4022]
The situation is,0.0,formal_low_emotion,perhaps,4153,0.4597998857498169,[4022]
The situation is,0.0,formal_low_emotion,may,754,0.13970288634300232,[4022]
The situation is,0.0,formal_low_emotion,however,2480,0.1851162612438202,[4022]
The situation is,0.0,formal_low_emotion,therefore,4320,-1.0303764343261719,[4022]
The situation is,0.0,formal_low_emotion,consequently,23995,-3.9955668449401855,[4022]
The situation is,0.0,formal_low_emotion,moreover,541,2.6563003063201904,[4022]
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.582001686096191,[4022]
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211339950561523,[4022]
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.7483062744140625,[4022]
The situation is,0.0,formal_high_emotion,devastated,27668,-3.72413969039917,[4022]
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091655731201172,[4022]
The situation is,0.0,formal_high_emotion,appalling,573,-0.34554344415664673,[4022]
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.2889162302017212,[4022]
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.33977416157722473,[4022]
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.1111443042755127,[4022]
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298432350158691,[4022]
The situation is,0.0,casual_low_emotion,yeah,12191,-5.949526309967041,[4022]
The situation is,0.0,casual_low_emotion,okay,10989,-0.1398002803325653,[4022]
The situation is,0.0,casual_low_emotion,kinda,21775,-1.6275463104248047,[4022]
The situation is,0.0,casual_low_emotion,basically,8087,-1.2644143104553223,[4022]
The situation is,0.0,casual_low_emotion,anyway,8668,-2.0300183296203613,[4022]
The situation is,0.0,casual_low_emotion,whatever,5193,-7.15418815612793,[4022]
The situation is,0.0,casual_low_emotion,guess,5310,-2.4485228061676025,[4022]
The situation is,0.0,casual_low_emotion,stuff,4269,-6.0412492752075195,[4022]
The situation is,0.0,casual_high_emotion,OMG,21978,-1.624908685684204,[4022]
The situation is,0.0,casual_high_emotion,totally,7110,1.1135566234588623,[4022]
The situation is,0.0,casual_high_emotion,literally,8642,0.3298225402832031,[4022]
The situation is,0.0,casual_high_emotion,seriously,7580,0.14962470531463623,[4022]
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8231744766235352,[4022]
The situation is,0.0,casual_high_emotion,really,1196,3.926908493041992,[4022]
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9092658758163452,[4022]
The situation is,0.0,casual_high_emotion,incredibly,9301,1.3703794479370117,[4022]
The situation is,4.0,formal_low_emotion,perhaps,4153,0.45902323722839355,[4022]
The situation is,4.0,formal_low_emotion,may,754,0.1398138701915741,[4022]
The situation is,4.0,formal_low_emotion,however,2480,0.18492627143859863,[4022]
The situation is,4.0,formal_low_emotion,therefore,4320,-1.030801773071289,[4022]
The situation is,4.0,formal_low_emotion,consequently,23995,-3.995096206665039,[4022]
The situation is,4.0,formal_low_emotion,moreover,541,2.656092882156372,[4022]
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.582170486450195,[4022]
The situation is,4.0,formal_low_emotion,furthermore,2134,4.210955619812012,[4022]
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.749241828918457,[4022]
The situation is,4.0,formal_high_emotion,devastated,27668,-3.724581241607666,[4022]
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.091700553894043,[4022]
The situation is,4.0,formal_high_emotion,appalling,573,-0.34559595584869385,[4022]
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.28950417041778564,[4022]
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.3395756781101227,[4022]
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.111151933670044,[4022]
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.298962116241455,[4022]
The situation is,4.0,casual_low_emotion,yeah,12191,-5.95052433013916,[4022]
The situation is,4.0,casual_low_emotion,okay,10989,-0.14005497097969055,[4022]
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6280794143676758,[4022]
The situation is,4.0,casual_low_emotion,basically,8087,-1.26487135887146,[4022]
The situation is,4.0,casual_low_emotion,anyway,8668,-2.030210256576538,[4022]
The situation is,4.0,casual_low_emotion,whatever,5193,-7.154703617095947,[4022]
The situation is,4.0,casual_low_emotion,guess,5310,-2.4490504264831543,[4022]
The situation is,4.0,casual_low_emotion,stuff,4269,-6.040852069854736,[4022]
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6252076625823975,[4022]
The situation is,4.0,casual_high_emotion,totally,7110,1.1135979890823364,[4022]
The situation is,4.0,casual_high_emotion,literally,8642,0.3298487663269043,[4022]
The situation is,4.0,casual_high_emotion,seriously,7580,0.14930632710456848,[4022]
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8232060670852661,[4022]
The situation is,4.0,casual_high_emotion,really,1196,3.9266233444213867,[4022]
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9095795154571533,[4022]
The situation is,4.0,casual_high_emotion,incredibly,9301,1.3702024221420288,[4022]
My opinion on this is,-4.0,formal_low_emotion,perhaps,4153,-0.6531841158866882,[4022]
My opinion on this is,-4.0,formal_low_emotion,may,754,-1.0666546821594238,[4022]
My opinion on this is,-4.0,formal_low_emotion,however,2480,0.27870696783065796,[4022]
My opinion on this is,-4.0,formal_low_emotion,therefore,4320,-1.4930329322814941,[4022]
My opinion on this is,-4.0,formal_low_emotion,consequently,23995,-5.661455154418945,[4022]
My opinion on this is,-4.0,formal_low_emotion,moreover,541,2.1856067180633545,[4022]
My opinion on this is,-4.0,formal_low_emotion,accordingly,17159,-5.065598011016846,[4022]
My opinion on this is,-4.0,formal_low_emotion,furthermore,2134,1.6179590225219727,[4022]
My opinion on this is,-4.0,formal_high_emotion,profoundly,29160,-3.584505558013916,[4022]
My opinion on this is,-4.0,formal_high_emotion,devastated,27668,-6.052796840667725,[4022]
My opinion on this is,-4.0,formal_high_emotion,magnificent,16773,-7.6362481117248535,[4022]
My opinion on this is,-4.0,formal_high_emotion,appalling,573,-2.158998727798462,[4022]
My opinion on this is,-4.0,formal_high_emotion,extraordinary,10035,-6.539307117462158,[4022]
My opinion on this is,-4.0,formal_high_emotion,overwhelming,11734,-2.5233051776885986,[4022]
My opinion on this is,-4.0,formal_high_emotion,catastrophic,24769,-8.416385650634766,[4022]
My opinion on this is,-4.0,formal_high_emotion,triumphant,15511,-7.07452392578125,[4022]
My opinion on this is,-4.0,casual_low_emotion,yeah,12191,-1.9913992881774902,[4022]
My opinion on this is,-4.0,casual_low_emotion,okay,10989,2.4683189392089844,[4022]
My opinion on this is,-4.0,casual_low_emotion,kinda,21775,2.3694822788238525,[4022]
My opinion on this is,-4.0,casual_low_emotion,basically,8087,3.0030128955841064,[4022]
My opinion on this is,-4.0,casual_low_emotion,anyway,8668,-0.7724165320396423,[4022]
My opinion on this is,-4.0,casual_low_emotion,whatever,5193,-0.5861914157867432,[4022]
My opinion on this is,-4.0,casual_low_emotion,guess,5310,-0.9405517578125,[4022]
My opinion on this is,-4.0,casual_low_emotion,stuff,4269,-4.391457557678223,[4022]
My opinion on this is,-4.0,casual_high_emotion,OMG,21978,-4.6862664222717285,[4022]
My opinion on this is,-4.0,casual_high_emotion,totally,7110,3.8444747924804688,[4022]
My opinion on this is,-4.0,casual_high_emotion,literally,8642,-1.328446388244629,[4022]
My opinion on this is,-4.0,casual_high_emotion,seriously,7580,-0.6702765226364136,[4022]
My opinion on this is,-4.0,casual_high_emotion,honestly,14483,1.4634300470352173,[4022]
My opinion on this is,-4.0,casual_high_emotion,really,1196,3.1146538257598877,[4022]
My opinion on this is,-4.0,casual_high_emotion,absolutely,6270,-0.4795617461204529,[4022]
My opinion on this is,-4.0,casual_high_emotion,incredibly,9301,-2.042159080505371,[4022]
My opinion on this is,0.0,formal_low_emotion,perhaps,4153,-0.6530856490135193,[4022]
My opinion on this is,0.0,formal_low_emotion,may,754,-1.0665391683578491,[4022]
My opinion on this is,0.0,formal_low_emotion,however,2480,0.2788810729980469,[4022]
My opinion on this is,0.0,formal_low_emotion,therefore,4320,-1.4931490421295166,[4022]
My opinion on this is,0.0,formal_low_emotion,consequently,23995,-5.661430358886719,[4022]
My opinion on this is,0.0,formal_low_emotion,moreover,541,2.1856369972229004,[4022]
My opinion on this is,0.0,formal_low_emotion,accordingly,17159,-5.065968990325928,[4022]
My opinion on this is,0.0,formal_low_emotion,furthermore,2134,1.6188583374023438,[4022]
My opinion on this is,0.0,formal_high_emotion,profoundly,29160,-3.5844030380249023,[4022]
My opinion on this is,0.0,formal_high_emotion,devastated,27668,-6.053257942199707,[4022]
My opinion on this is,0.0,formal_high_emotion,magnificent,16773,-7.636741638183594,[4022]
My opinion on this is,0.0,formal_high_emotion,appalling,573,-2.15840220451355,[4022]
My opinion on this is,0.0,formal_high_emotion,extraordinary,10035,-6.540096759796143,[4022]
My opinion on this is,0.0,formal_high_emotion,overwhelming,11734,-2.5241658687591553,[4022]
My opinion on this is,0.0,formal_high_emotion,catastrophic,24769,-8.41691780090332,[4022]
My opinion on this is,0.0,formal_high_emotion,triumphant,15511,-7.073814868927002,[4022]
My opinion on this is,0.0,casual_low_emotion,yeah,12191,-1.99165940284729,[4022]
My opinion on this is,0.0,casual_low_emotion,okay,10989,2.467745304107666,[4022]
My opinion on this is,0.0,casual_low_emotion,kinda,21775,2.3700690269470215,[4022]
My opinion on this is,0.0,casual_low_emotion,basically,8087,3.003067970275879,[4022]
My opinion on this is,0.0,casual_low_emotion,anyway,8668,-0.7723367214202881,[4022]
My opinion on this is,0.0,casual_low_emotion,whatever,5193,-0.5858900547027588,[4022]
My opinion on this is,0.0,casual_low_emotion,guess,5310,-0.9407203793525696,[4022]
My opinion on this is,0.0,casual_low_emotion,stuff,4269,-4.390537261962891,[4022]
My opinion on this is,0.0,casual_high_emotion,OMG,21978,-4.685332298278809,[4022]
My opinion on this is,0.0,casual_high_emotion,totally,7110,3.8451383113861084,[4022]
My opinion on this is,0.0,casual_high_emotion,literally,8642,-1.328364372253418,[4022]
My opinion on this is,0.0,casual_high_emotion,seriously,7580,-0.6703438758850098,[4022]
My opinion on this is,0.0,casual_high_emotion,honestly,14483,1.464221477508545,[4022]
My opinion on this is,0.0,casual_high_emotion,really,1196,3.114555597305298,[4022]
My opinion on this is,0.0,casual_high_emotion,absolutely,6270,-0.47884517908096313,[4022]
My opinion on this is,0.0,casual_high_emotion,incredibly,9301,-2.041956901550293,[4022]
My opinion on this is,4.0,formal_low_emotion,perhaps,4153,-0.652858316898346,[4022]
My opinion on this is,4.0,formal_low_emotion,may,754,-1.06654691696167,[4022]
My opinion on this is,4.0,formal_low_emotion,however,2480,0.2790820598602295,[4022]
My opinion on this is,4.0,formal_low_emotion,therefore,4320,-1.4933189153671265,[4022]
My opinion on this is,4.0,formal_low_emotion,consequently,23995,-5.661272048950195,[4022]
My opinion on this is,4.0,formal_low_emotion,moreover,541,2.1855199337005615,[4022]
My opinion on this is,4.0,formal_low_emotion,accordingly,17159,-5.066351413726807,[4022]
My opinion on this is,4.0,formal_low_emotion,furthermore,2134,1.6194565296173096,[4022]
My opinion on this is,4.0,formal_high_emotion,profoundly,29160,-3.5842394828796387,[4022]
My opinion on this is,4.0,formal_high_emotion,devastated,27668,-6.052908897399902,[4022]
My opinion on this is,4.0,formal_high_emotion,magnificent,16773,-7.6373467445373535,[4022]
My opinion on this is,4.0,formal_high_emotion,appalling,573,-2.158345937728882,[4022]
My opinion on this is,4.0,formal_high_emotion,extraordinary,10035,-6.540712833404541,[4022]
My opinion on this is,4.0,formal_high_emotion,overwhelming,11734,-2.5249335765838623,[4022]
My opinion on this is,4.0,formal_high_emotion,catastrophic,24769,-8.417436599731445,[4022]
My opinion on this is,4.0,formal_high_emotion,triumphant,15511,-7.073274612426758,[4022]
My opinion on this is,4.0,casual_low_emotion,yeah,12191,-1.9919737577438354,[4022]
My opinion on this is,4.0,casual_low_emotion,okay,10989,2.466952323913574,[4022]
My opinion on this is,4.0,casual_low_emotion,kinda,21775,2.3704428672790527,[4022]
My opinion on this is,4.0,casual_low_emotion,basically,8087,3.0027923583984375,[4022]
My opinion on this is,4.0,casual_low_emotion,anyway,8668,-0.7727207541465759,[4022]
My opinion on this is,4.0,casual_low_emotion,whatever,5193,-0.5858139991760254,[4022]
My opinion on this is,4.0,casual_low_emotion,guess,5310,-0.9408962726593018,[4022]
My opinion on this is,4.0,casual_low_emotion,stuff,4269,-4.389793395996094,[4022]
My opinion on this is,4.0,casual_high_emotion,OMG,21978,-4.684431552886963,[4022]
My opinion on this is,4.0,casual_high_emotion,totally,7110,3.8451902866363525,[4022]
My opinion on this is,4.0,casual_high_emotion,literally,8642,-1.3282113075256348,[4022]
My opinion on this is,4.0,casual_high_emotion,seriously,7580,-0.6703122854232788,[4022]
My opinion on this is,4.0,casual_high_emotion,honestly,14483,1.4643943309783936,[4022]
My opinion on this is,4.0,casual_high_emotion,really,1196,3.114443063735962,[4022]
My opinion on this is,4.0,casual_high_emotion,absolutely,6270,-0.4785152077674866,[4022]
My opinion on this is,4.0,casual_high_emotion,incredibly,9301,-2.04162859916687,[4022]
It seems to me that,-4.0,formal_low_emotion,perhaps,4153,-2.021571636199951,[4022]
It seems to me that,-4.0,formal_low_emotion,may,754,-4.966717720031738,[4022]
It seems to me that,-4.0,formal_low_emotion,however,2480,-4.490287780761719,[4022]
It seems to me that,-4.0,formal_low_emotion,therefore,4320,-6.450919151306152,[4022]
It seems to me that,-4.0,formal_low_emotion,consequently,23995,-7.5772294998168945,[4022]
It seems to me that,-4.0,formal_low_emotion,moreover,541,-2.2106151580810547,[4022]
It seems to me that,-4.0,formal_low_emotion,accordingly,17159,-9.591228485107422,[4022]
It seems to me that,-4.0,formal_low_emotion,furthermore,2134,-5.530386924743652,[4022]
It seems to me that,-4.0,formal_high_emotion,profoundly,29160,-8.294041633605957,[4022]
It seems to me that,-4.0,formal_high_emotion,devastated,27668,-11.011899948120117,[4022]
It seems to me that,-4.0,formal_high_emotion,magnificent,16773,-9.347888946533203,[4022]
It seems to me that,-4.0,formal_high_emotion,appalling,573,-4.520590782165527,[4022]
It seems to me that,-4.0,formal_high_emotion,extraordinary,10035,-6.2093963623046875,[4022]
It seems to me that,-4.0,formal_high_emotion,overwhelming,11734,-7.025944709777832,[4022]
It seems to me that,-4.0,formal_high_emotion,catastrophic,24769,-7.815642833709717,[4022]
It seems to me that,-4.0,formal_high_emotion,triumphant,15511,-7.291852951049805,[4022]
It seems to me that,-4.0,casual_low_emotion,yeah,12191,-6.120083808898926,[4022]
It seems to me that,-4.0,casual_low_emotion,okay,10989,-6.56472110748291,[4022]
It seems to me that,-4.0,casual_low_emotion,kinda,21775,-6.989519119262695,[4022]
It seems to me that,-4.0,casual_low_emotion,basically,8087,-7.192942142486572,[4022]
It seems to me that,-4.0,casual_low_emotion,anyway,8668,-3.688535690307617,[4022]
It seems to me that,-4.0,casual_low_emotion,whatever,5193,-1.9223564863204956,[4022]
It seems to me that,-4.0,casual_low_emotion,guess,5310,-10.813713073730469,[4022]
It seems to me that,-4.0,casual_low_emotion,stuff,4269,-6.969831466674805,[4022]
It seems to me that,-4.0,casual_high_emotion,OMG,21978,-5.622065544128418,[4022]
It seems to me that,-4.0,casual_high_emotion,totally,7110,-7.296839714050293,[4022]
It seems to me that,-4.0,casual_high_emotion,literally,8642,-6.132607460021973,[4022]
It seems to me that,-4.0,casual_high_emotion,seriously,7580,-7.7590460777282715,[4022]
It seems to me that,-4.0,casual_high_emotion,honestly,14483,-4.219264507293701,[4022]
It seems to me that,-4.0,casual_high_emotion,really,1196,-4.764662265777588,[4022]
It seems to me that,-4.0,casual_high_emotion,absolutely,6270,-6.861256122589111,[4022]
It seems to me that,-4.0,casual_high_emotion,incredibly,9301,-6.7165632247924805,[4022]
It seems to me that,0.0,formal_low_emotion,perhaps,4153,-2.02178692817688,[4022]
It seems to me that,0.0,formal_low_emotion,may,754,-4.966919898986816,[4022]
It seems to me that,0.0,formal_low_emotion,however,2480,-4.490682601928711,[4022]
It seems to me that,0.0,formal_low_emotion,therefore,4320,-6.451136589050293,[4022]
It seems to me that,0.0,formal_low_emotion,consequently,23995,-7.577476501464844,[4022]
It seems to me that,0.0,formal_low_emotion,moreover,541,-2.2105374336242676,[4022]
It seems to me that,0.0,formal_low_emotion,accordingly,17159,-9.591354370117188,[4022]
It seems to me that,0.0,formal_low_emotion,furthermore,2134,-5.530415058135986,[4022]
It seems to me that,0.0,formal_high_emotion,profoundly,29160,-8.294142723083496,[4022]
It seems to me that,0.0,formal_high_emotion,devastated,27668,-11.011889457702637,[4022]
It seems to me that,0.0,formal_high_emotion,magnificent,16773,-9.347684860229492,[4022]
It seems to me that,0.0,formal_high_emotion,appalling,573,-4.520757675170898,[4022]
It seems to me that,0.0,formal_high_emotion,extraordinary,10035,-6.209527969360352,[4022]
It seems to me that,0.0,formal_high_emotion,overwhelming,11734,-7.026330471038818,[4022]
It seems to me that,0.0,formal_high_emotion,catastrophic,24769,-7.815893173217773,[4022]
It seems to me that,0.0,formal_high_emotion,triumphant,15511,-7.291652679443359,[4022]
It seems to me that,0.0,casual_low_emotion,yeah,12191,-6.120245456695557,[4022]
It seems to me that,0.0,casual_low_emotion,okay,10989,-6.564769744873047,[4022]
It seems to me that,0.0,casual_low_emotion,kinda,21775,-6.9897661209106445,[4022]
It seems to me that,0.0,casual_low_emotion,basically,8087,-7.192941665649414,[4022]
It seems to me that,0.0,casual_low_emotion,anyway,8668,-3.6883225440979004,[4022]
It seems to me that,0.0,casual_low_emotion,whatever,5193,-1.92220139503479,[4022]
It seems to me that,0.0,casual_low_emotion,guess,5310,-10.813838005065918,[4022]
It seems to me that,0.0,casual_low_emotion,stuff,4269,-6.969948768615723,[4022]
