prompt,word_category,word,token_id,baseline_logit,mean_difference,std_difference,min_difference,max_difference,range_difference,max_abs_difference,mean_abs_difference,clamping_effect,num_clamp_conditions,target_features
I think that,formal_high_emotion,profoundly,29160,-7.630092144012451,0.0001656214396158854,0.00045790841101417255,-0.00038433074951171875,0.0007367134094238281,0.0011210441589355469,0.0007367134094238281,0.00042184193929036457,-0.0011210441589355469,3,
My opinion on this is,formal_high_emotion,magnificent,16773,-7.636904239654541,0.00012540817260742188,0.0004492853734962242,-0.0004425048828125,0.0006561279296875,0.0010986328125,0.0006561279296875,0.0004204114278157552,-0.0010986328125,3,
The best approach would be,casual_high_emotion,OMG,21978,-6.210175037384033,-0.0003631909688313802,0.0004933808265934688,-0.0010590553283691406,2.9087066650390625e-05,0.0010881423950195312,0.0010590553283691406,0.0003825823465983073,0.0010881423950195312,3,
My opinion on this is,formal_high_emotion,catastrophic,24769,-8.417057991027832,0.0001446406046549479,0.00042905971304166334,-0.00037860870361328125,0.0006723403930664062,0.0010509490966796875,0.0006723403930664062,0.00039704640706380207,-0.0010509490966796875,3,
My opinion on this is,casual_high_emotion,absolutely,6270,-0.4787575602531433,-0.00021648406982421875,0.000436856436376221,-0.0008041858673095703,0.00024235248565673828,0.0010465383529663086,0.0008041858673095703,0.0003780523935953776,0.0010465383529663086,3,
The best approach would be,casual_high_emotion,totally,7110,-3.8732125759124756,5.404154459635417e-06,0.0004452195433037199,-0.0004284381866455078,0.0006175041198730469,0.0010459423065185547,0.0006175041198730469,0.0004062652587890625,0.0010459423065185547,3,
The situation is,formal_low_emotion,consequently,23995,-3.9954416751861572,-0.0001586278279622396,0.0004259097437915774,-0.0006961822509765625,0.00034546852111816406,0.0010416507720947266,0.0006961822509765625,0.00038894017537434894,0.0010416507720947266,3,
I think that,casual_low_emotion,whatever,5193,-1.578244686126709,7.212162017822266e-05,0.00041355509488049573,-0.000453948974609375,0.0005564689636230469,0.0010104179382324219,0.0005564689636230469,0.00037475426991780597,-0.0010104179382324219,3,
The situation is,casual_low_emotion,basically,8087,-1.2645151615142822,0.00013144810994466147,0.00041122159018707664,-0.0003561973571777344,0.0006496906280517578,0.0010058879852294922,0.0006496906280517578,0.0003689130147298177,-0.0010058879852294922,3,
It seems to me that,casual_high_emotion,OMG,21978,-5.621413230895996,-0.00014559427897135416,0.00040162057650145686,-0.000652313232421875,0.0003299713134765625,0.0009822845458984375,0.000652313232421875,0.0003655751546223958,0.0009822845458984375,3,
The situation is,casual_high_emotion,absolutely,6270,0.9093612432479858,-0.00021056334177652994,0.000405438140826374,-0.0007545948028564453,0.00021827220916748047,0.0009728670120239258,0.0007545948028564453,0.0003560781478881836,0.0009728670120239258,3,
My opinion on this is,casual_high_emotion,honestly,14483,1.4642746448516846,-0.0002593596776326497,0.0004197994281952983,-0.0008445978164672852,0.00011968612670898438,0.0009642839431762695,0.0008445978164672852,0.00033915042877197266,0.0009642839431762695,3,
My opinion on this is,casual_low_emotion,kinda,21775,2.370185136795044,-0.00018707911173502603,0.0003953563981691305,-0.0007028579711914062,0.00025773048400878906,0.0009605884552001953,0.0007028579711914062,0.00035889943440755207,0.0009605884552001953,3,
The best approach would be,casual_high_emotion,seriously,7580,-7.173571586608887,-0.0002044041951497396,0.00038414697799676564,-0.0007176399230957031,0.00020647048950195312,0.0009241104125976562,0.0007176399230957031,0.0003420511881510417,0.0009241104125976562,3,
The best approach would be,formal_high_emotion,devastated,27668,-11.786552429199219,3.4968058268229164e-05,0.0003736199596612144,-0.0004730224609375,0.00041484832763671875,0.0008878707885742188,0.0004730224609375,0.0003503163655598958,-0.0008878707885742188,3,
I think that,casual_low_emotion,anyway,8668,-1.9663965702056885,-0.00019061565399169922,0.00036910341711562944,-0.0006847381591796875,0.000202178955078125,0.0008869171142578125,0.0006847381591796875,0.00032540162404378253,0.0008869171142578125,3,
I think that,formal_low_emotion,moreover,541,-2.8419508934020996,9.719530741373698e-05,0.00035749869309584025,-0.0003485679626464844,0.0005266666412353516,0.0008752346038818359,0.0005266666412353516,0.0003295739491780599,-0.0008752346038818359,3,
The situation is,casual_low_emotion,stuff,4269,-6.041114807128906,-0.00015083948771158853,0.00034456213311638984,-0.0005807876586914062,0.0002627372741699219,0.0008435249328613281,0.0005807876586914062,0.00032599767049153644,0.0008435249328613281,3,
The situation is,casual_low_emotion,guess,5310,-2.4486775398254395,7.287661234537761e-05,0.0003355757287166934,-0.00037288665771484375,0.0004367828369140625,0.0008096694946289062,0.0004367828369140625,0.00032146771748860675,-0.0008096694946289062,3,
The situation is,formal_high_emotion,extraordinary,10035,-0.2890723943710327,2.7418136596679688e-05,0.00033497801879121516,-0.0004317760467529297,0.0003578662872314453,0.000789642333984375,0.0004317760467529297,0.00031526883443196613,-0.000789642333984375,3,
The situation is,formal_low_emotion,therefore,4320,-1.0305018424987793,0.00010251998901367188,0.00031966540953440173,-0.0002999305725097656,0.0004820823669433594,0.000782012939453125,0.0004820823669433594,0.0003024737040201823,-0.000782012939453125,3,
The best approach would be,casual_low_emotion,basically,8087,-1.9835700988769531,2.2610028584798176e-05,0.00033246323670314804,-0.0002892017364501953,0.0004832744598388672,0.0007724761962890625,0.0004832744598388672,0.0002995729446411133,0.0007724761962890625,3,
The best approach would be,casual_high_emotion,really,1196,-2.4605941772460938,0.0001262823740641276,0.0003297773020843675,-0.00017762184143066406,0.0005846023559570312,0.0007622241973876953,0.0005846023559570312,0.00026345252990722656,0.0007622241973876953,3,
My opinion on this is,formal_low_emotion,accordingly,17159,-5.066076278686523,0.00010347366333007812,0.0003075871960713389,-0.0002751350402832031,0.0004782676696777344,0.0007534027099609375,0.0004782676696777344,0.0002868970235188802,-0.0007534027099609375,3,
I think that,casual_low_emotion,basically,8087,-4.468190670013428,3.24249267578125e-05,0.00031286647048775213,-0.000385284423828125,0.0003676414489746094,0.0007529258728027344,0.000385284423828125,0.0002892812093098958,-0.0007529258728027344,3,
It seems to me that,formal_low_emotion,however,2480,-4.490779876708984,0.00010999043782552083,0.0003069284232354059,-0.0002593994140625,0.000492095947265625,0.000751495361328125,0.000492095947265625,0.0002829233805338542,-0.000751495361328125,3,
I think that,formal_low_emotion,furthermore,2134,-3.0227437019348145,-0.0001117388407389323,0.0003041912961456355,-0.0004901885986328125,0.00025463104248046875,0.0007448196411132812,0.0004901885986328125,0.0002814928690592448,0.0007448196411132812,3,
My opinion on this is,casual_high_emotion,totally,7110,3.8451995849609375,-0.0002651214599609375,0.00032572835510642463,-0.00072479248046875,-9.298324584960938e-06,0.0007154941558837891,0.00072479248046875,0.0002651214599609375,0.0007154941558837891,3,
The situation is,formal_high_emotion,devastated,27668,-3.724219799041748,1.2477238972981771e-05,0.0002817816010113175,-0.00036144256591796875,0.00031876564025878906,0.0006802082061767578,0.00036144256591796875,0.00025343894958496094,-0.0006802082061767578,3,
The situation is,casual_high_emotion,seriously,7580,0.1495804488658905,5.8144330978393555e-05,0.00027713787390066657,-0.0002741217613220215,0.0004042983055114746,0.0006784200668334961,0.0004042983055114746,0.0002408921718597412,-0.0006784200668334961,3,
The situation is,casual_low_emotion,okay,10989,-0.139857679605484,0.0001127322514851888,0.0002784850895345407,-0.00019729137420654297,0.0004780888557434082,0.0006753802299499512,0.0004780888557434082,0.0002442598342895508,-0.0006753802299499512,3,
I think that,casual_low_emotion,okay,10989,-4.08888053894043,3.8782755533854164e-05,0.00027638252091944835,-0.0003228187561035156,0.00034809112548828125,0.0006709098815917969,0.00034809112548828125,0.00025399525960286457,-0.0006709098815917969,3,
It seems to me that,formal_high_emotion,overwhelming,11734,-7.026409149169922,0.00011269251505533855,0.00027437005484059064,-0.00020503997802734375,0.00046443939208984375,0.0006694793701171875,0.00046443939208984375,0.0002493858337402344,-0.0006694793701171875,3,
My opinion on this is,formal_high_emotion,appalling,573,-2.1583240032196045,-0.0002582867940266927,0.00029536058103078164,-0.0006747245788574219,-2.193450927734375e-05,0.0006527900695800781,0.0006747245788574219,0.0002582867940266927,0.0006527900695800781,3,
I think that,casual_high_emotion,seriously,7580,-5.117851734161377,9.34600830078125e-05,0.0002665108812264687,-0.00023126602172851562,0.0004215240478515625,0.0006527900695800781,0.0004215240478515625,0.00024763743082682293,-0.0006527900695800781,3,
I think that,casual_low_emotion,guess,5310,-7.473904132843018,7.088979085286458e-05,0.00026670627567221836,-0.0002655982971191406,0.0003867149353027344,0.000652313232421875,0.0003867149353027344,0.000247955322265625,-0.000652313232421875,3,
I think that,formal_high_emotion,devastated,27668,-8.46481704711914,-1.5894571940104168e-05,0.0002770335888554702,-0.0003986358642578125,0.000247955322265625,0.0006465911865234375,0.0003986358642578125,0.0002498626708984375,-0.0006465911865234375,3,
I think that,casual_high_emotion,totally,7110,-5.0995025634765625,-0.00010999043782552083,0.0002481760159573175,-0.0004324913024902344,0.00017118453979492188,0.0006036758422851562,0.0004324913024902344,0.00022411346435546875,0.0006036758422851562,3,
The best approach would be,casual_low_emotion,whatever,5193,-3.5527169704437256,-2.1537144978841145e-05,0.0002879000405033333,-0.00042819976806640625,0.0001990795135498047,0.0006272792816162109,0.00042819976806640625,0.0002639293670654297,-0.0005927085876464844,3,
My opinion on this is,casual_low_emotion,yeah,12191,-1.9917230606079102,4.5577685038248696e-05,0.00023487441681886,-0.00025069713592529297,0.0003237724304199219,0.0005744695663452148,0.0003237724304199219,0.000212709108988444,-0.0005744695663452148,3,
My opinion on this is,casual_high_emotion,incredibly,9301,-2.0418953895568848,-1.9470850626627605e-05,0.00021859888058455766,-0.0002636909484863281,0.00026679039001464844,0.0005304813385009766,0.00026679039001464844,0.00019733111063639322,0.0005304813385009766,3,
It seems to me that,formal_low_emotion,consequently,23995,-7.577548027038574,5.9763590494791664e-05,0.00021624143075989365,-0.00021076202392578125,0.0003185272216796875,0.0005292892456054688,0.0003185272216796875,0.0002002716064453125,-0.0005292892456054688,3,
It seems to me that,casual_low_emotion,kinda,21775,-6.989842414855957,6.882349650065105e-05,0.00021089156203812754,-0.00019311904907226562,0.00032329559326171875,0.0005164146423339844,0.00032329559326171875,0.00019756952921549478,-0.0005164146423339844,3,
The situation is,formal_low_emotion,furthermore,2134,4.211295127868652,-5.070368448893229e-05,0.00020807822040132812,-0.000339508056640625,0.00014257431030273438,0.0004820823669433594,0.000339508056640625,0.00017563501993815103,-0.0004820823669433594,3,
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815947532653809,6.087621053059896e-05,0.00019647401181767632,-0.00017642974853515625,0.0003046989440917969,0.0004811286926269531,0.0003046989440917969,0.00017849604288736978,-0.0004811286926269531,3,
I think that,formal_low_emotion,may,754,-2.8037004470825195,3.226598103841146e-05,0.00019726745486722184,-0.00022745132446289062,0.0002503395080566406,0.00047779083251953125,0.0002503395080566406,0.00018390019734700522,-0.00047779083251953125,3,
The situation is,casual_high_emotion,really,1196,3.9268295764923096,4.315376281738281e-05,0.00019070664832917112,-0.00020623207092285156,0.0002567768096923828,0.0004630088806152344,0.0002567768096923828,0.00018064181009928385,-0.0004630088806152344,3,
The best approach would be,casual_low_emotion,stuff,4269,-6.817241668701172,0.00010156631469726562,0.00020226703080903206,-7.724761962890625e-05,0.00038433074951171875,0.000461578369140625,0.00038433074951171875,0.00015465418497721353,0.000461578369140625,3,
It seems to me that,formal_high_emotion,triumphant,15511,-7.291601181030273,-3.3696492513020836e-05,0.00018575090698619135,-0.00025177001953125,0.000202178955078125,0.000453948974609375,0.00025177001953125,0.00016848246256510416,0.000453948974609375,3,
It seems to me that,formal_low_emotion,perhaps,4153,-2.021848440170288,5.76178232828776e-05,0.0001805755239359268,-0.00016546249389648438,0.00027680397033691406,0.00044226646423339844,0.00027680397033691406,0.00016792615254720053,-0.00044226646423339844,3,
I think that,casual_high_emotion,absolutely,6270,-4.670577526092529,-0.0001079241434733073,0.00018376751154383636,-0.0003552436828613281,8.487701416015625e-05,0.0004401206970214844,0.0003552436828613281,0.00016450881958007812,0.0004401206970214844,3,
It seems to me that,casual_high_emotion,literally,8642,-6.132267951965332,-9.83874003092448e-05,0.00017746899932123006,-0.000339508056640625,8.249282836914062e-05,0.0004220008850097656,0.000339508056640625,0.00015338261922200522,0.0004220008850097656,3,
The best approach would be,formal_low_emotion,moreover,541,-3.1680521965026855,-0.00021473566691080728,0.0002439714019549227,-0.0005471706390380859,3.147125244140625e-05,0.0005786418914794922,0.0005471706390380859,0.00023571650187174478,0.00041866302490234375,3,
The situation is,casual_high_emotion,literally,8642,0.32985711097717285,-0.000156402587890625,0.0001911410338289034,-0.00042629241943359375,-8.344650268554688e-06,0.00041794776916503906,0.00042629241943359375,0.000156402587890625,0.00041794776916503906,3,
It seems to me that,formal_low_emotion,accordingly,17159,-9.591421127319336,1.2079874674479166e-05,0.00017409773847244062,-0.0002231597900390625,0.0001926422119140625,0.000415802001953125,0.0002231597900390625,0.00016085306803385416,-0.000415802001953125,3,
It seems to me that,formal_low_emotion,therefore,4320,-6.451186656951904,5.642573038736979e-05,0.00016980997751823602,-0.00014829635620117188,0.0002675056457519531,0.000415802001953125,0.0002675056457519531,0.00015528996785481772,-0.000415802001953125,3,
The best approach would be,formal_high_emotion,profoundly,29160,-12.648835182189941,-0.00045235951741536457,0.0003435004916295504,-0.0008668899536132812,-2.574920654296875e-05,0.0008411407470703125,0.0008668899536132812,0.00045235951741536457,0.0004024505615234375,3,
The situation is,formal_high_emotion,catastrophic,24769,-1.111100673675537,-0.00017925103505452475,0.00018642748273214158,-0.00044286251068115234,-4.363059997558594e-05,0.0003992319107055664,0.00044286251068115234,0.00017925103505452475,0.0003916025161743164,3,
I think that,formal_high_emotion,catastrophic,24769,-7.234724044799805,-3.6557515462239585e-06,0.00016568900064759483,-0.00023174285888671875,0.00015687942504882812,0.0003886222839355469,0.00023174285888671875,0.00015083948771158853,-0.0003886222839355469,3,
It seems to me that,formal_high_emotion,appalling,573,-4.520817756652832,4.4186909993489586e-05,0.00015613939527184568,-0.0001544952392578125,0.0002269744873046875,0.0003814697265625,0.0002269744873046875,0.0001471837361653646,-0.0003814697265625,3,
It seems to me that,formal_low_emotion,may,754,-4.966970920562744,5.928675333658854e-05,0.00015506586676443789,-0.00012636184692382812,0.0002532005310058594,0.0003795623779296875,0.0002532005310058594,0.00014352798461914062,-0.0003795623779296875,3,
My opinion on this is,casual_low_emotion,whatever,5193,-0.5858461856842041,-0.00011897087097167969,0.00016297451884424673,-0.0003452301025390625,3.218650817871094e-05,0.00037741661071777344,0.0003452301025390625,0.0001404285430908203,0.00037741661071777344,3,
My opinion on this is,formal_low_emotion,however,2480,0.27894127368927,-5.1240126291910805e-05,0.00015326170744826888,-0.00023430585861206055,0.00014078617095947266,0.0003750920295715332,0.00023430585861206055,0.00014509757359822592,0.0003750920295715332,3,
The situation is,formal_low_emotion,however,2480,0.18501636385917664,9.522835413614909e-05,0.000149444127877804,-9.009242057800293e-05,0.0002758800983428955,0.00036597251892089844,0.0002758800983428955,0.00015528996785481772,-0.00036597251892089844,3,
The situation is,casual_low_emotion,anyway,8668,-2.0300707817077637,4.188219706217448e-05,0.00014395643695774154,-0.00013947486877441406,0.00021266937255859375,0.0003521442413330078,0.00021266937255859375,0.00013486544291178385,-0.0003521442413330078,3,
It seems to me that,casual_low_emotion,anyway,8668,-3.6882853507995605,-6.238619486490886e-05,0.00014428222714363078,-0.0002503395080566406,0.00010037422180175781,0.00035071372985839844,0.0002503395080566406,0.0001293023427327474,0.00035071372985839844,3,
My opinion on this is,casual_low_emotion,guess,5310,-0.9407533407211304,3.053744633992513e-05,0.0001406580403340178,-0.00014293193817138672,0.0002015829086303711,0.0003445148468017578,0.0002015829086303711,0.0001258254051208496,-0.0003445148468017578,3,
The situation is,formal_low_emotion,accordingly,17159,-5.582033157348633,2.7815500895182293e-05,0.0001333726023951657,-0.0001373291015625,0.00018930435180664062,0.0003266334533691406,0.00018930435180664062,0.0001193682352701823,-0.0003266334533691406,3,
It seems to me that,casual_low_emotion,whatever,5193,-1.9221572875976562,-3.866354624430338e-05,0.00013335445213847434,-0.00019919872283935547,0.00012731552124023438,0.00032651424407958984,0.00019919872283935547,0.00012354056040445963,0.00032651424407958984,3,
My opinion on this is,formal_low_emotion,perhaps,4153,-0.6530513763427734,8.6824099222819e-06,0.00013643093348557572,-0.00013273954391479492,0.00019305944442749023,0.00032579898834228516,0.00019305944442749023,0.00012002388636271159,0.00032579898834228516,3,
I think that,formal_low_emotion,perhaps,4153,0.2058122158050537,-1.609325408935547e-05,0.00013624042502619413,-0.00020611286163330078,0.00010651350021362305,0.00031262636184692383,0.00020611286163330078,0.00012131532033284505,-0.00031262636184692383,3,
The situation is,casual_high_emotion,totally,7110,1.113581657409668,-0.00010132789611816406,0.00013818165079560832,-0.00029528141021728516,1.633167266845703e-05,0.0003116130828857422,0.00029528141021728516,0.00011221567789713542,0.0003116130828857422,3,
It seems to me that,formal_high_emotion,extraordinary,10035,-6.20956563949585,2.3047129313151043e-05,0.00012579185558445004,-0.00013780593872070312,0.00016927719116210938,0.0003070831298828125,0.00016927719116210938,0.00011491775512695312,-0.0003070831298828125,3,
My opinion on this is,casual_low_emotion,anyway,8668,-0.7723385691642761,-0.00015276670455932617,0.00016546297342403158,-0.0003821849822998047,1.8477439880371094e-06,0.0003840327262878418,0.0003821849822998047,0.00015399853388468424,-0.00030422210693359375,3,
I think that,formal_low_emotion,consequently,23995,-5.0176591873168945,-7.152557373046875e-06,0.000126996933541679,-0.0001811981201171875,0.000118255615234375,0.0002994537353515625,0.0001811981201171875,0.0001136461893717448,-0.0002994537353515625,3,
I think that,formal_low_emotion,therefore,4320,-4.266677379608154,-8.69433085123698e-05,0.0001261858844575045,-0.00026226043701171875,2.956390380859375e-05,0.0002918243408203125,0.00026226043701171875,0.00010665257771809895,0.0002918243408203125,3,
