prompt,clamp_value,word_category,word,token_id,logit_value,baseline_logit,logit_difference,baseline_type,formality,emotion
I think that,4.0,casual_low_emotion,okay,10989,-4.0797600746154785,-4.08888053894043,0.009120464324951172,pipeline,casual,low
I think that,4.0,casual_low_emotion,kinda,21775,-3.788860559463501,-3.7865092754364014,-0.0023512840270996094,pipeline,casual,low
I think that,4.0,casual_low_emotion,basically,8087,-4.45120906829834,-4.468190670013428,0.01698160171508789,pipeline,casual,low
I think that,4.0,casual_low_emotion,anyway,8668,-1.9478068351745605,-1.9663965702056885,0.01858973503112793,pipeline,casual,low
I think that,4.0,casual_low_emotion,whatever,5193,-1.5723950862884521,-1.578244686126709,0.005849599838256836,pipeline,casual,low
I think that,4.0,casual_low_emotion,guess,5310,-7.458146095275879,-7.473904132843018,0.015758037567138672,pipeline,casual,low
I think that,4.0,casual_low_emotion,stuff,4269,-4.792599678039551,-4.813152313232422,0.020552635192871094,pipeline,casual,low
I think that,4.0,casual_high_emotion,OMG,21978,-4.016232490539551,-4.02517032623291,0.008937835693359375,pipeline,casual,high
I think that,4.0,casual_high_emotion,totally,7110,-5.083097457885742,-5.0995025634765625,0.016405105590820312,pipeline,casual,high
I think that,4.0,casual_high_emotion,literally,8642,-3.7155635356903076,-3.7345478534698486,0.018984317779541016,pipeline,casual,high
I think that,4.0,casual_high_emotion,seriously,7580,-5.103080749511719,-5.117851734161377,0.014770984649658203,pipeline,casual,high
I think that,4.0,casual_high_emotion,honestly,14483,-2.768291711807251,-2.7931108474731445,0.024819135665893555,pipeline,casual,high
I think that,4.0,casual_high_emotion,really,1196,-1.328944444656372,-1.337662696838379,0.008718252182006836,pipeline,casual,high
I think that,4.0,casual_high_emotion,absolutely,6270,-4.648399829864502,-4.670577526092529,0.022177696228027344,pipeline,casual,high
I think that,4.0,casual_high_emotion,incredibly,9301,-5.095749855041504,-5.105256080627441,0.0095062255859375,pipeline,casual,high
I think that,1.0,formal_low_emotion,perhaps,4153,0.2058122158050537,0.2058122158050537,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,may,754,-2.8037004470825195,-2.8037004470825195,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,however,2480,-3.915515661239624,-3.915515661239624,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,therefore,4320,-4.266677379608154,-4.266677379608154,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,consequently,23995,-5.0176591873168945,-5.0176591873168945,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,moreover,541,-2.8419508934020996,-2.8419508934020996,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,accordingly,17159,-7.259634017944336,-7.259634017944336,0.0,pipeline,formal,low
I think that,1.0,formal_low_emotion,furthermore,2134,-3.0227437019348145,-3.0227437019348145,0.0,pipeline,formal,low
I think that,1.0,formal_high_emotion,profoundly,29160,-7.630092144012451,-7.630092144012451,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,devastated,27668,-8.46481704711914,-8.46481704711914,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,magnificent,16773,-6.454354286193848,-6.454354286193848,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,appalling,573,-4.783796787261963,-4.783796787261963,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,extraordinary,10035,-4.591492176055908,-4.591492176055908,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,overwhelming,11734,-5.379208087921143,-5.379208087921143,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,catastrophic,24769,-7.234724044799805,-7.234724044799805,0.0,pipeline,formal,high
I think that,1.0,formal_high_emotion,triumphant,15511,-4.358185768127441,-4.358185768127441,0.0,pipeline,formal,high
I think that,1.0,casual_low_emotion,yeah,12191,-5.221872329711914,-5.221872329711914,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,okay,10989,-4.08888053894043,-4.08888053894043,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,kinda,21775,-3.7865092754364014,-3.7865092754364014,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,basically,8087,-4.468190670013428,-4.468190670013428,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,anyway,8668,-1.9663965702056885,-1.9663965702056885,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,whatever,5193,-1.578244686126709,-1.578244686126709,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,guess,5310,-7.473904132843018,-7.473904132843018,0.0,pipeline,casual,low
I think that,1.0,casual_low_emotion,stuff,4269,-4.813152313232422,-4.813152313232422,0.0,pipeline,casual,low
I think that,1.0,casual_high_emotion,OMG,21978,-4.02517032623291,-4.02517032623291,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,totally,7110,-5.0995025634765625,-5.0995025634765625,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,literally,8642,-3.7345478534698486,-3.7345478534698486,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,seriously,7580,-5.117851734161377,-5.117851734161377,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,honestly,14483,-2.7931108474731445,-2.7931108474731445,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,really,1196,-1.337662696838379,-1.337662696838379,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,absolutely,6270,-4.670577526092529,-4.670577526092529,0.0,pipeline,casual,high
I think that,1.0,casual_high_emotion,incredibly,9301,-5.105256080627441,-5.105256080627441,0.0,pipeline,casual,high
I think that,4.0,formal_low_emotion,perhaps,4153,0.21739304065704346,0.2058122158050537,0.011580824851989746,pipeline,formal,low
I think that,4.0,formal_low_emotion,may,754,-2.801514148712158,-2.8037004470825195,0.002186298370361328,pipeline,formal,low
I think that,4.0,formal_low_emotion,however,2480,-3.9117298126220703,-3.915515661239624,0.003785848617553711,pipeline,formal,low
I think that,4.0,formal_low_emotion,therefore,4320,-4.253816604614258,-4.266677379608154,0.012860774993896484,pipeline,formal,low
I think that,4.0,formal_low_emotion,consequently,23995,-5.006518363952637,-5.0176591873168945,0.011140823364257812,pipeline,formal,low
I think that,4.0,formal_low_emotion,moreover,541,-2.835294485092163,-2.8419508934020996,0.0066564083099365234,pipeline,formal,low
I think that,4.0,formal_low_emotion,accordingly,17159,-7.246156692504883,-7.259634017944336,0.013477325439453125,pipeline,formal,low
I think that,4.0,formal_low_emotion,furthermore,2134,-3.022810697555542,-3.0227437019348145,-6.699562072753906e-05,pipeline,formal,low
I think that,4.0,formal_high_emotion,profoundly,29160,-7.626692295074463,-7.630092144012451,0.0033998489379882812,pipeline,formal,high
I think that,4.0,formal_high_emotion,devastated,27668,-8.462621688842773,-8.46481704711914,0.0021953582763671875,pipeline,formal,high
I think that,4.0,formal_high_emotion,magnificent,16773,-6.43171501159668,-6.454354286193848,0.02263927459716797,pipeline,formal,high
I think that,4.0,formal_high_emotion,appalling,573,-4.778010368347168,-4.783796787261963,0.005786418914794922,pipeline,formal,high
I think that,4.0,formal_high_emotion,extraordinary,10035,-4.581473350524902,-4.591492176055908,0.01001882553100586,pipeline,formal,high
I think that,4.0,formal_high_emotion,overwhelming,11734,-5.371899604797363,-5.379208087921143,0.007308483123779297,pipeline,formal,high
I think that,4.0,formal_high_emotion,catastrophic,24769,-7.216986656188965,-7.234724044799805,0.017737388610839844,pipeline,formal,high
I think that,4.0,formal_high_emotion,triumphant,15511,-4.343156337738037,-4.358185768127441,0.015029430389404297,pipeline,formal,high
I think that,4.0,casual_low_emotion,yeah,12191,-5.198729515075684,-5.221872329711914,0.02314281463623047,pipeline,casual,low
I think that,4.0,casual_low_emotion,okay,10989,-4.0797600746154785,-4.08888053894043,0.009120464324951172,pipeline,casual,low
I think that,4.0,casual_low_emotion,kinda,21775,-3.788860559463501,-3.7865092754364014,-0.0023512840270996094,pipeline,casual,low
I think that,4.0,casual_low_emotion,basically,8087,-4.45120906829834,-4.468190670013428,0.01698160171508789,pipeline,casual,low
I think that,4.0,casual_low_emotion,anyway,8668,-1.9478068351745605,-1.9663965702056885,0.01858973503112793,pipeline,casual,low
I think that,4.0,casual_low_emotion,whatever,5193,-1.5723950862884521,-1.578244686126709,0.005849599838256836,pipeline,casual,low
I think that,4.0,casual_low_emotion,guess,5310,-7.458146095275879,-7.473904132843018,0.015758037567138672,pipeline,casual,low
I think that,4.0,casual_low_emotion,stuff,4269,-4.792599678039551,-4.813152313232422,0.020552635192871094,pipeline,casual,low
I think that,4.0,casual_high_emotion,OMG,21978,-4.016232490539551,-4.02517032623291,0.008937835693359375,pipeline,casual,high
I think that,4.0,casual_high_emotion,totally,7110,-5.083097457885742,-5.0995025634765625,0.016405105590820312,pipeline,casual,high
I think that,4.0,casual_high_emotion,literally,8642,-3.7155635356903076,-3.7345478534698486,0.018984317779541016,pipeline,casual,high
I think that,4.0,casual_high_emotion,seriously,7580,-5.103080749511719,-5.117851734161377,0.014770984649658203,pipeline,casual,high
I think that,4.0,casual_high_emotion,honestly,14483,-2.768291711807251,-2.7931108474731445,0.024819135665893555,pipeline,casual,high
I think that,4.0,casual_high_emotion,really,1196,-1.328944444656372,-1.337662696838379,0.008718252182006836,pipeline,casual,high
I think that,4.0,casual_high_emotion,absolutely,6270,-4.648399829864502,-4.670577526092529,0.022177696228027344,pipeline,casual,high
I think that,4.0,casual_high_emotion,incredibly,9301,-5.095749855041504,-5.105256080627441,0.0095062255859375,pipeline,casual,high
I think that,15.0,formal_low_emotion,perhaps,4153,0.23765742778778076,0.2058122158050537,0.03184521198272705,pipeline,formal,low
I think that,15.0,formal_low_emotion,may,754,-2.786134719848633,-2.8037004470825195,0.01756572723388672,pipeline,formal,low
I think that,15.0,formal_low_emotion,however,2480,-3.893256187438965,-3.915515661239624,0.02225947380065918,pipeline,formal,low
I think that,15.0,formal_low_emotion,therefore,4320,-4.226924896240234,-4.266677379608154,0.03975248336791992,pipeline,formal,low
I think that,15.0,formal_low_emotion,consequently,23995,-4.973670482635498,-5.0176591873168945,0.043988704681396484,pipeline,formal,low
I think that,15.0,formal_low_emotion,moreover,541,-2.818154811859131,-2.8419508934020996,0.02379608154296875,pipeline,formal,low
I think that,15.0,formal_low_emotion,accordingly,17159,-7.211606025695801,-7.259634017944336,0.048027992248535156,pipeline,formal,low
I think that,15.0,formal_low_emotion,furthermore,2134,-3.0220417976379395,-3.0227437019348145,0.000701904296875,pipeline,formal,low
I think that,15.0,formal_high_emotion,profoundly,29160,-7.603785514831543,-7.630092144012451,0.026306629180908203,pipeline,formal,high
I think that,15.0,formal_high_emotion,devastated,27668,-8.44425106048584,-8.46481704711914,0.02056598663330078,pipeline,formal,high
I think that,15.0,formal_high_emotion,magnificent,16773,-6.400876522064209,-6.454354286193848,0.05347776412963867,pipeline,formal,high
I think that,15.0,formal_high_emotion,appalling,573,-4.761038303375244,-4.783796787261963,0.02275848388671875,pipeline,formal,high
I think that,15.0,formal_high_emotion,extraordinary,10035,-4.57179069519043,-4.591492176055908,0.019701480865478516,pipeline,formal,high
I think that,15.0,formal_high_emotion,overwhelming,11734,-5.351828575134277,-5.379208087921143,0.027379512786865234,pipeline,formal,high
I think that,15.0,formal_high_emotion,catastrophic,24769,-7.193340301513672,-7.234724044799805,0.04138374328613281,pipeline,formal,high
I think that,15.0,formal_high_emotion,triumphant,15511,-4.320149898529053,-4.358185768127441,0.03803586959838867,pipeline,formal,high
I think that,15.0,casual_low_emotion,yeah,12191,-5.163303852081299,-5.221872329711914,0.058568477630615234,pipeline,casual,low
I think that,15.0,casual_low_emotion,okay,10989,-4.055922508239746,-4.08888053894043,0.032958030700683594,pipeline,casual,low
I think that,15.0,casual_low_emotion,kinda,21775,-3.784029960632324,-3.7865092754364014,0.0024793148040771484,pipeline,casual,low
I think that,15.0,casual_low_emotion,basically,8087,-4.421438217163086,-4.468190670013428,0.0467524528503418,pipeline,casual,low
I think that,15.0,casual_low_emotion,anyway,8668,-1.9048583507537842,-1.9663965702056885,0.0615382194519043,pipeline,casual,low
I think that,15.0,casual_low_emotion,whatever,5193,-1.5574562549591064,-1.578244686126709,0.02078843116760254,pipeline,casual,low
I think that,15.0,casual_low_emotion,guess,5310,-7.451634883880615,-7.473904132843018,0.022269248962402344,pipeline,casual,low
I think that,15.0,casual_low_emotion,stuff,4269,-4.774716377258301,-4.813152313232422,0.038435935974121094,pipeline,casual,low
I think that,15.0,casual_high_emotion,OMG,21978,-3.991661548614502,-4.02517032623291,0.0335087776184082,pipeline,casual,high
I think that,15.0,casual_high_emotion,totally,7110,-5.0630364418029785,-5.0995025634765625,0.036466121673583984,pipeline,casual,high
I think that,15.0,casual_high_emotion,literally,8642,-3.6874141693115234,-3.7345478534698486,0.047133684158325195,pipeline,casual,high
I think that,15.0,casual_high_emotion,seriously,7580,-5.060841083526611,-5.117851734161377,0.057010650634765625,pipeline,casual,high
I think that,15.0,casual_high_emotion,honestly,14483,-2.732296943664551,-2.7931108474731445,0.06081390380859375,pipeline,casual,high
I think that,15.0,casual_high_emotion,really,1196,-1.3039361238479614,-1.337662696838379,0.03372657299041748,pipeline,casual,high
I think that,15.0,casual_high_emotion,absolutely,6270,-4.624489784240723,-4.670577526092529,0.04608774185180664,pipeline,casual,high
I think that,15.0,casual_high_emotion,incredibly,9301,-5.071290016174316,-5.105256080627441,0.033966064453125,pipeline,casual,high
The situation is,-15.0,formal_low_emotion,perhaps,4153,0.3754758834838867,0.45963501930236816,-0.08415913581848145,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,may,754,-0.16366618871688843,0.1397370994091034,-0.3034032881259918,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,however,2480,0.21386852860450745,0.18501636385917664,0.02885216474533081,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,therefore,4320,-1.52405846118927,-1.0305018424987793,-0.4935566186904907,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,consequently,23995,-4.4317779541015625,-3.9954416751861572,-0.4363362789154053,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,moreover,541,2.5185296535491943,2.6562626361846924,-0.13773298263549805,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,accordingly,17159,-6.08790397644043,-5.582033157348633,-0.5058708190917969,pipeline,formal,low
The situation is,-15.0,formal_low_emotion,furthermore,2134,3.7472264766693115,4.211295127868652,-0.4640686511993408,pipeline,formal,low
The situation is,-15.0,formal_high_emotion,profoundly,29160,-4.933753967285156,-4.748511791229248,-0.1852421760559082,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,devastated,27668,-4.065517902374268,-3.724219799041748,-0.34129810333251953,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,magnificent,16773,-6.140216827392578,-6.091681957244873,-0.04853487014770508,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,appalling,573,-0.3823598623275757,-0.3455497622489929,-0.036810100078582764,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,extraordinary,10035,-0.39037561416625977,-0.2890723943710327,-0.10130321979522705,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,overwhelming,11734,0.04917903244495392,0.3397325277328491,-0.2905534952878952,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,catastrophic,24769,-1.5493297576904297,-1.111100673675537,-0.4382290840148926,pipeline,formal,high
The situation is,-15.0,formal_high_emotion,triumphant,15511,-6.323909759521484,-6.298599720001221,-0.025310039520263672,pipeline,formal,high
The situation is,-15.0,casual_low_emotion,yeah,12191,-6.00124454498291,-5.949758529663086,-0.05148601531982422,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,okay,10989,-0.1876976191997528,-0.139857679605484,-0.0478399395942688,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,kinda,21775,-2.046319007873535,-1.6276700496673584,-0.41864895820617676,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,basically,8087,-1.4350903034210205,-1.2645151615142822,-0.17057514190673828,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,anyway,8668,-2.212712287902832,-2.0300707817077637,-0.18264150619506836,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,whatever,5193,-6.893040180206299,-7.154359340667725,0.2613191604614258,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,guess,5310,-2.9748120307922363,-2.4486775398254395,-0.5261344909667969,pipeline,casual,low
The situation is,-15.0,casual_low_emotion,stuff,4269,-6.258098602294922,-6.041114807128906,-0.21698379516601562,pipeline,casual,low
The situation is,-15.0,casual_high_emotion,OMG,21978,-1.8048710823059082,-1.6249549388885498,-0.1799161434173584,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,totally,7110,0.8288779258728027,1.113581657409668,-0.28470373153686523,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,literally,8642,-0.0706319808959961,0.32985711097717285,-0.40048909187316895,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,seriously,7580,0.06885170936584473,0.1495804488658905,-0.08072873950004578,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,honestly,14483,-1.9972190856933594,-1.8231734037399292,-0.17404568195343018,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,really,1196,3.603976011276245,3.9268295764923096,-0.32285356521606445,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,absolutely,6270,0.4524591267108917,0.9093612432479858,-0.4569021165370941,pipeline,casual,high
The situation is,-15.0,casual_high_emotion,incredibly,9301,1.0591459274291992,1.3703346252441406,-0.3111886978149414,pipeline,casual,high
The situation is,4.0,formal_low_emotion,perhaps,4153,0.4628326892852783,0.45963501930236816,0.0031976699829101562,pipeline,formal,low
The situation is,4.0,formal_low_emotion,may,754,0.14051523804664612,0.1397370994091034,0.0007781386375427246,pipeline,formal,low
The situation is,4.0,formal_low_emotion,however,2480,0.19213470816612244,0.18501636385917664,0.007118344306945801,pipeline,formal,low
The situation is,4.0,formal_low_emotion,therefore,4320,-1.0143952369689941,-1.0305018424987793,0.016106605529785156,pipeline,formal,low
The situation is,4.0,formal_low_emotion,consequently,23995,-3.9811573028564453,-3.9954416751861572,0.014284372329711914,pipeline,formal,low
The situation is,4.0,formal_low_emotion,moreover,541,2.6606359481811523,2.6562626361846924,0.004373311996459961,pipeline,formal,low
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.563076496124268,-5.582033157348633,0.018956661224365234,pipeline,formal,low
The situation is,4.0,formal_low_emotion,furthermore,2134,4.223536014556885,4.211295127868652,0.012240886688232422,pipeline,formal,low
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.739078521728516,-4.748511791229248,0.009433269500732422,pipeline,formal,high
The situation is,4.0,formal_high_emotion,devastated,27668,-3.71665096282959,-3.724219799041748,0.007568836212158203,pipeline,formal,high
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.086584091186523,-6.091681957244873,0.005097866058349609,pipeline,formal,high
The situation is,4.0,formal_high_emotion,appalling,573,-0.3328379988670349,-0.3455497622489929,0.012711763381958008,pipeline,formal,high
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.2805480360984802,-0.2890723943710327,0.00852435827255249,pipeline,formal,high
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.35086631774902344,0.3397325277328491,0.011133790016174316,pipeline,formal,high
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.0980623960494995,-1.111100673675537,0.013038277626037598,pipeline,formal,high
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.290909767150879,-6.298599720001221,0.007689952850341797,pipeline,formal,high
The situation is,4.0,casual_low_emotion,yeah,12191,-5.947887420654297,-5.949758529663086,0.0018711090087890625,pipeline,casual,low
The situation is,4.0,casual_low_emotion,okay,10989,-0.13601014018058777,-0.139857679605484,0.0038475394248962402,pipeline,casual,low
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6239216327667236,-1.6276700496673584,0.0037484169006347656,pipeline,casual,low
The situation is,4.0,casual_low_emotion,basically,8087,-1.2535450458526611,-1.2645151615142822,0.010970115661621094,pipeline,casual,low
The situation is,4.0,casual_low_emotion,anyway,8668,-2.024813652038574,-2.0300707817077637,0.005257129669189453,pipeline,casual,low
The situation is,4.0,casual_low_emotion,whatever,5193,-7.159708023071289,-7.154359340667725,-0.005348682403564453,pipeline,casual,low
The situation is,4.0,casual_low_emotion,guess,5310,-2.4422659873962402,-2.4486775398254395,0.006411552429199219,pipeline,casual,low
The situation is,4.0,casual_low_emotion,stuff,4269,-6.0326337814331055,-6.041114807128906,0.008481025695800781,pipeline,casual,low
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6208150386810303,-1.6249549388885498,0.004139900207519531,pipeline,casual,high
The situation is,4.0,casual_high_emotion,totally,7110,1.126035451889038,1.113581657409668,0.012453794479370117,pipeline,casual,high
The situation is,4.0,casual_high_emotion,literally,8642,0.3410675525665283,0.32985711097717285,0.011210441589355469,pipeline,casual,high
The situation is,4.0,casual_high_emotion,seriously,7580,0.1496429145336151,0.1495804488658905,6.246566772460938e-05,pipeline,casual,high
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8088300228118896,-1.8231734037399292,0.01434338092803955,pipeline,casual,high
The situation is,4.0,casual_high_emotion,really,1196,3.933192253112793,3.9268295764923096,0.0063626766204833984,pipeline,casual,high
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9226509928703308,0.9093612432479858,0.01328974962234497,pipeline,casual,high
The situation is,4.0,casual_high_emotion,incredibly,9301,1.378103494644165,1.3703346252441406,0.007768869400024414,pipeline,casual,high
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,0.45963501930236816,0.0,pipeline,formal,low
