prompt,word_category,word,token_id,baseline_logit,mean_logit,std_logit,min_logit,max_logit,range_logit,max_abs_difference_from_baseline,mean_abs_difference_from_baseline,clamping_effect,num_clamp_conditions,target_features
The best approach would be,formal_high_emotion,magnificent,16773,-10.78873062133789,-10.788742780685425,0.00018770599492181633,-10.789043426513672,-10.788532257080078,0.00051116943359375,0.00031280517578125,0.0001442432403564453,0.00051116943359375,4,[1113]
The best approach would be,casual_high_emotion,seriously,7580,-7.173641681671143,-7.173624634742737,0.00018164096693275858,-7.173895835876465,-7.173389434814453,0.0005064010620117188,0.0002541542053222656,0.00014412403106689453,0.0005064010620117188,4,[1113]
The best approach would be,formal_low_emotion,consequently,23995,-8.180412292480469,-8.18042802810669,0.0001693644768702721,-8.180700302124023,-8.180238723754883,0.000461578369140625,0.0002880096435546875,0.00012826919555664062,0.000461578369140625,4,[1113]
The best approach would be,formal_high_emotion,catastrophic,24769,-9.78831958770752,-9.788333177566528,0.00014081377514632253,-9.78856086730957,-9.788179397583008,0.0003814697265625,0.00024127960205078125,0.00010704994201660156,0.0003814697265625,4,[1113]
The best approach would be,formal_high_emotion,appalling,573,-4.261072635650635,-4.261044979095459,0.00012666468050180895,-4.2612223625183105,-4.260868549346924,0.00035381317138671875,0.0002040863037109375,0.00010251998901367188,0.00035381317138671875,4,[1113]
The best approach would be,casual_low_emotion,yeah,12191,-6.401001453399658,-6.401028275489807,0.00012711729868624614,-6.40123987197876,-6.400903701782227,0.0003361701965332031,0.0002384185791015625,9.238719940185547e-05,0.0003361701965332031,4,[1113]
The best approach would be,casual_low_emotion,whatever,5193,-3.552689552307129,-3.5526686906814575,0.0001232714552849799,-3.5528008937835693,-3.5524673461914062,0.00033354759216308594,0.00022220611572265625,9.02414321899414e-05,-0.00033354759216308594,4,[1113]
The best approach would be,formal_low_emotion,accordingly,17159,-7.918754577636719,-7.918773770332336,0.00010407858523421215,-7.918944835662842,-7.918664932250977,0.0002799034118652344,0.00019025802612304688,7.593631744384766e-05,0.0002799034118652344,4,[1113]
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896291732788086,-8.896279335021973,9.437762638365712e-05,-8.8964204788208,-8.896159172058105,0.0002613067626953125,0.00013256072998046875,7.677078247070312e-05,0.0002613067626953125,4,[1113]
The best approach would be,formal_low_emotion,however,2480,-4.3957953453063965,-4.395787715911865,8.329855200820355e-05,-4.395883083343506,-4.395654678344727,0.00022840499877929688,0.00014066696166992188,6.270408630371094e-05,-0.00022840499877929688,4,[1113]
The best approach would be,casual_high_emotion,literally,8642,-2.0675723552703857,-2.067582070827484,7.762133725254622e-05,-2.0676865577697754,-2.0674691200256348,0.000217437744140625,0.00011420249938964844,6.133317947387695e-05,-0.000217437744140625,4,[1113]
The best approach would be,formal_low_emotion,perhaps,4153,-2.634035587310791,-2.6340561509132385,7.290081797286928e-05,-2.6341662406921387,-2.633962869644165,0.0002033710479736328,0.00013065338134765625,5.692243576049805e-05,-0.0002033710479736328,4,[1113]
The best approach would be,casual_high_emotion,absolutely,6270,-4.405954837799072,-4.405931353569031,7.322391189489265e-05,-4.406028747558594,-4.405825614929199,0.00020313262939453125,0.00012922286987304688,6.0439109802246094e-05,0.00020313262939453125,4,[1113]
The best approach would be,formal_high_emotion,overwhelming,11734,-5.39698600769043,-5.3969632387161255,7.295793565260882e-05,-5.397034168243408,-5.396841049194336,0.00019311904907226562,0.00014495849609375,4.971027374267578e-05,-0.00019311904907226562,4,[1113]
The best approach would be,casual_high_emotion,honestly,14483,-3.3656911849975586,-3.365670382976532,5.2578560928463445e-05,-3.365734577178955,-3.3655898571014404,0.00014472007751464844,0.00010132789611816406,4.2498111724853516e-05,0.00014472007751464844,4,[1113]
The best approach would be,formal_low_emotion,moreover,541,-3.1680307388305664,-3.168052613735199,4.545685621718982e-05,-3.1681251525878906,-3.1680023670196533,0.0001227855682373047,9.441375732421875e-05,3.606081008911133e-05,-0.0001227855682373047,4,[1113]
The best approach would be,formal_low_emotion,therefore,4320,-4.262258529663086,-4.262330412864685,7.535790511682625e-05,-4.262444496154785,-4.262258529663086,0.00018596649169921875,0.00018596649169921875,7.18832015991211e-05,9.250640869140625e-05,4,[1113]
The best approach would be,casual_high_emotion,incredibly,9301,-8.792509078979492,-8.792508363723755,2.397855670754754e-05,-8.792534828186035,-8.79246997833252,6.4849853515625e-05,3.910064697265625e-05,1.8835067749023438e-05,-6.4849853515625e-05,4,[1113]
The best approach would be,casual_high_emotion,OMG,21978,-6.210177898406982,-6.2101733684539795,1.289445617960926e-05,-6.210187911987305,-6.210152626037598,3.528594970703125e-05,2.5272369384765625e-05,9.5367431640625e-06,3.528594970703125e-05,4,[1113]
The best approach would be,formal_high_emotion,devastated,27668,-11.786540985107422,-11.786568403244019,2.280234093946959e-05,-11.786598205566406,-11.786540985107422,5.7220458984375e-05,5.7220458984375e-05,2.7418136596679688e-05,-1.621246337890625e-05,4,[1113]
The best approach would be,formal_high_emotion,triumphant,15511,-9.740229606628418,-9.740247249603271,1.6689300537109375e-05,-9.740270614624023,-9.740229606628418,4.100799560546875e-05,4.100799560546875e-05,1.7642974853515625e-05,-1.52587890625e-05,4,[1113]
I think that,formal_low_emotion,therefore,4320,-4.266677379608154,-4.266677379608154,0.0,-4.266677379608154,-4.266677379608154,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,perhaps,4153,0.2058122158050537,0.2058122158050537,0.0,0.2058122158050537,0.2058122158050537,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,moreover,541,-2.8419508934020996,-2.8419508934020996,0.0,-2.8419508934020996,-2.8419508934020996,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,may,754,-2.8037004470825195,-2.8037004470825195,0.0,-2.8037004470825195,-2.8037004470825195,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,however,2480,-3.915515661239624,-3.915515661239624,0.0,-3.915515661239624,-3.915515661239624,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,furthermore,2134,-3.0227437019348145,-3.0227437019348145,0.0,-3.0227437019348145,-3.0227437019348145,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,consequently,23995,-5.0176591873168945,-5.0176591873168945,0.0,-5.0176591873168945,-5.0176591873168945,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_low_emotion,accordingly,17159,-7.259634017944336,-7.259634017944336,0.0,-7.259634017944336,-7.259634017944336,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,triumphant,15511,-4.358185768127441,-4.358185768127441,0.0,-4.358185768127441,-4.358185768127441,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,profoundly,29160,-7.630092144012451,-7.630092144012451,0.0,-7.630092144012451,-7.630092144012451,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,overwhelming,11734,-5.379208087921143,-5.379208087921143,0.0,-5.379208087921143,-5.379208087921143,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,magnificent,16773,-6.454354286193848,-6.454354286193848,0.0,-6.454354286193848,-6.454354286193848,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,extraordinary,10035,-4.591492176055908,-4.591492176055908,0.0,-4.591492176055908,-4.591492176055908,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,devastated,27668,-8.46481704711914,-8.46481704711914,0.0,-8.46481704711914,-8.46481704711914,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,catastrophic,24769,-7.234724044799805,-7.234724044799805,0.0,-7.234724044799805,-7.234724044799805,0.0,0.0,0.0,0.0,4,[1113]
I think that,formal_high_emotion,appalling,573,-4.783796787261963,-4.783796787261963,0.0,-4.783796787261963,-4.783796787261963,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,yeah,12191,-5.221872329711914,-5.221872329711914,0.0,-5.221872329711914,-5.221872329711914,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,whatever,5193,-1.578244686126709,-1.578244686126709,0.0,-1.578244686126709,-1.578244686126709,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,stuff,4269,-4.813152313232422,-4.813152313232422,0.0,-4.813152313232422,-4.813152313232422,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,okay,10989,-4.08888053894043,-4.08888053894043,0.0,-4.08888053894043,-4.08888053894043,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,kinda,21775,-3.7865092754364014,-3.7865092754364014,0.0,-3.7865092754364014,-3.7865092754364014,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,guess,5310,-7.473904132843018,-7.473904132843018,0.0,-7.473904132843018,-7.473904132843018,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,basically,8087,-4.468190670013428,-4.468190670013428,0.0,-4.468190670013428,-4.468190670013428,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_low_emotion,anyway,8668,-1.9663965702056885,-1.9663965702056885,0.0,-1.9663965702056885,-1.9663965702056885,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,totally,7110,-5.0995025634765625,-5.0995025634765625,0.0,-5.0995025634765625,-5.0995025634765625,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,seriously,7580,-5.117851734161377,-5.117851734161377,0.0,-5.117851734161377,-5.117851734161377,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,really,1196,-1.337662696838379,-1.337662696838379,0.0,-1.337662696838379,-1.337662696838379,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,literally,8642,-3.7345478534698486,-3.7345478534698486,0.0,-3.7345478534698486,-3.7345478534698486,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,incredibly,9301,-5.105256080627441,-5.105256080627441,0.0,-5.105256080627441,-5.105256080627441,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,honestly,14483,-2.7931108474731445,-2.7931108474731445,0.0,-2.7931108474731445,-2.7931108474731445,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,absolutely,6270,-4.670577526092529,-4.670577526092529,0.0,-4.670577526092529,-4.670577526092529,0.0,0.0,0.0,0.0,4,[1113]
I think that,casual_high_emotion,OMG,21978,-4.02517032623291,-4.02517032623291,0.0,-4.02517032623291,-4.02517032623291,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,-5.621413230895996,-5.621413230895996,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,-6.861181259155273,-6.861181259155273,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,-4.219243049621582,-4.219243049621582,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,-6.716452598571777,-6.716452598571777,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,-6.132267951965332,-6.132267951965332,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,-4.76451301574707,-4.76451301574707,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,-7.758991241455078,-7.758991241455078,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,-7.296827793121338,-7.296827793121338,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,-3.6882853507995605,-3.6882853507995605,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,-7.1929497718811035,-7.1929497718811035,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,-10.813848495483398,-10.813848495483398,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,-6.989842414855957,-6.989842414855957,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,-6.564785957336426,-6.564785957336426,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,-6.969966888427734,-6.969966888427734,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,-1.9221572875976562,-1.9221572875976562,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,-6.120282173156738,-6.120282173156738,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,-4.520817756652832,-4.520817756652832,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,-7.815947532653809,-7.815947532653809,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,-11.011892318725586,-11.011892318725586,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,-6.20956563949585,-6.20956563949585,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,-9.347652435302734,-9.347652435302734,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,-7.026409149169922,-7.026409149169922,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,-8.294178009033203,-8.294178009033203,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,-7.291601181030273,-7.291601181030273,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,-9.591421127319336,-9.591421127319336,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,-7.577548027038574,-7.577548027038574,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,-5.53042459487915,-5.53042459487915,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,-4.490779876708984,-4.490779876708984,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,-4.966970920562744,-4.966970920562744,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,-2.210540771484375,-2.210540771484375,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,-2.021848440170288,-2.021848440170288,0.0,0.0,0.0,0.0,4,[1113]
It seems to me that,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,-6.451186656951904,-6.451186656951904,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,therefore,4320,-1.493159532546997,-1.493159532546997,0.0,-1.493159532546997,-1.493159532546997,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,perhaps,4153,-0.6530513763427734,-0.6530513763427734,0.0,-0.6530513763427734,-0.6530513763427734,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,moreover,541,2.185621976852417,2.185621976852417,0.0,2.185621976852417,2.185621976852417,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,may,754,-1.0665335655212402,-1.0665335655212402,0.0,-1.0665335655212402,-1.0665335655212402,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,however,2480,0.27894127368927,0.27894127368927,0.0,0.27894127368927,0.27894127368927,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,furthermore,2134,1.6190004348754883,1.6190004348754883,0.0,1.6190004348754883,1.6190004348754883,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,consequently,23995,-5.66140079498291,-5.66140079498291,0.0,-5.66140079498291,-5.66140079498291,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_low_emotion,accordingly,17159,-5.066076278686523,-5.066076278686523,0.0,-5.066076278686523,-5.066076278686523,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,triumphant,15511,-7.073696136474609,-7.073696136474609,0.0,-7.073696136474609,-7.073696136474609,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,profoundly,29160,-3.5843353271484375,-3.5843353271484375,0.0,-3.5843353271484375,-3.5843353271484375,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,overwhelming,11734,-2.524343252182007,-2.524343252182007,0.0,-2.524343252182007,-2.524343252182007,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,magnificent,16773,-7.636904239654541,-7.636904239654541,0.0,-7.636904239654541,-7.636904239654541,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,extraordinary,10035,-6.540251731872559,-6.540251731872559,0.0,-6.540251731872559,-6.540251731872559,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,devastated,27668,-6.053213596343994,-6.053213596343994,0.0,-6.053213596343994,-6.053213596343994,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,catastrophic,24769,-8.417057991027832,-8.417057991027832,0.0,-8.417057991027832,-8.417057991027832,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,formal_high_emotion,appalling,573,-2.1583240032196045,-2.1583240032196045,0.0,-2.1583240032196045,-2.1583240032196045,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,yeah,12191,-1.9917230606079102,-1.9917230606079102,0.0,-1.9917230606079102,-1.9917230606079102,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,whatever,5193,-0.5858461856842041,-0.5858461856842041,0.0,-0.5858461856842041,-0.5858461856842041,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,stuff,4269,-4.390328407287598,-4.390328407287598,0.0,-4.390328407287598,-4.390328407287598,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,okay,10989,2.4675450325012207,2.4675450325012207,0.0,2.4675450325012207,2.4675450325012207,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,kinda,21775,2.370185136795044,2.370185136795044,0.0,2.370185136795044,2.370185136795044,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,guess,5310,-0.9407533407211304,-0.9407533407211304,0.0,-0.9407533407211304,-0.9407533407211304,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,basically,8087,3.003045082092285,3.003045082092285,0.0,3.003045082092285,3.003045082092285,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_low_emotion,anyway,8668,-0.7723385691642761,-0.7723385691642761,0.0,-0.7723385691642761,-0.7723385691642761,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,totally,7110,3.8451995849609375,3.8451995849609375,0.0,3.8451995849609375,3.8451995849609375,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,seriously,7580,-0.6703555583953857,-0.6703555583953857,0.0,-0.6703555583953857,-0.6703555583953857,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,really,1196,3.1145431995391846,3.1145431995391846,0.0,3.1145431995391846,3.1145431995391846,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,literally,8642,-1.328357219696045,-1.328357219696045,0.0,-1.328357219696045,-1.328357219696045,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,incredibly,9301,-2.0418953895568848,-2.0418953895568848,0.0,-2.0418953895568848,-2.0418953895568848,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,honestly,14483,1.4642746448516846,1.4642746448516846,0.0,1.4642746448516846,1.4642746448516846,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,absolutely,6270,-0.4787575602531433,-0.4787575602531433,0.0,-0.4787575602531433,-0.4787575602531433,0.0,0.0,0.0,0.0,4,[1113]
My opinion on this is,casual_high_emotion,OMG,21978,-4.685068130493164,-4.685068130493164,0.0,-4.685068130493164,-4.685068130493164,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,OMG,21978,-1.6249549388885498,-1.6249549388885498,0.0,-1.6249549388885498,-1.6249549388885498,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,absolutely,6270,0.9093612432479858,0.9093612432479858,0.0,0.9093612432479858,0.9093612432479858,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,honestly,14483,-1.8231734037399292,-1.8231734037399292,0.0,-1.8231734037399292,-1.8231734037399292,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,incredibly,9301,1.3703346252441406,1.3703346252441406,0.0,1.3703346252441406,1.3703346252441406,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,literally,8642,0.32985711097717285,0.32985711097717285,0.0,0.32985711097717285,0.32985711097717285,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,really,1196,3.9268295764923096,3.9268295764923096,0.0,3.9268295764923096,3.9268295764923096,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,seriously,7580,0.1495804488658905,0.1495804488658905,0.0,0.1495804488658905,0.1495804488658905,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_high_emotion,totally,7110,1.113581657409668,1.113581657409668,0.0,1.113581657409668,1.113581657409668,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,anyway,8668,-2.0300707817077637,-2.0300707817077637,0.0,-2.0300707817077637,-2.0300707817077637,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,basically,8087,-1.2645151615142822,-1.2645151615142822,0.0,-1.2645151615142822,-1.2645151615142822,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,guess,5310,-2.4486775398254395,-2.4486775398254395,0.0,-2.4486775398254395,-2.4486775398254395,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,kinda,21775,-1.6276700496673584,-1.6276700496673584,0.0,-1.6276700496673584,-1.6276700496673584,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,okay,10989,-0.139857679605484,-0.139857679605484,0.0,-0.139857679605484,-0.139857679605484,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,stuff,4269,-6.041114807128906,-6.041114807128906,0.0,-6.041114807128906,-6.041114807128906,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,whatever,5193,-7.154359340667725,-7.154359340667725,0.0,-7.154359340667725,-7.154359340667725,0.0,0.0,0.0,0.0,4,[1113]
The situation is,casual_low_emotion,yeah,12191,-5.949758529663086,-5.949758529663086,0.0,-5.949758529663086,-5.949758529663086,0.0,0.0,0.0,0.0,4,[1113]
The situation is,formal_high_emotion,appalling,573,-0.3455497622489929,-0.3455497622489929,0.0,-0.3455497622489929,-0.3455497622489929,0.0,0.0,0.0,0.0,4,[1113]
The situation is,formal_high_emotion,catastrophic,24769,-1.111100673675537,-1.111100673675537,0.0,-1.111100673675537,-1.111100673675537,0.0,0.0,0.0,0.0,4,[1113]
The situation is,formal_high_emotion,devastated,27668,-3.724219799041748,-3.724219799041748,0.0,-3.724219799041748,-3.724219799041748,0.0,0.0,0.0,0.0,4,[1113]
The situation is,formal_high_emotion,extraordinary,10035,-0.2890723943710327,-0.2890723943710327,0.0,-0.2890723943710327,-0.2890723943710327,0.0,0.0,0.0,0.0,4,[1113]
