prompt,clamp_value,word_category,word,token_id,logit_value,target_features
The situation is,-4.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[1113]
The situation is,-4.0,formal_low_emotion,furthermore,2134,4.211295127868652,[1113]
The situation is,-4.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[1113]
The situation is,-4.0,formal_high_emotion,devastated,27668,-3.724219799041748,[1113]
The situation is,-4.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[1113]
The situation is,-4.0,formal_high_emotion,appalling,573,-0.3455497622489929,[1113]
The situation is,-4.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[1113]
The situation is,-4.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[1113]
The situation is,-4.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[1113]
The situation is,-4.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[1113]
The situation is,-4.0,casual_low_emotion,yeah,12191,-5.949758529663086,[1113]
The situation is,-4.0,casual_low_emotion,okay,10989,-0.139857679605484,[1113]
The situation is,-4.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[1113]
The situation is,-4.0,casual_low_emotion,basically,8087,-1.2645151615142822,[1113]
The situation is,-4.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[1113]
The situation is,-4.0,casual_low_emotion,whatever,5193,-7.154359340667725,[1113]
The situation is,-4.0,casual_low_emotion,guess,5310,-2.4486775398254395,[1113]
The situation is,-4.0,casual_low_emotion,stuff,4269,-6.041114807128906,[1113]
The situation is,-4.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[1113]
The situation is,-4.0,casual_high_emotion,totally,7110,1.113581657409668,[1113]
The situation is,-4.0,casual_high_emotion,literally,8642,0.32985711097717285,[1113]
The situation is,-4.0,casual_high_emotion,seriously,7580,0.1495804488658905,[1113]
The situation is,-4.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[1113]
The situation is,-4.0,casual_high_emotion,really,1196,3.9268295764923096,[1113]
The situation is,-4.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[1113]
The situation is,-4.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[1113]
The situation is,0.0,formal_low_emotion,perhaps,4153,0.45963501930236816,[1113]
The situation is,0.0,formal_low_emotion,may,754,0.1397370994091034,[1113]
The situation is,0.0,formal_low_emotion,however,2480,0.18501636385917664,[1113]
The situation is,0.0,formal_low_emotion,therefore,4320,-1.0305018424987793,[1113]
The situation is,0.0,formal_low_emotion,consequently,23995,-3.9954416751861572,[1113]
The situation is,0.0,formal_low_emotion,moreover,541,2.6562626361846924,[1113]
The situation is,0.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[1113]
The situation is,0.0,formal_low_emotion,furthermore,2134,4.211295127868652,[1113]
The situation is,0.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[1113]
The situation is,0.0,formal_high_emotion,devastated,27668,-3.724219799041748,[1113]
The situation is,0.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[1113]
The situation is,0.0,formal_high_emotion,appalling,573,-0.3455497622489929,[1113]
The situation is,0.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[1113]
The situation is,0.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[1113]
The situation is,0.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[1113]
The situation is,0.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[1113]
The situation is,0.0,casual_low_emotion,yeah,12191,-5.949758529663086,[1113]
The situation is,0.0,casual_low_emotion,okay,10989,-0.139857679605484,[1113]
The situation is,0.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[1113]
The situation is,0.0,casual_low_emotion,basically,8087,-1.2645151615142822,[1113]
The situation is,0.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[1113]
The situation is,0.0,casual_low_emotion,whatever,5193,-7.154359340667725,[1113]
The situation is,0.0,casual_low_emotion,guess,5310,-2.4486775398254395,[1113]
The situation is,0.0,casual_low_emotion,stuff,4269,-6.041114807128906,[1113]
The situation is,0.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[1113]
The situation is,0.0,casual_high_emotion,totally,7110,1.113581657409668,[1113]
The situation is,0.0,casual_high_emotion,literally,8642,0.32985711097717285,[1113]
The situation is,0.0,casual_high_emotion,seriously,7580,0.1495804488658905,[1113]
The situation is,0.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[1113]
The situation is,0.0,casual_high_emotion,really,1196,3.9268295764923096,[1113]
The situation is,0.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[1113]
The situation is,0.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[1113]
The situation is,1.0,formal_low_emotion,perhaps,4153,0.45963501930236816,[1113]
The situation is,1.0,formal_low_emotion,may,754,0.1397370994091034,[1113]
The situation is,1.0,formal_low_emotion,however,2480,0.18501636385917664,[1113]
The situation is,1.0,formal_low_emotion,therefore,4320,-1.0305018424987793,[1113]
The situation is,1.0,formal_low_emotion,consequently,23995,-3.9954416751861572,[1113]
The situation is,1.0,formal_low_emotion,moreover,541,2.6562626361846924,[1113]
The situation is,1.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[1113]
The situation is,1.0,formal_low_emotion,furthermore,2134,4.211295127868652,[1113]
The situation is,1.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[1113]
The situation is,1.0,formal_high_emotion,devastated,27668,-3.724219799041748,[1113]
The situation is,1.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[1113]
The situation is,1.0,formal_high_emotion,appalling,573,-0.3455497622489929,[1113]
The situation is,1.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[1113]
The situation is,1.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[1113]
The situation is,1.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[1113]
The situation is,1.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[1113]
The situation is,1.0,casual_low_emotion,yeah,12191,-5.949758529663086,[1113]
The situation is,1.0,casual_low_emotion,okay,10989,-0.139857679605484,[1113]
The situation is,1.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[1113]
The situation is,1.0,casual_low_emotion,basically,8087,-1.2645151615142822,[1113]
The situation is,1.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[1113]
The situation is,1.0,casual_low_emotion,whatever,5193,-7.154359340667725,[1113]
The situation is,1.0,casual_low_emotion,guess,5310,-2.4486775398254395,[1113]
The situation is,1.0,casual_low_emotion,stuff,4269,-6.041114807128906,[1113]
The situation is,1.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[1113]
The situation is,1.0,casual_high_emotion,totally,7110,1.113581657409668,[1113]
The situation is,1.0,casual_high_emotion,literally,8642,0.32985711097717285,[1113]
The situation is,1.0,casual_high_emotion,seriously,7580,0.1495804488658905,[1113]
The situation is,1.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[1113]
The situation is,1.0,casual_high_emotion,really,1196,3.9268295764923096,[1113]
The situation is,1.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[1113]
The situation is,1.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[1113]
The situation is,4.0,formal_low_emotion,perhaps,4153,0.45963501930236816,[1113]
The situation is,4.0,formal_low_emotion,may,754,0.1397370994091034,[1113]
The situation is,4.0,formal_low_emotion,however,2480,0.18501636385917664,[1113]
The situation is,4.0,formal_low_emotion,therefore,4320,-1.0305018424987793,[1113]
The situation is,4.0,formal_low_emotion,consequently,23995,-3.9954416751861572,[1113]
The situation is,4.0,formal_low_emotion,moreover,541,2.6562626361846924,[1113]
The situation is,4.0,formal_low_emotion,accordingly,17159,-5.582033157348633,[1113]
The situation is,4.0,formal_low_emotion,furthermore,2134,4.211295127868652,[1113]
The situation is,4.0,formal_high_emotion,profoundly,29160,-4.748511791229248,[1113]
The situation is,4.0,formal_high_emotion,devastated,27668,-3.724219799041748,[1113]
The situation is,4.0,formal_high_emotion,magnificent,16773,-6.091681957244873,[1113]
The situation is,4.0,formal_high_emotion,appalling,573,-0.3455497622489929,[1113]
The situation is,4.0,formal_high_emotion,extraordinary,10035,-0.2890723943710327,[1113]
The situation is,4.0,formal_high_emotion,overwhelming,11734,0.3397325277328491,[1113]
The situation is,4.0,formal_high_emotion,catastrophic,24769,-1.111100673675537,[1113]
The situation is,4.0,formal_high_emotion,triumphant,15511,-6.298599720001221,[1113]
The situation is,4.0,casual_low_emotion,yeah,12191,-5.949758529663086,[1113]
The situation is,4.0,casual_low_emotion,okay,10989,-0.139857679605484,[1113]
The situation is,4.0,casual_low_emotion,kinda,21775,-1.6276700496673584,[1113]
The situation is,4.0,casual_low_emotion,basically,8087,-1.2645151615142822,[1113]
The situation is,4.0,casual_low_emotion,anyway,8668,-2.0300707817077637,[1113]
The situation is,4.0,casual_low_emotion,whatever,5193,-7.154359340667725,[1113]
The situation is,4.0,casual_low_emotion,guess,5310,-2.4486775398254395,[1113]
The situation is,4.0,casual_low_emotion,stuff,4269,-6.041114807128906,[1113]
The situation is,4.0,casual_high_emotion,OMG,21978,-1.6249549388885498,[1113]
The situation is,4.0,casual_high_emotion,totally,7110,1.113581657409668,[1113]
The situation is,4.0,casual_high_emotion,literally,8642,0.32985711097717285,[1113]
The situation is,4.0,casual_high_emotion,seriously,7580,0.1495804488658905,[1113]
The situation is,4.0,casual_high_emotion,honestly,14483,-1.8231734037399292,[1113]
The situation is,4.0,casual_high_emotion,really,1196,3.9268295764923096,[1113]
The situation is,4.0,casual_high_emotion,absolutely,6270,0.9093612432479858,[1113]
The situation is,4.0,casual_high_emotion,incredibly,9301,1.3703346252441406,[1113]
My opinion on this is,-4.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,[1113]
My opinion on this is,-4.0,formal_low_emotion,may,754,-1.0665335655212402,[1113]
My opinion on this is,-4.0,formal_low_emotion,however,2480,0.27894127368927,[1113]
My opinion on this is,-4.0,formal_low_emotion,therefore,4320,-1.493159532546997,[1113]
My opinion on this is,-4.0,formal_low_emotion,consequently,23995,-5.66140079498291,[1113]
My opinion on this is,-4.0,formal_low_emotion,moreover,541,2.185621976852417,[1113]
My opinion on this is,-4.0,formal_low_emotion,accordingly,17159,-5.066076278686523,[1113]
My opinion on this is,-4.0,formal_low_emotion,furthermore,2134,1.6190004348754883,[1113]
My opinion on this is,-4.0,formal_high_emotion,profoundly,29160,-3.5843353271484375,[1113]
My opinion on this is,-4.0,formal_high_emotion,devastated,27668,-6.053213596343994,[1113]
My opinion on this is,-4.0,formal_high_emotion,magnificent,16773,-7.636904239654541,[1113]
My opinion on this is,-4.0,formal_high_emotion,appalling,573,-2.1583240032196045,[1113]
My opinion on this is,-4.0,formal_high_emotion,extraordinary,10035,-6.540251731872559,[1113]
My opinion on this is,-4.0,formal_high_emotion,overwhelming,11734,-2.524343252182007,[1113]
My opinion on this is,-4.0,formal_high_emotion,catastrophic,24769,-8.417057991027832,[1113]
My opinion on this is,-4.0,formal_high_emotion,triumphant,15511,-7.073696136474609,[1113]
My opinion on this is,-4.0,casual_low_emotion,yeah,12191,-1.9917230606079102,[1113]
My opinion on this is,-4.0,casual_low_emotion,okay,10989,2.4675450325012207,[1113]
My opinion on this is,-4.0,casual_low_emotion,kinda,21775,2.370185136795044,[1113]
My opinion on this is,-4.0,casual_low_emotion,basically,8087,3.003045082092285,[1113]
My opinion on this is,-4.0,casual_low_emotion,anyway,8668,-0.7723385691642761,[1113]
My opinion on this is,-4.0,casual_low_emotion,whatever,5193,-0.5858461856842041,[1113]
My opinion on this is,-4.0,casual_low_emotion,guess,5310,-0.9407533407211304,[1113]
My opinion on this is,-4.0,casual_low_emotion,stuff,4269,-4.390328407287598,[1113]
My opinion on this is,-4.0,casual_high_emotion,OMG,21978,-4.685068130493164,[1113]
My opinion on this is,-4.0,casual_high_emotion,totally,7110,3.8451995849609375,[1113]
My opinion on this is,-4.0,casual_high_emotion,literally,8642,-1.328357219696045,[1113]
My opinion on this is,-4.0,casual_high_emotion,seriously,7580,-0.6703555583953857,[1113]
My opinion on this is,-4.0,casual_high_emotion,honestly,14483,1.4642746448516846,[1113]
My opinion on this is,-4.0,casual_high_emotion,really,1196,3.1145431995391846,[1113]
My opinion on this is,-4.0,casual_high_emotion,absolutely,6270,-0.4787575602531433,[1113]
My opinion on this is,-4.0,casual_high_emotion,incredibly,9301,-2.0418953895568848,[1113]
My opinion on this is,0.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,[1113]
My opinion on this is,0.0,formal_low_emotion,may,754,-1.0665335655212402,[1113]
My opinion on this is,0.0,formal_low_emotion,however,2480,0.27894127368927,[1113]
My opinion on this is,0.0,formal_low_emotion,therefore,4320,-1.493159532546997,[1113]
My opinion on this is,0.0,formal_low_emotion,consequently,23995,-5.66140079498291,[1113]
My opinion on this is,0.0,formal_low_emotion,moreover,541,2.185621976852417,[1113]
My opinion on this is,0.0,formal_low_emotion,accordingly,17159,-5.066076278686523,[1113]
My opinion on this is,0.0,formal_low_emotion,furthermore,2134,1.6190004348754883,[1113]
My opinion on this is,0.0,formal_high_emotion,profoundly,29160,-3.5843353271484375,[1113]
My opinion on this is,0.0,formal_high_emotion,devastated,27668,-6.053213596343994,[1113]
My opinion on this is,0.0,formal_high_emotion,magnificent,16773,-7.636904239654541,[1113]
My opinion on this is,0.0,formal_high_emotion,appalling,573,-2.1583240032196045,[1113]
My opinion on this is,0.0,formal_high_emotion,extraordinary,10035,-6.540251731872559,[1113]
My opinion on this is,0.0,formal_high_emotion,overwhelming,11734,-2.524343252182007,[1113]
My opinion on this is,0.0,formal_high_emotion,catastrophic,24769,-8.417057991027832,[1113]
My opinion on this is,0.0,formal_high_emotion,triumphant,15511,-7.073696136474609,[1113]
My opinion on this is,0.0,casual_low_emotion,yeah,12191,-1.9917230606079102,[1113]
My opinion on this is,0.0,casual_low_emotion,okay,10989,2.4675450325012207,[1113]
My opinion on this is,0.0,casual_low_emotion,kinda,21775,2.370185136795044,[1113]
My opinion on this is,0.0,casual_low_emotion,basically,8087,3.003045082092285,[1113]
My opinion on this is,0.0,casual_low_emotion,anyway,8668,-0.7723385691642761,[1113]
My opinion on this is,0.0,casual_low_emotion,whatever,5193,-0.5858461856842041,[1113]
My opinion on this is,0.0,casual_low_emotion,guess,5310,-0.9407533407211304,[1113]
My opinion on this is,0.0,casual_low_emotion,stuff,4269,-4.390328407287598,[1113]
My opinion on this is,0.0,casual_high_emotion,OMG,21978,-4.685068130493164,[1113]
My opinion on this is,0.0,casual_high_emotion,totally,7110,3.8451995849609375,[1113]
My opinion on this is,0.0,casual_high_emotion,literally,8642,-1.328357219696045,[1113]
My opinion on this is,0.0,casual_high_emotion,seriously,7580,-0.6703555583953857,[1113]
My opinion on this is,0.0,casual_high_emotion,honestly,14483,1.4642746448516846,[1113]
My opinion on this is,0.0,casual_high_emotion,really,1196,3.1145431995391846,[1113]
My opinion on this is,0.0,casual_high_emotion,absolutely,6270,-0.4787575602531433,[1113]
My opinion on this is,0.0,casual_high_emotion,incredibly,9301,-2.0418953895568848,[1113]
My opinion on this is,1.0,formal_low_emotion,perhaps,4153,-0.6530513763427734,[1113]
My opinion on this is,1.0,formal_low_emotion,may,754,-1.0665335655212402,[1113]
My opinion on this is,1.0,formal_low_emotion,however,2480,0.27894127368927,[1113]
My opinion on this is,1.0,formal_low_emotion,therefore,4320,-1.493159532546997,[1113]
My opinion on this is,1.0,formal_low_emotion,consequently,23995,-5.66140079498291,[1113]
My opinion on this is,1.0,formal_low_emotion,moreover,541,2.185621976852417,[1113]
My opinion on this is,1.0,formal_low_emotion,accordingly,17159,-5.066076278686523,[1113]
My opinion on this is,1.0,formal_low_emotion,furthermore,2134,1.6190004348754883,[1113]
My opinion on this is,1.0,formal_high_emotion,profoundly,29160,-3.5843353271484375,[1113]
My opinion on this is,1.0,formal_high_emotion,devastated,27668,-6.053213596343994,[1113]
My opinion on this is,1.0,formal_high_emotion,magnificent,16773,-7.636904239654541,[1113]
My opinion on this is,1.0,formal_high_emotion,appalling,573,-2.1583240032196045,[1113]
My opinion on this is,1.0,formal_high_emotion,extraordinary,10035,-6.540251731872559,[1113]
My opinion on this is,1.0,formal_high_emotion,overwhelming,11734,-2.524343252182007,[1113]
My opinion on this is,1.0,formal_high_emotion,catastrophic,24769,-8.417057991027832,[1113]
My opinion on this is,1.0,formal_high_emotion,triumphant,15511,-7.073696136474609,[1113]
My opinion on this is,1.0,casual_low_emotion,yeah,12191,-1.9917230606079102,[1113]
My opinion on this is,1.0,casual_low_emotion,okay,10989,2.4675450325012207,[1113]
My opinion on this is,1.0,casual_low_emotion,kinda,21775,2.370185136795044,[1113]
My opinion on this is,1.0,casual_low_emotion,basically,8087,3.003045082092285,[1113]
My opinion on this is,1.0,casual_low_emotion,anyway,8668,-0.7723385691642761,[1113]
My opinion on this is,1.0,casual_low_emotion,whatever,5193,-0.5858461856842041,[1113]
My opinion on this is,1.0,casual_low_emotion,guess,5310,-0.9407533407211304,[1113]
My opinion on this is,1.0,casual_low_emotion,stuff,4269,-4.390328407287598,[1113]
My opinion on this is,1.0,casual_high_emotion,OMG,21978,-4.685068130493164,[1113]
My opinion on this is,1.0,casual_high_emotion,totally,7110,3.8451995849609375,[1113]
My opinion on this is,1.0,casual_high_emotion,literally,8642,-1.328357219696045,[1113]
My opinion on this is,1.0,casual_high_emotion,seriously,7580,-0.6703555583953857,[1113]
