prompt_idx,prompt,position,token_id,token_text,intervention_type,kl_divergence,sample_idx,epsilon_distance
3,It seems to me that,1,571,It,epsilon_random,0.832188606262207,7,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.3522051274776459,8,223.86624145507812
3,It seems to me that,1,571,It,epsilon_random,0.2777373790740967,9,223.86624145507812
3,It seems to me that,2,2666,seems,SAE_only,1.1470601558685303,0,
3,It seems to me that,2,2666,seems,SAE_NFM,1.0979955196380615,0,
3,It seems to me that,2,2666,seems,epsilon_random,0.21114641427993774,0,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.26984989643096924,1,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.2272275984287262,2,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.3787153363227844,3,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.18558165431022644,4,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.15035030245780945,5,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.213885098695755,6,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.223223015666008,7,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.27288731932640076,8,223.86624145507812
3,It seems to me that,2,2666,seems,epsilon_random,0.19270917773246765,9,223.86624145507812
3,It seems to me that,3,289,to,SAE_only,1.570542335510254,0,
3,It seems to me that,3,289,to,SAE_NFM,1.8723597526550293,0,
3,It seems to me that,3,289,to,epsilon_random,0.5831902027130127,0,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.17042426764965057,1,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.16183871030807495,2,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.09187639504671097,3,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.1774861216545105,4,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.22925779223442078,5,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.18678539991378784,6,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.18909019231796265,7,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.32993099093437195,8,223.86624145507812
3,It seems to me that,3,289,to,epsilon_random,0.26420462131500244,9,223.86624145507812
3,It seems to me that,4,515,me,SAE_only,0.8734251260757446,0,
3,It seems to me that,4,515,me,SAE_NFM,0.6322987675666809,0,
3,It seems to me that,4,515,me,epsilon_random,0.06443743407726288,0,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.12139616161584854,1,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.21383939683437347,2,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.12716123461723328,3,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.09259547293186188,4,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.06816428899765015,5,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.12771466374397278,6,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.09475727379322052,7,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.11523395031690598,8,223.86624145507812
3,It seems to me that,4,515,me,epsilon_random,0.06319364905357361,9,223.86624145507812
3,It seems to me that,5,342,that,SAE_only,0.8745681047439575,0,
3,It seems to me that,5,342,that,SAE_NFM,0.5735071897506714,0,
3,It seems to me that,5,342,that,epsilon_random,0.21666283905506134,0,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.21142689883708954,1,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.22429868578910828,2,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.23627841472625732,3,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.2024688869714737,4,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.20166489481925964,5,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.24080777168273926,6,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.18109366297721863,7,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.20595768094062805,8,223.86624145507812
3,It seems to me that,5,342,that,epsilon_random,0.1620047688484192,9,223.86624145507812
4,The best approach would be,0,1,<s>,SAE_only,4.406339645385742,0,
4,The best approach would be,0,1,<s>,SAE_NFM,4.688936710357666,0,
4,The best approach would be,0,1,<s>,epsilon_random,5.580163955688477,0,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.441135406494141,1,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.352853775024414,2,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.957088470458984,3,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,6.01284646987915,4,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.879403114318848,5,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.1929473876953125,6,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,6.184632778167725,7,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.798635005950928,8,225.83071899414062
4,The best approach would be,0,1,<s>,epsilon_random,5.962845802307129,9,225.83071899414062
4,The best approach would be,1,347,The,SAE_only,2.1192708015441895,0,
4,The best approach would be,1,347,The,SAE_NFM,1.4664361476898193,0,
4,The best approach would be,1,347,The,epsilon_random,0.6364776492118835,0,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.8008394241333008,1,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.4741066098213196,2,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.5334547758102417,3,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.5518535375595093,4,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.5921884775161743,5,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.6584590673446655,6,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.4271153211593628,7,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.5276716351509094,8,225.83071899414062
4,The best approach would be,1,347,The,epsilon_random,0.5045390725135803,9,225.83071899414062
4,The best approach would be,2,1153,best,SAE_only,2.0976123809814453,0,
4,The best approach would be,2,1153,best,SAE_NFM,1.7700438499450684,0,
4,The best approach would be,2,1153,best,epsilon_random,0.6269217729568481,0,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.9338201284408569,1,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.5415866374969482,2,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.568804144859314,3,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.9235837459564209,4,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.5598907470703125,5,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.5482585430145264,6,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.6607635021209717,7,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.8486636877059937,8,225.83071899414062
4,The best approach would be,2,1153,best,epsilon_random,0.7534264326095581,9,225.83071899414062
4,The best approach would be,3,2885,approach,SAE_only,2.410944938659668,0,
4,The best approach would be,3,2885,approach,SAE_NFM,1.5448191165924072,0,
4,The best approach would be,3,2885,approach,epsilon_random,0.05750599503517151,0,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.13151398301124573,1,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.12632383406162262,2,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.116336889564991,3,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.11245479434728622,4,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.07994534075260162,5,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.13304103910923004,6,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.15595673024654388,7,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.0677931159734726,8,225.83071899414062
4,The best approach would be,3,2885,approach,epsilon_random,0.1393721103668213,9,225.83071899414062
4,The best approach would be,4,637,would,SAE_only,1.4578042030334473,0,
4,The best approach would be,4,637,would,SAE_NFM,2.123462200164795,0,
4,The best approach would be,4,637,would,epsilon_random,0.01665119081735611,0,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.033629149198532104,1,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.032970551401376724,2,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.03721589222550392,3,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.0808790922164917,4,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.03805999830365181,5,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.06036655232310295,6,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.08088427782058716,7,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.04090866446495056,8,225.83071899414062
4,The best approach would be,4,637,would,epsilon_random,0.09216757118701935,9,225.83071899414062
4,The best approach would be,5,333,be,SAE_only,0.9703715443611145,0,
4,The best approach would be,5,333,be,SAE_NFM,0.7210355997085571,0,
4,The best approach would be,5,333,be,epsilon_random,0.06711260974407196,0,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.06264793872833252,1,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.10233800113201141,2,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.10340294986963272,3,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.05852281302213669,4,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.069636769592762,5,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.19597750902175903,6,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.19344662129878998,7,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.09271854907274246,8,225.83071899414062
4,The best approach would be,5,333,be,epsilon_random,0.11401224136352539,9,225.83071899414062
5,When considering the problem,0,1,<s>,SAE_only,4.406339645385742,0,
5,When considering the problem,0,1,<s>,SAE_NFM,4.688936710357666,0,
5,When considering the problem,0,1,<s>,epsilon_random,5.9198832511901855,0,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.794879913330078,1,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.9737138748168945,2,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.6933698654174805,3,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.319614410400391,4,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,7.03035831451416,5,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.154851913452148,6,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.2639875411987305,7,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,5.117619514465332,8,264.3191833496094
5,When considering the problem,0,1,<s>,epsilon_random,6.693161487579346,9,264.3191833496094
5,When considering the problem,1,1408,When,SAE_only,2.0547852516174316,0,
5,When considering the problem,1,1408,When,SAE_NFM,1.8614799976348877,0,
5,When considering the problem,1,1408,When,epsilon_random,0.32363271713256836,0,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.48654478788375854,1,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5991312265396118,2,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5935391187667847,3,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5411009192466736,4,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.43590694665908813,5,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5051252245903015,6,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5286080837249756,7,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.5207047462463379,8,264.3191833496094
5,When considering the problem,1,1408,When,epsilon_random,0.48708873987197876,9,264.3191833496094
5,When considering the problem,2,6776,considering,SAE_only,2.0555241107940674,0,
5,When considering the problem,2,6776,considering,SAE_NFM,1.1579774618148804,0,
5,When considering the problem,2,6776,considering,epsilon_random,0.45634087920188904,0,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.4416626989841461,1,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.40716010332107544,2,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.3784506022930145,3,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.47101637721061707,4,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.4350629448890686,5,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.35270750522613525,6,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.4005371034145355,7,264.3191833496094
5,When considering the problem,2,6776,considering,epsilon_random,0.41507381200790405,8,264.3191833496094
