prompt,word_category,word,token_id,baseline_logit,mean_logit,std_logit,min_logit,max_logit,range_logit,max_abs_difference_from_baseline,mean_abs_difference_from_baseline,clamping_effect,num_clamp_conditions,target_features
It seems to me that,formal_high_emotion,appalling,573,-4.520803928375244,-4.520808100700378,3.4845631855815224e-05,-4.5208539962768555,-4.520756721496582,9.72747802734375e-05,5.0067901611328125e-05,2.777576446533203e-05,-9.72747802734375e-05,4,[4067]
The situation is,casual_low_emotion,okay,10989,-0.13984417915344238,-0.13984846323728561,3.4309329862354214e-05,-0.13989391922950745,-0.13979807496070862,9.584426879882812e-05,4.9740076065063477e-05,2.7336180210113525e-05,-9.584426879882812e-05,4,[4067]
The best approach would be,casual_low_emotion,stuff,4269,-6.817227363586426,-6.817232370376587,3.416214619474674e-05,-6.817277908325195,-6.817182540893555,9.5367431640625e-05,5.054473876953125e-05,2.7418136596679688e-05,-9.5367431640625e-05,4,[4067]
The best approach would be,formal_high_emotion,overwhelming,11734,-5.397004127502441,-5.3970009088516235,3.2966272375642856e-05,-5.397049903869629,-5.396957874298096,9.202957153320312e-05,4.6253204345703125e-05,2.6106834411621094e-05,9.202957153320312e-05,4,[4067]
I think that,formal_low_emotion,accordingly,17159,-7.259649276733398,-7.259645581245422,3.2225117661746195e-05,-7.2596940994262695,-7.2596049308776855,8.916854858398438e-05,4.482269287109375e-05,2.6106834411621094e-05,8.916854858398438e-05,4,[4067]
It seems to me that,casual_high_emotion,really,1196,-4.764525413513184,-4.764521598815918,2.875885506108956e-05,-4.764564037322998,-4.76448392868042,8.0108642578125e-05,4.1484832763671875e-05,2.3126602172851562e-05,8.0108642578125e-05,4,[4067]
The best approach would be,casual_low_emotion,basically,8087,-1.983561635017395,-1.983563631772995,2.8484332599606443e-05,-1.9836013317108154,-1.9835214614868164,7.987022399902344e-05,4.017353057861328e-05,2.2083520889282227e-05,-7.987022399902344e-05,4,[4067]
The best approach would be,formal_high_emotion,magnificent,16773,-10.788676261901855,-10.78867506980896,2.8637039021254923e-05,-10.788719177246094,-10.788640022277832,7.915496826171875e-05,4.291534423828125e-05,2.2649765014648438e-05,7.915496826171875e-05,4,[4067]
I think that,casual_high_emotion,OMG,21978,-4.025179862976074,-4.025180101394653,2.8629098074406584e-05,-4.025224685668945,-4.025145530700684,7.915496826171875e-05,4.482269287109375e-05,2.2172927856445312e-05,7.915496826171875e-05,4,[4067]
It seems to me that,casual_low_emotion,yeah,12191,-6.120270729064941,-6.1202744245529175,2.7517212282317197e-05,-6.1203107833862305,-6.12023401260376,7.677078247070312e-05,4.00543212890625e-05,2.205371856689453e-05,-7.677078247070312e-05,4,[4067]
The situation is,formal_low_emotion,may,754,0.13974523544311523,0.1397448480129242,2.7448157339127884e-05,0.13971027731895447,0.13978677988052368,7.650256156921387e-05,4.1544437408447266e-05,2.1159648895263672e-05,-7.650256156921387e-05,4,[4067]
The situation is,casual_low_emotion,basically,8087,-1.2645034790039062,-1.2645071744918823,2.629341877808708e-05,-1.2645416259765625,-1.2644684314727783,7.319450378417969e-05,3.814697265625e-05,2.1219253540039062e-05,-7.319450378417969e-05,4,[4067]
The situation is,formal_low_emotion,consequently,23995,-3.995452880859375,-3.9954468607902527,2.543344929551635e-05,-3.9954819679260254,-3.995410919189453,7.104873657226562e-05,4.1961669921875e-05,2.0563602447509766e-05,7.104873657226562e-05,4,[4067]
The best approach would be,casual_low_emotion,anyway,8668,-3.9833312034606934,-3.983335793018341,2.5424507777274955e-05,-3.983369827270508,-3.9832990169525146,7.081031799316406e-05,3.8623809814453125e-05,2.0682811737060547e-05,-7.081031799316406e-05,4,[4067]
The best approach would be,formal_low_emotion,however,2480,-4.395827293395996,-4.395824313163757,2.5074505880768263e-05,-4.3958611488342285,-4.395791053771973,7.009506225585938e-05,3.62396240234375e-05,1.990795135498047e-05,7.009506225585938e-05,4,[4067]
It seems to me that,formal_high_emotion,extraordinary,10035,-6.20957088470459,-6.209571003913879,2.383321366961114e-05,-6.209607124328613,-6.209540367126465,6.67572021484375e-05,3.62396240234375e-05,1.800060272216797e-05,6.67572021484375e-05,4,[4067]
The best approach would be,formal_low_emotion,therefore,4320,-4.262253761291504,-4.2622597217559814,2.354556994743301e-05,-4.26229190826416,-4.262226581573486,6.532669067382812e-05,3.814697265625e-05,1.9550323486328125e-05,-6.532669067382812e-05,4,[4067]
The situation is,casual_high_emotion,absolutely,6270,0.9093535542488098,0.9093532860279083,2.3472521769091625e-05,0.9093167185783386,0.909381628036499,6.490945816040039e-05,3.6835670471191406e-05,1.8149614334106445e-05,6.490945816040039e-05,4,[4067]
The situation is,casual_low_emotion,anyway,8668,-2.0300605297088623,-2.0300623774528503,2.327811307713082e-05,-2.0300912857055664,-2.030026912689209,6.437301635742188e-05,3.361701965332031e-05,1.8656253814697266e-05,-6.437301635742188e-05,4,[4067]
The situation is,formal_low_emotion,accordingly,17159,-5.582028388977051,-5.582026839256287,2.315822631586902e-05,-5.58205509185791,-5.581990718841553,6.437301635742188e-05,3.7670135498046875e-05,1.728534698486328e-05,-6.437301635742188e-05,4,[4067]
I think that,formal_low_emotion,therefore,4320,-4.266688346862793,-4.26668655872345,2.3217061187892133e-05,-4.266722202301025,-4.266658306121826,6.389617919921875e-05,3.3855438232421875e-05,1.8715858459472656e-05,6.389617919921875e-05,4,[4067]
The situation is,casual_high_emotion,literally,8642,0.3298468589782715,0.3298482596874237,2.3139867314860634e-05,0.3298126459121704,0.3298764228820801,6.377696990966797e-05,3.421306610107422e-05,1.850724220275879e-05,6.377696990966797e-05,4,[4067]
It seems to me that,casual_low_emotion,guess,5310,-10.813843727111816,-10.81384563446045,2.198627831153584e-05,-10.813876152038574,-10.813814163208008,6.198883056640625e-05,3.24249267578125e-05,1.6689300537109375e-05,-6.198883056640625e-05,4,[4067]
I think that,formal_high_emotion,extraordinary,10035,-4.591495990753174,-4.591498613357544,2.2420221965585562e-05,-4.59153413772583,-4.591472148895264,6.198883056640625e-05,3.814697265625e-05,1.6450881958007812e-05,6.198883056640625e-05,4,[4067]
The situation is,formal_low_emotion,furthermore,2134,4.211300849914551,4.211297869682312,2.1506294158122167e-05,4.211267471313477,4.211328029632568,6.0558319091796875e-05,3.337860107421875e-05,1.6570091247558594e-05,-6.0558319091796875e-05,4,[4067]
The situation is,casual_high_emotion,seriously,7580,0.14958903193473816,0.14958713948726654,2.1425532943424657e-05,0.14955973625183105,0.14961934089660645,5.9604644775390625e-05,3.0308961868286133e-05,1.704692840576172e-05,-5.9604644775390625e-05,4,[4067]
I think that,formal_low_emotion,however,2480,-3.9155259132385254,-3.9155222177505493,2.134778442512977e-05,-3.915553331375122,-3.915493965148926,5.936622619628906e-05,3.1948089599609375e-05,1.7404556274414062e-05,5.936622619628906e-05,4,[4067]
I think that,formal_high_emotion,devastated,27668,-8.464824676513672,-8.464823246002197,2.1212555331740594e-05,-8.464855194091797,-8.46479606628418,5.91278076171875e-05,3.0517578125e-05,1.6689300537109375e-05,5.91278076171875e-05,4,[4067]
The best approach would be,formal_high_emotion,devastated,27668,-11.786541938781738,-11.78654670715332,2.090483686140344e-05,-11.786575317382812,-11.786517143249512,5.817413330078125e-05,3.337860107421875e-05,1.71661376953125e-05,-5.817413330078125e-05,4,[4067]
It seems to me that,casual_high_emotion,totally,7110,-7.296833038330078,-7.296833157539368,1.9834290788453643e-05,-7.296863555908203,-7.296808242797852,5.53131103515625e-05,3.0517578125e-05,1.5139579772949219e-05,5.53131103515625e-05,4,[4067]
The situation is,casual_high_emotion,really,1196,3.9268345832824707,3.9268323183059692,1.9217853761369526e-05,3.9268054962158203,3.9268596172332764,5.412101745605469e-05,2.9087066650390625e-05,1.4781951904296875e-05,-5.412101745605469e-05,4,[4067]
It seems to me that,casual_low_emotion,basically,8087,-7.192941665649414,-7.192944407463074,1.9143022502753166e-05,-7.192969799041748,-7.192916393280029,5.340576171875e-05,2.8133392333984375e-05,1.537799835205078e-05,-5.340576171875e-05,4,[4067]
The situation is,formal_low_emotion,therefore,4320,-1.030513048171997,-1.0305067896842957,1.913921757230643e-05,-1.0305325984954834,-1.0304796695709229,5.2928924560546875e-05,3.337860107421875e-05,1.6033649444580078e-05,5.2928924560546875e-05,4,[4067]
The best approach would be,formal_low_emotion,may,754,-5.634314060211182,-5.634316086769104,1.8348551960791093e-05,-5.634344100952148,-5.6342926025390625,5.14984130859375e-05,3.0040740966796875e-05,1.2993812561035156e-05,5.14984130859375e-05,4,[4067]
I think that,casual_high_emotion,absolutely,6270,-4.670586109161377,-4.670584559440613,1.8496657191733003e-05,-4.670612812042236,-4.670561790466309,5.1021575927734375e-05,2.6702880859375e-05,1.4901161193847656e-05,5.1021575927734375e-05,4,[4067]
It seems to me that,formal_high_emotion,profoundly,29160,-8.294184684753418,-8.294183492660522,1.78208917053927e-05,-8.294210433959961,-8.294160842895508,4.9591064453125e-05,2.574920654296875e-05,1.4066696166992188e-05,4.9591064453125e-05,4,[4067]
The best approach would be,formal_high_emotion,triumphant,15511,-9.740230560302734,-9.740230798721313,1.6931076791363708e-05,-9.740253448486328,-9.740205764770508,4.76837158203125e-05,2.47955322265625e-05,1.2636184692382812e-05,-4.76837158203125e-05,4,[4067]
It seems to me that,formal_high_emotion,catastrophic,24769,-7.815952301025391,-7.815951108932495,1.698470932099224e-05,-7.815976142883301,-7.8159284591674805,4.76837158203125e-05,2.384185791015625e-05,1.3113021850585938e-05,4.76837158203125e-05,4,[4067]
The situation is,formal_high_emotion,profoundly,29160,-4.748517036437988,-4.748516798019409,1.6961265956718836e-05,-4.748542785644531,-4.748495578765869,4.7206878662109375e-05,2.574920654296875e-05,1.3113021850585938e-05,4.7206878662109375e-05,4,[4067]
I think that,formal_high_emotion,profoundly,29160,-7.630084991455078,-7.630087733268738,1.6402002640332953e-05,-7.630109786987305,-7.630064010620117,4.57763671875e-05,2.47955322265625e-05,1.3232231140136719e-05,-4.57763671875e-05,4,[4067]
It seems to me that,casual_high_emotion,absolutely,6270,-6.861185073852539,-6.861184000968933,1.57586384611157e-05,-6.861207008361816,-6.8611626625061035,4.4345855712890625e-05,2.2411346435546875e-05,1.2040138244628906e-05,4.4345855712890625e-05,4,[4067]
The situation is,formal_low_emotion,however,2480,0.18501001596450806,0.18501204997301102,1.5837801713352905e-05,0.18498879671096802,0.18503302335739136,4.4226646423339844e-05,2.300739288330078e-05,1.2643635272979736e-05,4.4226646423339844e-05,4,[4067]
I think that,formal_high_emotion,magnificent,16773,-6.454342365264893,-6.454347372055054,1.5938420213087338e-05,-6.4543681144714355,-6.454324722290039,4.3392181396484375e-05,2.574920654296875e-05,1.3828277587890625e-05,-4.3392181396484375e-05,4,[4067]
The situation is,formal_low_emotion,moreover,541,2.656266212463379,2.656264901161194,1.531688612261872e-05,2.6562438011169434,2.6562869548797607,4.315376281738281e-05,2.2411346435546875e-05,1.1682510375976562e-05,-4.315376281738281e-05,4,[4067]
The best approach would be,formal_low_emotion,furthermore,2134,-3.8751444816589355,-3.875147581100464,1.4790601660710752e-05,-3.8751678466796875,-3.875126600265503,4.124641418457031e-05,2.3365020751953125e-05,1.2040138244628906e-05,-4.124641418457031e-05,4,[4067]
The best approach would be,formal_low_emotion,moreover,541,-3.1680476665496826,-3.168048858642578,1.4375473879788017e-05,-3.1680679321289062,-3.168027639389038,4.029273986816406e-05,2.0265579223632812e-05,1.1205673217773438e-05,-4.029273986816406e-05,4,[4067]
I think that,casual_low_emotion,kinda,21775,-3.7865145206451416,-3.786513030529022,1.3910631040439067e-05,-3.7865335941314697,-3.786494731903076,3.886222839355469e-05,1.9788742065429688e-05,1.1026859283447266e-05,3.886222839355469e-05,4,[4067]
The situation is,casual_low_emotion,yeah,12191,-5.9497575759887695,-5.949758768081665,1.3510152403361501e-05,-5.9497785568237305,-5.949740409851074,3.814697265625e-05,2.09808349609375e-05,9.775161743164062e-06,3.814697265625e-05,4,[4067]
It seems to me that,formal_low_emotion,accordingly,17159,-9.591414451599121,-9.591419219970703,1.3436320117574092e-05,-9.591439247131348,-9.591402053833008,3.719329833984375e-05,2.47955322265625e-05,1.0967254638671875e-05,-3.719329833984375e-05,4,[4067]
The situation is,formal_high_emotion,appalling,573,-0.3455478549003601,-0.3455471247434616,1.3169954466380437e-05,-0.3455638885498047,-0.3455269932746887,3.68952751159668e-05,2.086162567138672e-05,9.700655937194824e-06,-3.68952751159668e-05,4,[4067]
I think that,formal_high_emotion,triumphant,15511,-4.358188629150391,-4.358190536499023,1.2953832347112774e-05,-4.358211517333984,-4.358176231384277,3.528594970703125e-05,2.288818359375e-05,9.5367431640625e-06,3.528594970703125e-05,4,[4067]
I think that,casual_low_emotion,whatever,5193,-1.5782389640808105,-1.5782431662082672,1.2254626544214078e-05,-1.5782614946365356,-1.5782275199890137,3.3974647521972656e-05,2.2530555725097656e-05,9.924173355102539e-06,-3.3974647521972656e-05,4,[4067]
It seems to me that,casual_high_emotion,literally,8642,-6.13226318359375,-6.132265090942383,1.1930461886593632e-05,-6.132281303405762,-6.1322479248046875,3.337860107421875e-05,1.811981201171875e-05,9.5367431640625e-06,-3.337860107421875e-05,4,[4067]
The situation is,casual_high_emotion,totally,7110,1.1135873794555664,1.1135844588279724,1.1890342335183875e-05,1.11356782913208,1.1136009693145752,3.314018249511719e-05,1.9550323486328125e-05,9.715557098388672e-06,-3.314018249511719e-05,4,[4067]
It seems to me that,formal_high_emotion,devastated,27668,-11.011899948120117,-11.011899471282959,1.2240884449952541e-05,-11.011919021606445,-11.011886596679688,3.24249267578125e-05,1.9073486328125e-05,1.0013580322265625e-05,3.24249267578125e-05,4,[4067]
I think that,formal_low_emotion,perhaps,4153,0.20581698417663574,0.20581458508968353,1.1566401878835373e-05,0.20579838752746582,0.20583075284957886,3.236532211303711e-05,1.8596649169921875e-05,9.28342342376709e-06,-3.236532211303711e-05,4,[4067]
The situation is,casual_low_emotion,guess,5310,-2.448676586151123,-2.4486789107322693,1.1201075107633181e-05,-2.4486963748931885,-2.448665142059326,3.123283386230469e-05,1.9788742065429688e-05,8.046627044677734e-06,-3.123283386230469e-05,4,[4067]
The situation is,formal_high_emotion,devastated,27668,-3.724216938018799,-3.7242161631584167,1.0156428588040806e-05,-3.7242279052734375,-3.7242000102996826,2.7894973754882812e-05,1.6927719116210938e-05,7.68899917602539e-06,-2.7894973754882812e-05,4,[4067]
It seems to me that,casual_low_emotion,whatever,5193,-1.9221515655517578,-1.9221525490283966,1.0038517585816967e-05,-1.9221643209457397,-1.9221370220184326,2.7298927307128906e-05,1.4543533325195312e-05,8.255243301391602e-06,-2.7298927307128906e-05,4,[4067]
The situation is,formal_high_emotion,triumphant,15511,-6.298598766326904,-6.2986003160476685,9.005628676536571e-06,-6.298614025115967,-6.298588752746582,2.5272369384765625e-05,1.52587890625e-05,6.556510925292969e-06,2.5272369384765625e-05,4,[4067]
The best approach would be,formal_low_emotion,perhaps,4153,-2.634056806564331,-2.63405841588974,8.500508426742684e-06,-2.63407039642334,-2.6340465545654297,2.384185791015625e-05,1.3589859008789062e-05,6.735324859619141e-06,-2.384185791015625e-05,4,[4067]
It seems to me that,formal_low_emotion,furthermore,2134,-5.5304179191589355,-5.530420541763306,8.782739856907779e-06,-5.530431747436523,-5.530407905578613,2.384185791015625e-05,1.3828277587890625e-05,7.62939453125e-06,-2.384185791015625e-05,4,[4067]
It seems to me that,casual_high_emotion,seriously,7580,-7.758992671966553,-7.758994698524475,8.87849148815414e-06,-7.75900936126709,-7.75898551940918,2.384185791015625e-05,1.6689300537109375e-05,6.318092346191406e-06,2.384185791015625e-05,4,[4067]
I think that,casual_low_emotion,anyway,8668,-1.966399908065796,-1.9663994908332825,8.520545993437758e-06,-1.9664125442504883,-1.9663889408111572,2.3603439331054688e-05,1.2636184692382812e-05,6.735324859619141e-06,2.3603439331054688e-05,4,[4067]
It seems to me that,casual_low_emotion,anyway,8668,-3.688289165496826,-3.688287615776062,8.377792754561472e-06,-3.6882996559143066,-3.6882762908935547,2.3365020751953125e-05,1.2874603271484375e-05,6.794929504394531e-06,2.3365020751953125e-05,4,[4067]
It seems to me that,casual_high_emotion,OMG,21978,-5.621408939361572,-5.621411204338074,8.234074802078783e-06,-5.62142276763916,-5.621399879455566,2.288818359375e-05,1.3828277587890625e-05,6.794929504394531e-06,-2.288818359375e-05,4,[4067]
The situation is,casual_high_emotion,honestly,14483,-1.8231725692749023,-1.8231726288795471,8.063387193712575e-06,-1.8231836557388306,-1.8231608867645264,2.276897430419922e-05,1.1682510375976562e-05,5.900859832763672e-06,2.276897430419922e-05,4,[4067]
The situation is,casual_high_emotion,OMG,21978,-1.6249549388885498,-1.6249535381793976,7.921982009421074e-06,-1.6249631643295288,-1.624941110610962,2.205371856689453e-05,1.3828277587890625e-05,5.513429641723633e-06,-2.205371856689453e-05,4,[4067]
I think that,formal_low_emotion,may,754,-2.803704261779785,-2.803702712059021,7.879544672804231e-06,-2.8037140369415283,-2.803692102432251,2.193450927734375e-05,1.2159347534179688e-05,6.4373016357421875e-06,2.193450927734375e-05,4,[4067]
The situation is,casual_low_emotion,stuff,4269,-6.041111946105957,-6.041114568710327,7.580811069290469e-06,-6.041126251220703,-6.041105270385742,2.09808349609375e-05,1.430511474609375e-05,5.9604644775390625e-06,-2.09808349609375e-05,4,[4067]
The situation is,casual_high_emotion,incredibly,9301,1.3703303337097168,1.3703328371047974,7.497401938403831e-06,1.370322823524475,1.370343565940857,2.0742416381835938e-05,1.3232231140136719e-05,6.258487701416016e-06,2.0742416381835938e-05,4,[4067]
The best approach would be,formal_high_emotion,extraordinary,10035,-8.896246910095215,-8.896247386932373,7.152557373046875e-06,-8.896258354187012,-8.896238327026367,2.002716064453125e-05,1.1444091796875e-05,5.245208740234375e-06,2.002716064453125e-05,4,[4067]
It seems to me that,casual_high_emotion,incredibly,9301,-6.716448783874512,-6.716448903083801,5.997305501988061e-06,-6.716454982757568,-6.716439247131348,1.5735626220703125e-05,9.5367431640625e-06,4.887580871582031e-06,-1.5735626220703125e-05,4,[4067]
It seems to me that,casual_low_emotion,stuff,4269,-6.969961166381836,-6.969962477684021,6.119281181197452e-06,-6.969968795776367,-6.9699530601501465,1.5735626220703125e-05,8.106231689453125e-06,5.364418029785156e-06,-1.5735626220703125e-05,4,[4067]
I think that,casual_high_emotion,literally,8642,-3.7345447540283203,-3.7345473766326904,5.689668447390425e-06,-3.734556198120117,-3.7345407009124756,1.5497207641601562e-05,1.1444091796875e-05,4.649162292480469e-06,-1.5497207641601562e-05,4,[4067]
The best approach would be,casual_high_emotion,honestly,14483,-3.3656680583953857,-3.3656680583953857,5.634452008293378e-06,-3.3656768798828125,-3.365661382675171,1.5497207641601562e-05,8.821487426757812e-06,4.410743713378906e-06,1.5497207641601562e-05,4,[4067]
The situation is,formal_high_emotion,magnificent,16773,-6.091683864593506,-6.091681003570557,5.4472254079799e-06,-6.091686248779297,-6.091671943664551,1.430511474609375e-05,1.1920928955078125e-05,4.0531158447265625e-06,1.430511474609375e-05,4,[4067]
The best approach would be,casual_low_emotion,guess,5310,-8.073020935058594,-8.07302212715149,5.107947656066072e-06,-8.073029518127441,-8.073015213012695,1.430511474609375e-05,8.58306884765625e-06,4.0531158447265625e-06,-1.430511474609375e-05,4,[4067]
It seems to me that,formal_high_emotion,magnificent,16773,-9.347650527954102,-9.347652196884155,5.152269073718622e-06,-9.347660064697266,-9.34764575958252,1.430511474609375e-05,9.5367431640625e-06,4.0531158447265625e-06,-1.430511474609375e-05,4,[4067]
The situation is,formal_high_emotion,overwhelming,11734,0.33973175287246704,0.33973371982574463,5.285524005550229e-06,0.3397281765937805,0.33974242210388184,1.424551010131836e-05,1.0669231414794922e-05,3.7550926208496094e-06,-1.424551010131836e-05,4,[4067]
I think that,casual_low_emotion,stuff,4269,-4.813149452209473,-4.813151121139526,4.833492024591754e-06,-4.81315803527832,-4.813144683837891,1.33514404296875e-05,8.58306884765625e-06,4.0531158447265625e-06,-1.33514404296875e-05,4,[4067]
The best approach would be,casual_high_emotion,incredibly,9301,-8.792516708374023,-8.792518854141235,4.880306599249535e-06,-8.792526245117188,-8.792512893676758,1.33514404296875e-05,9.5367431640625e-06,4.0531158447265625e-06,1.33514404296875e-05,4,[4067]
It seems to me that,formal_low_emotion,consequently,23995,-7.577542781829834,-7.577545642852783,4.9209040261626945e-06,-7.577552318572998,-7.577539443969727,1.2874603271484375e-05,9.5367431640625e-06,4.5299530029296875e-06,-1.2874603271484375e-05,4,[4067]
The best approach would be,casual_low_emotion,whatever,5193,-3.5527172088623047,-3.5527167916297913,4.5623841841839814e-06,-3.552722930908203,-3.5527100563049316,1.2874603271484375e-05,7.152557373046875e-06,3.2782554626464844e-06,-1.2874603271484375e-05,4,[4067]
It seems to me that,casual_low_emotion,kinda,21775,-6.989842891693115,-6.989842176437378,4.579871347498547e-06,-6.9898481369018555,-6.989835262298584,1.2874603271484375e-05,7.62939453125e-06,3.337860107421875e-06,-1.2874603271484375e-05,4,[4067]
I think that,casual_high_emotion,seriously,7580,-5.117849349975586,-5.1178494691848755,4.269956276076392e-06,-5.117854118347168,-5.117842674255371,1.1444091796875e-05,6.67572021484375e-06,3.4570693969726562e-06,-1.1444091796875e-05,4,[4067]
I think that,formal_low_emotion,moreover,541,-2.841947555541992,-2.8419503569602966,4.286150071226787e-06,-2.8419570922851562,-2.8419458866119385,1.1205673217773438e-05,9.5367431640625e-06,3.635883331298828e-06,-1.1205673217773438e-05,4,[4067]
I think that,formal_high_emotion,overwhelming,11734,-5.379209995269775,-5.379210591316223,4.2298305032754356e-06,-5.379217624664307,-5.379206657409668,1.0967254638671875e-05,7.62939453125e-06,3.2186508178710938e-06,1.0967254638671875e-05,4,[4067]
It seems to me that,formal_low_emotion,perhaps,4153,-2.0218448638916016,-2.021846652030945,3.998401124775033e-06,-2.0218520164489746,-2.021841287612915,1.0728836059570312e-05,7.152557373046875e-06,3.5762786865234375e-06,-1.0728836059570312e-05,4,[4067]
It seems to me that,formal_high_emotion,triumphant,15511,-7.291595458984375,-7.291597127914429,4.389751586800091e-06,-7.291601181030273,-7.291590690612793,1.049041748046875e-05,5.7220458984375e-06,4.0531158447265625e-06,-1.049041748046875e-05,4,[4067]
It seems to me that,formal_low_emotion,moreover,541,-2.2105398178100586,-2.2105398178100586,3.754619538312822e-06,-2.2105445861816406,-2.21053409576416,1.049041748046875e-05,5.7220458984375e-06,2.86102294921875e-06,-1.049041748046875e-05,4,[4067]
